ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
9783966379380; 3966379384,Südsee-Geschichten,1. Auflage,Hamburg,Gröls Verlag,2022,136,"London, Jack","Gröls-Verlag, Redaktion",,,,Dramatik,ger,
9783755701934; 3755701936,Tagebuch aus dem Schloss Weckelsdorf,4. Auflage,Norderstedt,BoD – Books on Demand,2022,102,"Faltis, Gertie","Baron, Beate",,,,Lyrik,cze; ger,
9783985680504; 3985680507,Trotzig lächeln und das Weltall streicheln,1. Auflage,Berlin,Kanon Verlag,2022,271,"Rathenow, Lutz","Martin, Marko",,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783991261216; 3991261219,Und draußen ist die Welt,,Weitra,Verlag Bibliothek der Provinz,2022,124,"Schlüter, Manfred",,,,"Schlüter, Manfred",Anthologie; Lyrik,ger,
9783351039509; 3351039506,Und habt ihr denn etwa keine Träume,1. Auflage,Berlin,Aufbau,2022,334,"Seghers, Anna","Schulze, Ingo",,,,Fiktionale Darstellung; Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783966623186; 3966623188,Unsichtbare Bande,"Der Text des vorliegenden Neusatzes folgt der Ausgabe o. J., erschienen im Hesse & Becker Verlag Leipzig",Berlin,Boer Verlag,2022,304,"Lagerlöf, Selma",,"Franzos, Marie",,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783756536139; 3756536130,Von Menschen und Zahlen,2. Auflage,Berlin,epubli,2022,216,"Begrich, Thomas",,,,,Romanhafte Biographien,ger,
9783755786290; 375578629X,Wandel ist das Zauberwort,1. Auflage,Norderstedt,BoD – Books on Demand,2022,134,"Lensch, Arnhild",,,,,Lyrik,ger,
9783754948958; 3754948954,Was ich noch weiß,3. Auflage,Berlin,epubli,2022,192,"Eigenbrodt, Alexander Ferdinand",,,,,Romanhafte Biographien,ger,
9783754948972; 3754948970,Was ich noch weiß,2. Auflage,Berlin,epubli,2022,192,"Eigenbrodt, Alexander Ferdinand",,,,,Romanhafte Biographien,ger,
9783756858774; 3756858774,Weihnachten: Ein Geschenk.,1. Auflage,Norderstedt,BoD – Books on Demand,2022,130,"Nagel, Jochen",,,,,Lyrik,ger,
9783756808489; 3756808483,Weihnachtsbüchlein,1. Auflage,Norderstedt,BoD – Books on Demand,2022,104,"Acksteiner, Barbara",,,,,Lyrik,ger,
9783596370757; 3596370752,"Weißenstein, der Weltverbesserer",1. Auflage,Frankfurt am Main,FISCHER Taschenbuch,2022,231,"Werfel, Franz",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783906919164; 3906919161,Welch ein Glücksfall!,1. Auflage,Nidau,Verlag Das Archiv,2022,32,"Schriber, Susanne",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783755734468; 375573446X,"Wellen, Wogen, Himmelsbogen",1. Auflage,Norderstedt,BoD – Books on Demand,2022,146,"Hewener, Vera",,,,,Lyrik,ger,
9783755795322; 3755795329,Welt der Heimatsagen,1. Auflage,Norderstedt,BoD – Books on Demand,2022,320,"Hahmann, Ernst-Ulrich",,,,,Lyrik,ger,
9783347757875; 3347757874,wenn du mich liebst,,Ahrensburg,tredition,2022,648,"Gerken, Stefanie",,,,,Historische Kriminalromane; Spannung,ger,
9783347757868; 3347757866,wenn du mich liebst,,Ahrensburg,tredition,2022,648,"Gerken, Stefanie",,,,,Historische Kriminalromane; Spannung,ger,
9783347530317; 3347530314,"Wenn Hexen reisen, gibt es viel zu erzählen. In 29, zum Teil bebilderten, Kurzgeschichten berichten die beiden Autorinnen humorvoll von ihren persönlichen Reiseerlebnissen.",,Hamburg,tredition,2022,260,"Köhlein, Beate; Steiner, Stefanie",,,,,Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783347530324; 3347530322,"Wenn Hexen reisen, gibt es viel zu erzählen. In 29, zum Teil bebilderten, Kurzgeschichten berichten die beiden Autorinnen humorvoll von ihren persönlichen Reiseerlebnissen.",,Hamburg,tredition,2022,260,"Köhlein, Beate; Steiner, Stefanie",,,,,Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783756822294; 375682229X,Wetterleuchten,2. Auflage,Norderstedt,BoD – Books on Demand,2022,200,"D'Ortona, Luca",,,,,Lyrik,ger,
9783756504756; 3756504751,wie aus Schafen Hirten wurden,3. Auflage,Berlin,epubli,2022,212,"Brünjes, Hermann",,,,,Romanhafte Biographien,ger,
9783947884742; 3947884745,Wie schnell iss nix bassierd,1. Auflage,Worms,Worms Verlag,2022,74,"Diefenbach, Thomas",,,,,Anthologie; Lyrik,ger,
9783982393605; 3982393604,Willi das Küstenkind,Originalausgabe,Berlin,Trend-Setter Verlag,2022,215,"W., Uli",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783969403822; 3969403820,Worte,,Leipzig,Engelsdorfer Verlag,2022,393,"Seidel, Gisela",,,,,Anthologie; Lyrik,ger,
9783756221370; 3756221377,Wortgewandt 2020-2022,1. Auflage,Norderstedt,BoD – Books on Demand,2022,162,"Herbstritt, Jessica","jh, autemnreader",,,,Lyrik,ger,
9783756223848; 3756223841,WortSchattenGeflüster,1. Auflage,Norderstedt,BoD – Books on Demand,2022,112,"Bee, Brigitte",,,,,Lyrik,ger,
9783756885695; 3756885690,Zeit der Entspannung,1. Auflage,Norderstedt,BoD – Books on Demand,2022,148,"Ritter, Petruta",,,,,Lyrik,ger,
9783756200634; 3756200639,"Zitronen, die Geschichten singen",1. Auflage,Norderstedt,BoD – Books on Demand,2022,106,"Müller-Tiburtius, Renata",,,,,Lyrik,ger,
9783966622806; 3966622807,Zum blauen Affen,"Der Text des Neusatzes folgt der Ausgabe von 1921, erschienen im Paul Steegemann Verlag, Hannover.",Berlin,Boer Verlag,2022,188,"Serner, Walter",,,,,Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,
9783837225020; 383722502X,Zur blauen Stunde - Gedichte Gedanken Zwei Erzählungen,1. Auflage,Offenbach,Frankfurter Literaturverlag,2022,120,"Wildenhain, Luise von",,,,,Lyrik,ger,
9783756856077; 3756856070,Zwergenland,1. Auflage,Norderstedt,BoD – Books on Demand,2022,24,"Behrbalk, Diandra; Nettesheim, Andreas; Paarmann, Reinhild; Rahe, Sabine-Simmin; Sigurd, Dan K.; Weber, Wolfgang",,,,,Lyrik,ger,
9783754134191; 3754134191,20 Jahre Taxifahrer,1. Auflage,Berlin,epubli,2021,60,"Gröschke, Christian",,,,,Romanhafte Biographien,ger,
9783754139820; 3754139827,20 Jahre Taxifahrer,2. Auflage,Berlin,epubli,2021,60,"Gröschke, Christian",,,,,Romanhafte Biographien,ger,
9783754149492; 3754149490,20 Jahre Taxifahrer,2. Auflage,Berlin,epubli,2021,56,"Gröschke, Christian",,,,,Erzählende Literatur; Romanhafte Biographien,ger,
9783754149508; 3754149504,20 Jahre Taxifahrer,2. Auflage,Berlin,epubli,2021,56,"Gröschke, Christian",,,,,Erzählende Literatur; Romanhafte Biographien,ger,
9783940627339; 394062733X,Allzeit (aber nicht zu allem) bereit,"1. Auflage, Originalausgabe",Bielefeld,Dirk-Laker-Verlag,2021,223,"Schmitt-Kilian, Jörg",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783985273195; 3985273197,Alt und lebendig,,Remscheid,Rediroma-Verlag,2021,143,"Boo, Anna-Lisa",,,,,Anthologie; Lyrik,ger,
9783754132937; 3754132938,ANGST,3. Auflage,Berlin,epubli,2021,124,"Kohler, Ben",,,,,"Lyrik, Dramatik",ger,
9783754132906; 3754132903,ANGST,1. Auflage,Berlin,epubli,2021,124,"Kohler, Ben",,,,,"Lyrik, Dramatik",ger,
9783753435190; 3753435198,Anthologie 2021,1. Auflage,Norderstedt,BoD – Books on Demand,2021,184,,"Autorinnenvereinigung e.V., Netzwerk",,,,Lyrik,ger,
9786178024130,Antolohija sučasnoï nimecʹkomovnoï poeziï zi Švejcariï v ukraïnsʹkych ta rosijsʹkych perekladach,Literaturno-chudožnje vydannja,Černivci,Meridian Czernowitz,2021,378,,"Lopata, Jevhenija",,,,Anthologie; Lyrik,ger; ukr,ger
9783753162294; 3753162299,Aufzeichnungen eines Jägers,2. Auflage,Berlin,epubli,2021,392,"Turgenev, Iwan",,,,,Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783755738541; 3755738546,Augenblicksein,3. Auflage,Norderstedt,BoD – Books on Demand,2021,288,"Hara, Esteva",,,,,Lyrik,ger,
9783828036116; 3828036112,Beim (Ein)topf bleibt es nicht,1. Auflage,Berlin,Frieling,2021,132,"Herber, Claudia",,,,,Fiktionale Darstellung; Romanhafte Biographien; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783904068468; 3904068466,Bubensommer,,Salzburg,Edition Tandem,2021,81,"Größing, Stefan",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783753482217; 3753482218,"Buchteln, Baunzen und Baguette",1. Auflage,Norderstedt,BoD – Books on Demand,2021,106,"Saulnier, Michel; Hierdeis, Irmgard",,,,,Romanhafte Biographien,ger,
9783981865189; 3981865189,Chase,"Zweite überarbeitete und gebundene Ausgabe, 2. Auflage",Hilden,KopfKino-Verlag,2021,300,"Dellenbusch, Thomas",,,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage; Spannung; Historische Kriminalromane",ger,
9783753165011; 3753165018,Corona-Gedichte | gereimte Gedanken und Geschichten,7. Auflage,Berlin,epubli,2021,124,"Neumeier, Franz",,,,,"Lyrik, Dramatik",ger,
9783753165035; 3753165034,Corona-Gedichte | gereimte Gedanken und Geschichten,8. Auflage,Berlin,epubli,2021,124,"Neumeier, Franz",,,,,"Lyrik, Dramatik",ger,
9783946114826; 3946114822,Corona-Rhythmen,1. Auflage,Gossenberg,OSTASIEN Verlag,2021,208,,"Beyer, Uwe; Liu, Huiru","Liu, Huiru; Gottheiner, Klaus",,"Luti, Christiane Maria; Li, Xinmo",Anthologie; Lyrik,chi; ger,
9783755751489; 3755751488,Das Geheimnis der Insel,1. Auflage,Norderstedt,BoD – Books on Demand,2021,88,"Heuser, Peter J.",,,,,Lyrik,ger,
9783754909430; 3754909436,Das Geheimnis mentaler Stärke,2. Auflage,Berlin,epubli,2021,232,"Chapoutier, Marc","Chapoutier, Marc",,,,Romanhafte Biographien,ger,
9783754909416; 375490941X,Das Geheimnis mentaler Stärke,3. Auflage,Berlin,epubli,2021,232,"Chapoutier, Marc","Chapoutier, Marc",,,,Romanhafte Biographien,ger,
9783754906606; 3754906607,Das Geheimnis mentaler Stärke,2. Auflage,Berlin,epubli,2021,232,"Chapoutier, Marc","Chapoutier, Marc",,,,Romanhafte Biographien,ger,
9783754906590; 3754906593,Das Geheimnis mentaler Stärke,1. Auflage,Berlin,epubli,2021,232,"Chapoutier, Marc","Chapoutier, Marc",,,,Romanhafte Biographien,ger,
9783990392096; 3990392093,Das gräfliche Milchgeschäft,,Innsbruck,Limbus Verlag,2021,86,"Reventlow, Franziska zu",,,,"Wendt, Gunna",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783903406032; 3903406031,Das Grillenspiel,,Wien,Brot und Spiele Verlag,2021,133,"Meyrink, Gustav",,,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783754324349; 3754324349,Das kleine ABS der Scherzdichtung,1. Auflage,Norderstedt,BoD – Books on Demand,2021,188,"Heini, Heinrich",,,,,Lyrik,ger,
9783869712369; 3869712368,Das Lalebuch,1. Auflage,Berlin,Galiani Berlin,2021,239,,"Kaiser, Reinhard",,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783740754112; 3740754117,Das rauchende Klassenzimmer,3. Auflage,Norderstedt,TWENTYSIX,2021,170,,,,"Schoßwald, Volker",,Romanhafte Biographien,ger,
9783944360201; 3944360206,Der Papagei im Handgepäck und weitere (kleine) Geschichten in Reimen,,Karlsruhe,SingLiesel Verlag,2021,111,"Busch, Egon",,,,,Anthologie; Lyrik,ger,
9783753151144; 3753151149,Der rote Mantel (Kurzgeschichte),1. Auflage,Berlin,epubli,2021,36,,,,"Walter, Dominik",,"Lyrik, Dramatik",ger,
9783753155609; 3753155608,Der rote Mantel (Kurzgeschichte),3. Auflage,Berlin,epubli,2021,40,"Walter, Dominik",,,,,"Lyrik, Dramatik",ger,
9783982358918,"Der Turm, die Türme",,Berlin,KWR-Produktion,2021,198,"Reinert, Gerhard",,,,"Reinert, Gerhard",Anthologie; Lyrik,ger,
9783462001327; 3462001329,Der Weihnachtskarpfen,1. Auflage,Köln,Kiepenheuer & Witsch,2021,147,"Baum, Vicki",,,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783754313114; 3754313118,Deutsche Winterreise,1. Auflage,Norderstedt,BoD – Books on Demand,2021,92,"Weiller, Stefan; Müller, Wilhelm",,,,,Lyrik,ger,
9783150140789; 3150140781,Die Bergwerke zu Falun,,Ditzingen,Reclam,2021,101,"Hoffmann, E. T. A.",,,"Hoffmann, E. T. A.; Hoffmann, E. T. A.","Liebrand, Claudia",Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783730610022; 3730610023,Die Erzählungen,Sonderausgabe,München,Anaconda,2021,606,"Kafka, Franz",,,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783755701699; 3755701693,Die Leiche im Pool,1. Auflage,Norderstedt,BoD – Books on Demand,2021,200,"Jopp, Robert",,,,,Romanhafte Biographien,ger,
9783960421153; 396042115X,Die Riesin,2st ed.,Münster,edition assemblage,2021,284,"Kray, Lydia; Gratz, Mandy",,,,,Anthologie; Lyrik,ger; eng; spa,
9783985270262; 3985270260,Die Sache mit ...,,Remscheid,Rediroma-Verlag,2021,175,"Bail, Christian",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783754304488; 3754304488,Die Sonne reifer Äpfel,1. Auflage,Norderstedt,BoD – Books on Demand,2021,156,,"Haiku-Gesellschaft, Deutsche",,,,Lyrik,ger,
9783755713456; 3755713454,Die Thoraner-Saga,1. Auflage,Norderstedt,BoD – Books on Demand,2021,106,"Kasor, Rewa",,,,,Lyrik,ger,
9783754123423; 3754123424,Ein Kessel Buntes,3. Auflage,Berlin,epubli,2021,180,"Heizmann, Jeanpiere",,,,,"Lyrik, Dramatik",ger,
9783754339220; 3754339222,Ein König,1. Auflage,Norderstedt,BoD – Books on Demand,2021,32,"Pastorella, La",,,,,Lyrik,ger,
9783754374320; 375437432X,Eine Reise zum Regenbogen,1. Auflage,Norderstedt,BoD – Books on Demand,2021,98,"Schumann-Effenberger, Sybille",,,,,Lyrik,ger,
9783753168104; 3753168106,Einfach nicht nur Tennis,38. Auflage,Berlin,epubli,2021,208,"Jaeckle, Rainer",,,,,Romanhafte Biographien,ger,
9783754920060; 3754920065,"Einmal Formentera, immer Formentera?",4. Auflage,Berlin,epubli,2021,300,"Prüter, Dirk",,,,,Romanhafte Biographien,ger,
9783991256137; 3991256134,EMBRACE - Fühle die Umarmung des Lebens 2,1. Auflage,Großebersdorf,myMorawa,2021,216,"Strong, Lesley B.",,,,,Lyrik,ger,
9783991256120; 3991256126,EMBRACE - Fühle die Umarmung des Lebens 2,1. Auflage,Großebersdorf,myMorawa,2021,216,"Strong, Lesley B.",,,,,Lyrik,ger,
9783755761167; 3755761165,Empörende Geschichten,1. Auflage,Norderstedt,BoD – Books on Demand,2021,164,"König, Franziska",,,,,Romanhafte Biographien,ger,
9783865258823; 3865258824,Erzählungen und Briefe,1. Auflage,Hannover,Wehrhahn Verlag,2021,298,"Berg, Amalie","Ananieva, Anna",,,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783752620627; 3752620625,Es gebe Engel unter uns!,1. Auflage,Norderstedt,BoD – Books on Demand,2021,60,"Aman, M.",,,,,Lyrik,ger,
9783754357767; 375435776X,Es gebe Engel unter uns!,2. Auflage,Norderstedt,BoD – Books on Demand,2021,60,"Aman, M.",,,,,Lyrik,ger,
9783753164076; 3753164070,Es war eimal in Köln,6. Auflage,Berlin,epubli,2021,72,"Althoetmar, Kai",,,,,Romanhafte Biographien,ger,
9783754307380; 375430738X,Evas Schlange und viele Äpfel,1. Auflage,Norderstedt,BoD – Books on Demand,2021,248,"Koke, Jeanette A.",,,,,Romanhafte Biographien,ger,
9783754142189; 3754142186,Evergreens,3. Auflage,Berlin,epubli,2021,148,"Fuchs, Karl-Heinz",,,,,Romanhafte Biographien,ger,
9783754125496; 3754125494,Evil Bedtime Stories,2. Auflage,Berlin,epubli,2021,584,"Frenkler, Sabrina",,,,,"Lyrik, Dramatik",ger,
9783753156750; 3753156752,Evil Bedtime Stories,1. Auflage,Berlin,epubli,2021,584,"Frenkler, Sabrina",,,,"Bouzrou Bouzrou, Christine","Lyrik, Dramatik",ger,
9783945896013; 3945896010,Fallobst,1. Auflage,Kempten,manï Verlag,2021,125,"Weixler, Annemaria",,,,,Anthologie; Lyrik,ger,
9783941905382; 3941905384,Forschungen eines Hundes,1. Auflage,Hamburg,Input-Verlag,2021,158,"Kafka, Franz",,,"Kafka, Franz; Kafka, Franz",,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783862879632,Fritz Typewriter oder Eine Reise mit Fritz Levy um die Welt und andere Geschichten von Heimatsuchenden,1. Auflage,Bremen,Fuego,2021,248,"Harjes, Eckhard",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783754151136; 3754151134,Gedankliche Wege,1. Auflage,Berlin,epubli,2021,132,"Kirchhof Gräfin von Mainau, Heidi",,,,,Romanhafte Biographien,ger,
9783743119901; 3743119900,Gedichte & Geschichten vom runden Tisch,1. Auflage,Norderstedt,BoD – Books on Demand,2021,134,"Allemann, Emil",,,,,Lyrik,ger,
9783985274314; 3985274312,Gedichteband 3,,Remscheid,Rediroma-Verlag,2021,255,"Rehmann, Horst",,,,,Anthologie; Lyrik,ger,
9783753178455; 3753178454,Geplant war Ewigkeit,16. Auflage,Berlin,epubli,2021,364,"Glumm, Andreas",,,,,"Lyrik, Dramatik",ger,
9783754375457; 3754375458,Geschichten aus Herties KaDeWe 2,1. Auflage,Norderstedt,BoD – Books on Demand,2021,86,"Nickert, Benjamin",,,,,Lyrik,ger,
9783753443409; 3753443409,Geschichten aus unserer Welt,2. Auflage,Norderstedt,BoD – Books on Demand,2021,142,"Siegbert, Michael",,,,,Lyrik,ger,
9783754120293; 3754120298,Geschichten der Propheten im Islâm,2. Auflage,Berlin,epubli,2021,120,"Publishing, B. L.",,,,,Romanhafte Biographien,ger,
9783754100226; 375410022X,Geschichten der Propheten im Islâm,1. Auflage,Berlin,epubli,2021,120,"Publishing, B. L.",,,,,Romanhafte Biographien,ger,
9783754325766; 3754325760,"Geschichten, nichts als Geschichten ...",1. Auflage,Norderstedt,BoD – Books on Demand,2021,118,"Schindera, Ingo",,,,,Romanhafte Biographien,ger,
9783959763547; 3959763549,Gott in Kurzgeschichten,1. Auflage,Lindenberg i. Allgäu,Kunstverlag Josef Fink,2021,208,"Roßmaier, Josef",,,,"Roßmaier, Josef",Bildband; Anthologie; Lyrik,ger,
9783753498751; 3753498750,Häuschen mit Herz ...,8. Auflage,Norderstedt,BoD – Books on Demand,2021,178,"Salzmann, Hartmut",,,,,"Humor, Satire; Lyrik",ger,
9783754312704; 3754312707,Heimat auf Zeit,1. Auflage,Norderstedt,BoD – Books on Demand,2021,152,"Moosbrugger, Georg",,,,,Romanhafte Biographien,ger,
9783949596001; 3949596003,Hermann Vogel,,Plauen,Vogtlandmuseum,2021,128,"Vogel, Hermann",,,,"Vogel, Hermann; Salesch, Martin",Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783967170375; 3967170373,Hinter Deich und Dünen,,"Husum, Nordsee",Husum Druck- und Verlagsgesellschaft,2021,268,"Andresen, Ingeborg",,,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783943863604; 3943863603,Ich hätte dich gern lachen sehen,3. Auflage,Wuppertal,Verlag Das Bosnische Wort,2021,149,,"Čabaravdić-Kamber, Emina; Friesel, Uwe",,,,Anthologie; Lyrik,ger,
9783753143439; 375314343X,"Ich helfe, also bin ich!",3. Auflage,Berlin,epubli,2021,236,,,,"Jammeh, Suraya",,Romanhafte Biographien,ger,
9783949302015; 3949302018,"Ich lehne es ab, meine Zunge im Zaum zu halten",1. Auflage,Berlin,AvivA,2021,271,"Behn, Aphra","Schwartz, Tobias","Schwartz, Tobias",,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,ger
9783755752110; 3755752115,Ich weiß es doch auch nicht,1. Auflage,Norderstedt,BoD – Books on Demand,2021,140,"Bruns, Oliver",,,,,Lyrik,ger,
9798770229127,Ich will doch nur ...,,Speyer,Gabriele Gail,2021,50,"Gail, Gabriele",,,,,Anthologie; Lyrik,ger,
9783754325780; 3754325787,In Nektar geschrieben,2. Auflage,Norderstedt,BoD – Books on Demand,2021,264,,"Kulow, Gesine",,,,Lyrik,ger,
9783831622597; 3831622590,Innere Berührung,,München,Literareon,2021,39,"Schmitt, Barbara",,,,,Anthologie; Lyrik,ger,
9783754152010; 3754152017,„Kablow“,2. Auflage,Berlin,epubli,2021,180,"Wullstein, Renate",,,,,Romanhafte Biographien,ger,
9783034016018; 3034016018,Kiltabend-Geschichten,,Zürich,Chronos,2021,405,"Hartmann, Alfred","Reiling, Jesko",,,"Reiling, Jesko",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783831622788; 3831622787,Kindheit im Krieg und andere Kurzgeschichten,,München,Literareon,2021,102,"Steppuhn, Irmgard",,,,,Anthologie; Romanhafte Biographien,ger,
9783943009453,Kirchweihpredigten,,Bad Rodach,Rückertkreis Bad Rodach e.V.,2021,60,"Gilbert, Christa",,,,,Anthologie; Lyrik,ger,
9783754129999; 3754129996,Kurzgeschichten/Geschichten 2,2. Auflage,Berlin,epubli,2021,116,"Maranius, Frank",,,,,"Lyrik, Dramatik",ger,
9783869354088; 3869354089,La hora interior,,Kiel,Verlag Ludwig,2021,228,"Colinas, Antonio",,"Strien-Bourmer, Petra",,,Anthologie; Lyrik,spa; ger,
9783347392441; 3347392442,Lachen und Weinen - Mein Dank an das Leben,1. Auflage,Hamburg,tredition,2021,104,"Hahn-Wiechert, Petra",,,,,Lyrik,ger,
9783347392458; 3347392450,Lachen und Weinen - Mein Dank an das Leben,1. Auflage,Hamburg,tredition,2021,104,"Hahn-Wiechert, Petra",,,,,Lyrik,ger,
9783347410503; 3347410505,Lachen und Weinen - Mein Dank an das Leben,2. Auflage,Hamburg,tredition,2021,108,"Hahn-Wiechert, Petra",,,,,Lyrik,ger,
9783347410497; 3347410491,Lachen und Weinen - Mein Dank an das Leben,2. Auflage,Hamburg,tredition,2021,108,"Hahn-Wiechert, Petra",,,,,Lyrik,ger,
9783351038823; 3351038828,Lilly und ihr Sklave,1. Auflage,Berlin,Aufbau,2021,269,"Fallada, Hans","Preuß-Wössner, Johanna",,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783985271641; 398527164X,Lyrik am Effner,,Remscheid,Rediroma-Verlag,2021,53,,"Notz, Martina",,,,Anthologie; Lyrik,ger,
9783985270880; 3985270880,Lyrik aus Bogen,,Remscheid,Rediroma-Verlag,2021,50,,"Spiegelhauer, Tom",,,,Anthologie; Lyrik,ger,
9783868206319; 3868206310,Märchen und Erzählungen,,Hamburg,Nikol Verlag,2021,238,"Wilde, Oscar",,"Zoozmann, Richard",,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783754120743; 3754120743,Märchenhafte Reimereien,3. Auflage,Berlin,epubli,2021,228,"Lutz, Andrea",,,,,"Lyrik, Dramatik",ger,
9783754128138; 3754128132,Manchmal schweigt es im Morgengrauennn,1. Auflage,Berlin,epubli,2021,72,"Angst, Ulla",,,,,"Lyrik, Dramatik",ger,
9783752667165; 3752667168,Mauerfälle,1. Auflage,Norderstedt,BoD – Books on Demand,2021,196,"Hoang, Dang Lanh",,,,,Romanhafte Biographien,ger,
9783347289642; 3347289641,Meine zwei linken Griechen,1. Auflage,Hamburg,tredition,2021,236,"Willms, Hildegard",,,,,Romanhafte Biographien,ger,
9783347289635; 3347289633,Meine zwei linken Griechen,1. Auflage,Hamburg,tredition,2021,236,"Willms, Hildegard",,,,,Romanhafte Biographien,ger,
9783864651601; 3864651603,"Menschen, Leben und Geschichten in Gedanken und Gedichten",1. Auflage,Berlin,trafo,2021,255,"Grohs, Norbert",,,,,Anthologie; Lyrik,ger,
9783754356364; 3754356364,Milchschattengewächse,1. Auflage,Norderstedt,BoD – Books on Demand,2021,168,"Busch, Peter",,,,,Lyrik,ger,
9791220113564,Mund spitz machen gilt nicht!,Erstausgabe,Berlin,Europa Buch,2021,361,"Meywirth, Jürgen",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783753164700; 3753164704,Mundart Geschichten aus dem Zürcher Oberland/En Chranz,1. Auflage,Berlin,epubli,2021,200,"Widmer, Johann",,,,,Romanhafte Biographien,ger,
9783754319130; 3754319132,Mundartprosa aus den Zeitschriften Trutznachtigall und Heimwacht 1919-1932,1. Auflage,Norderstedt,BoD – Books on Demand,2021,484,,"Bürger, Peter; Fiebig, Magdalene",,,,Lyrik,ger,
9783753477794; 3753477796,Mutterschmerzen,3. Auflage,Norderstedt,BoD – Books on Demand,2021,132,"Black, Jillian",,,,,Romanhafte Biographien,ger,
9783956318900; 3956318900,"""Nehmen Sie doch schwarze, Herr Professor, die sind erotischer ... """,,Düren,Shaker Media,2021,159,"Decker-Voigt, Hans-Helmut",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783752621952; 3752621958,Nikos erzählt ... ..,1. Auflage,Norderstedt,BoD – Books on Demand,2021,100,"Papadakis, Niko",,,,,Lyrik,ger,
9783754109786; 3754109782,Nord-Süd,7. Auflage,Berlin,epubli,2021,156,"Kluge, Sven",,,,,Romanhafte Biographien,ger,
9783754117064; 3754117068,Nord-Süd,7. Auflage,Berlin,epubli,2021,156,"Kluge, Sven",,,,,Romanhafte Biographien,ger,
9783753408644; 3753408646,Novellen und Erzählungen,1. Auflage,Norderstedt,BoD – Books on Demand,2021,104,"Mann, Heinrich",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783753408668; 3753408662,Novellen und Erzählungen,1. Auflage,Norderstedt,BoD – Books on Demand,2021,200,"Mann, Heinrich",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783753408682; 3753408689,Novellen und Erzählungen,1. Auflage,Norderstedt,BoD – Books on Demand,2021,172,"Mann, Heinrich",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783753408699; 3753408697,Novellen und Erzählungen,1. Auflage,Norderstedt,BoD – Books on Demand,2021,176,"Mann, Heinrich",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783753408712; 3753408719,Novellen und Erzählungen,1. Auflage,Norderstedt,BoD – Books on Demand,2021,104,"Mann, Heinrich",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783033082892,Nur Menschen,1. Auflage,Grenchen,editioev,2021,71,"Künzi-Faruchinger, Max",,,,,Anthologie; Lyrik,ger,
9783753462349; 3753462349,Oh je - ein Golfspieler!,5. Auflage,Norderstedt,BoD – Books on Demand,2021,108,"Salzmann, Hartmut",,,,,Lyrik,ger,
9783754139264; 3754139266,Opa erzähle mal ...,1. Auflage,Berlin,epubli,2021,188,"Eltus, Wolfgang",,,,,Romanhafte Biographien,ger,
