ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
9783757537609; 3757537602,100% Marcels Reime von A-Z,10. Auflage,Berlin,epubli,2023,220,"stuemer, marcellinus",,,,,"Lyrik, Dramatik",ger,
9783757512262; 375751226X,100% Marcels Reime von A-Z,1. Auflage,Berlin,epubli,2023,144,"stuemer, marcellinus",,,,,"Lyrik, Dramatik",ger,
9783985381302; 3985381305,42 verlorene Geschichten,Originalausgabe,Düsseldorf,KLHE,2023,164,"Aygün, Azad",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783985381319; 3985381313,51 verlorene Geschichten vom 2. Weltkrieg,Originalausgabe,Düsseldorf,KLHE,2023,213,"Aygün, Azad",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783758319242; 3758319242,75 Jahre,1. Auflage,Norderstedt,BoD – Books on Demand,2023,154,"Klassen, Wilhelm",,,,,Romanhafte Biographien,ger; rus,
9783755766780; 3755766787,77,2. Auflage,Norderstedt,BoD – Books on Demand,2023,84,"Wurzer, Peter",,,,,Lyrik,ger,
9783750431072; 3750431078,Abflugbereit,1. Auflage,Norderstedt,BoD – Books on Demand,2023,124,"von der Way, Bettina",,,,,Lyrik,ger,
9783384033109; 3384033108,Adventskalendergeschichten,,Ahrensburg,tredition,2023,76,"Hale, Talea",,,,,Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783949902154; 3949902155,Als ich Kind war …,1. Auflage,Dortmund,OCM GmbH,2023,145,"Meißner-Johannknecht, Doris",,,,,Fiktionale Darstellung; Anthologie; Lyrik,ger,
9783643511713; 364351171X,Als ich noch der Bauernbub war,,Wien,LIT,2023,165,"Mann, Erwin",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783757538569; 3757538560,Anderwelt,1. Auflage,Berlin,epubli,2023,172,"Steinberg, Anna",,,,,Romanhafte Biographien,ger,
9783757538576; 3757538579,Anderwelt,2. Auflage,Berlin,epubli,2023,172,"Steinberg, Anna",,,,,Romanhafte Biographien,ger,
9783351042110; 3351042116,Auf der Suche,1. Auflage,Berlin,Aufbau,2023,143,"Fontane, Theodor","D'Aprile, Iwan-Michelangelo",,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783748141488; 3748141483,Auf der Zugspitze,1. Auflage,Norderstedt,BoD – Books on Demand,2023,256,"Frischko, Kati; Birnmeyer, Florian; Berger, Birgit",,,,,Lyrik,ger,
9783347906723; 3347906721,AUF UND DAVON,,Ahrensburg,tredition,2023,256,"Mazzei-Karl, Uta",,,,,Romanhafte Biographien,ger,
9783347906730; 334790673X,AUF UND DAVON,,Ahrensburg,tredition,2023,256,"Mazzei-Karl, Uta",,,,,Romanhafte Biographien,ger,
9783990981528; 3990981528,Aus meinem Leben,,Wien,Löcker,2023,202,"Lubomirski, Karl",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783034017251; 3034017251,Ausgewählte Erzählungen,,Zürich,Chronos,2023,247,"Haller, Lilli","Zeltner, Loriana",,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783947083619; 3947083610,Bad Old Low,,Schrobenhausen,Kelebek Verlag,2023,340,"Zurawczak, Sascha","Verlag, Kelebek",,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage; Historische Kriminalromane",ger,
9783969820612; 3969820618,Bahnwärter Thiel,1. Auflage,Berlin,Quintus,2023,87,"Hauptmann, Gerhart",,,"Hauptmann, Gerhart; Hauptmann, Gerhart",,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,
9783757555139; 3757555139,Beate Hilker Diagnose Morbus Parkinson/Zeit für Tango? Herr Parkinson,6. Auflage,Berlin,epubli,2023,208,"Hilker, Beate",,,,,Romanhafte Biographien,ger,
9783757554415; 3757554418,Beate Hilker Diagnose Morbus Parkinson/Zeit für Tango? Herr Parkinson,5. Auflage,Berlin,epubli,2023,208,"Hilker, Beate",,,,,Romanhafte Biographien,ger,
9783000768125; 3000768122,Bunter Hund,,Regensburg,Dr. Hubert Treml,2023,112,"Treml, Hubert",,,,"Kuran, Klaus",Anthologie; Lyrik,ger,
9783868131161; 3868131167,Celan und die Anderen,,Berlin,Edition Noack & Block,2023,226,,"Gutenberg, Norbert",,,,Anthologie; Lyrik,ger,
9783384031228; 3384031229,Claras Vater,,Ahrensburg,tredition,2023,296,"Liebl, Hildegard",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783384031235; 3384031237,Claras Vater,,Ahrensburg,tredition,2023,296,"Liebl, Hildegard",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783835353367; 3835353365,Comische Erzählungen,Erste Auflage,Göttingen,Wallstein Verlag,2023,213,"Wieland, Christoph Martin","Nowitzki, Hans-Peter",,,,Anthologie; Lyrik,ger,
9783902928238; 3902928239,Dalebt und dalost,,Pottenbrunn,L & L Verlag,2023,183,"Girsch, Veronika",,,,"Funk, Margit",Anthologie; Lyrik,ger,
9783947435579; 3947435576,Damals in Bühne,1. Auflage,Borgentreich-Bühne,Verlag der Ostwestfalen-Akademie,2023,127,"Guss, Kurt",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783965770508; 3965770500,Das alte Leben,"Originalausgabe, 1. Auflage",Marburg,Verlag Blaues Schloss,2023,202,"Pfürtner-Bloos, Irmgard",,,,,Anthologie; Lyrik,ger,
9783746014722; 3746014727,Das blaue Pferd,2. Auflage,Norderstedt,BoD – Books on Demand,2023,256,"Tesch, Gerd",,,,,Lyrik,ger,
9783758413483; 3758413486,Das Kaleidoskop der Erzählungen,1. Auflage,Berlin,epubli,2023,76,"Manucci-Belmonte, Emilio",,,,,"Lyrik, Dramatik",ger,
9783943275704; 3943275701,Das Seegespenst und andere sonderbare Geschichten,1. Auflage,Berlin,Edition Dornbrunnen,2023,198,"Bethlen, Graf Nikolaus; Blaul, Friedrich; Brand, Karl; Bruhl, Leo am; Gabelentz, Georg von der; Hammer, Ernst; Heller, Frank; Krug, A. C.; Müller, Beat von; Otto, Friedrich; Reh, Karl Christian; Rice, James; Ringelnatz, Joachim; Schumacher, Fritz; Schwarzkopf, Gustav; Watzlik, Hans","Dangel, Lars",,,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783596709595; 3596709598,Das Urteil,,Frankfurt am Main,FISCHER Taschenbuch,2023,109,"Kafka, Franz",,,"Kafka, Franz; Kafka, Franz",,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,
9783757815349; 3757815343,Das Weihnachtslachen,1. Auflage,Norderstedt,BoD – Books on Demand,2023,76,"von Oepen, Ulrike",,,,,Lyrik,ger,
9783758404283; 3758404282,"Davor war alles anders, danach auch",1. Auflage,Berlin,epubli,2023,400,"Ehbauer, Isis",,,,,Romanhafte Biographien,ger,
9783757812331; 3757812336,Der herbe Geschmack von Kaffee,1. Auflage,Norderstedt,BoD – Books on Demand,2023,102,"Aman, M.",,,,,Lyrik,ger,
9783150143940; 3150143942,Der Kondor,,Ditzingen,Reclam,2023,85,"Stifter, Adalbert",,,"Stifter, Adalbert; Stifter, Adalbert","Ruttmann, Irene",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783949979217; 3949979212,Der Mond vor dem astronomisch-poetischen Fernrohr,,Bonn,Kid Verlag,2023,119,"Dautel, Ernst",,,,,Anthologie; Lyrik,ger,
9783757828721; 3757828720,Der Welt ein Augenzwinkern,1. Auflage,Norderstedt,BoD – Books on Demand,2023,184,"Ballerstaller, Max",,,,,Lyrik,ger,
9783757524845; 3757524845,Deutschsprachige Gedichte - Eine Anthologie,1. Auflage,Berlin,epubli,2023,292,"Straetling, Renate","Straetling, Renate",,,,"Lyrik, Dramatik",ger,
9783406809057; 3406809057,Die Erzählungen,6. Auflage,München,C.H. Beck,2023,512,"Doderer, Heimito von","Schmidt-Dengler, Wendelin",,,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783406809057,Die Erzählungen,6. Auflage,München,Verlag C.H. Beck,2023,512,"Doderer, Heimito von","Schmidt-Dengler, Wendelin",,,,Fiktionale Darstellung; Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur: Anthologien,ger,
9783757552190; 3757552199,Die Reise nach Alzheim,2. Auflage,Berlin,epubli,2023,232,"Schatz, Andrea",,,,,Romanhafte Biographien,ger,
9783257072525; 325707252X,Die schwarze Spinne und andere Erzählungen,,Zürich,Diogenes,2023,551,"Gotthelf, Jeremias","Theisohn, Philipp",,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783940206961; 3940206962,Die verhexten Spatzen,,Bad Kleinen,Lexikus Verlag,2023,130,"Kloerss, Sophie",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783744835008; 3744835006,Dies und Das,1. Auflage,Norderstedt,BoD – Books on Demand,2023,68,"Wacker, Brigitte Anna Lina",,,,,Lyrik,ger,
9783753435596; 3753435597,Dreizehn Geschichten aus aller Welt,3. Auflage,Norderstedt,BoD – Books on Demand,2023,180,"Flor, Ana",,,,,Lyrik,ger,
9783940206923; 394020692X,Ein Kränzlein fein,,Bad Kleinen,Lexikus Verlag,2023,230,"Kloerss, Sophie",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783940206770; 3940206776,Eine lustige Gesellschaft,,Bad Kleinen,Lexikus Verlag,2023,280,"Kloerss, Sophie",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783347991026; 3347991028,Einmal Twitter und zurück,,Ahrensburg,tredition,2023,208,Hopper,,,,,Romanhafte Biographien,ger,
9783347991033; 3347991036,Einmal Twitter und zurück,,Ahrensburg,tredition,2023,208,Hopper,,,,,Romanhafte Biographien,ger,
9783757854324; 3757854322,Einzelheiten,1. Auflage,Norderstedt,BoD – Books on Demand,2023,84,"Brühl, Ruth",,,,,Lyrik,ger,
9783959780377; 3959780370,Erzählungen 1883-1920,,Kassel,Jenior,2023,258,"Pardo Bazán, Emilia","Gómez-Montero, Javier","Ammar, Angelica; Bischoff, Christina; Blum, Svenja; Otto, André; Römer, Sara-Maria; Strien-Bourmer, Petra; Weber, Florian",,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783596709649; 3596709644,Erzählungen von Tieren,,Frankfurt am Main,FISCHER Taschenbuch,2023,190,"Kafka, Franz","Stach, Reiner",,,"Stach, Reiner",Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783758408687; 3758408687,"Es weihnachtet sehr, oder?",4. Auflage,Berlin,epubli,2023,140,"Micheel, Reinhard",,,,,Romanhafte Biographien,ger,
9783347901247; 334790124X,"FARBGLEICHGEWICHT - Ein Gedichtband und kurze Geschichten aus dem Leben. Liebe, Verlust, Glück, Freude, innere Zerrissenheit. Burnout und Corona inklusive.",,Ahrensburg,tredition,2023,112,"Richard, Stefan",,,,,Romanhafte Biographien,ger,
9783347901230; 3347901231,"FARBGLEICHGEWICHT - Ein Gedichtband und kurze Geschichten aus dem Leben. Liebe, Verlust, Glück, Freude, innere Zerrissenheit. Burnout und Corona inklusive.",,Ahrensburg,tredition,2023,124,"Richard, Stefan",,,,,Romanhafte Biographien; Gemischte Anthologien,ger,
9783757546564; 3757546563,FLUCH & SEGEN,1. Auflage,Berlin,epubli,2023,128,"Novy, Michael",,,,,Romanhafte Biographien,ger,
9783757542085; 3757542088,Forever Punkerin/Forever Punkerin I &amp; II,12. Auflage,Berlin,epubli,2023,192,"Schlagowski, Alexandra",,,,,Romanhafte Biographien,ger,
9783947674497,Frau Wirtin und noch mehr wahre Geschichten,,Berlin,Treibgut Verlag,2023,127,,,,"Röhricht, Reinhard",,Anthologie; Lyrik,ger,
9783757891893; 3757891899,Frieders letztes Lachen,1. Auflage,Norderstedt,BoD – Books on Demand,2023,216,"Fischer, Achim",,,,,Romanhafte Biographien,ger,
9783757570828; 3757570820,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog -,3. Auflage,Berlin,epubli,2023,84,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757562717; 3757562712,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog -,2. Auflage,Berlin,epubli,2023,52,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757570842; 3757570847,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog,3. Auflage,Berlin,epubli,2023,82,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757564223; 3757564227,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog,1. Auflage,Berlin,epubli,2023,84,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757568108; 3757568109,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog,2. Auflage,Berlin,epubli,2023,82,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757568047; 3757568044,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog,2. Auflage,Berlin,epubli,2023,84,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757570835; 3757570839,Fussel_21 on Tour - Vom Straßenhund zum Punky Dog,2. Auflage,Berlin,epubli,2023,84,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757569143; 3757569148,Fussel_21 on Tour/Mit Fussel_21 on Tour durch den Advent,1. Auflage,Berlin,epubli,2023,56,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783968370217; 396837021X,Ganz normale Tage,1. Auflage,Hamburg,Marta Press,2023,237,"Jäger, Anna Irmgard",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783949143298; 3949143297,Geboren im Tausendjährigen Reich,1. Auflage,Lengenfeld,Edition scribere & legere,2023,144,"Erbler, Gertrud",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783743151703; 3743151707,"Gedanken, Gedichte und Geschichten",1. Auflage,Norderstedt,BoD – Books on Demand,2023,42,"Westig, Klaus",,,,,Lyrik,ger,
9783734710612; 3734710618,Gedankensplitter,1. Auflage,Norderstedt,BoD – Books on Demand,2023,204,"Lisiecki, Frank",,,,,Lyrik,ger,
9783758302077; 3758302072,Gedankenwelt-inTime Anthologie,1. Auflage,Norderstedt,BoD – Books on Demand,2023,232,"Bodany, Christian","Kämmle, Bodo",,,,Lyrik,ger,
9783753440156; 3753440159,Gedichte und Aphorismen erzählen Geschichten,5. Auflage,Norderstedt,BoD – Books on Demand,2023,246,"Menzel, Horst Reiner",,,,,Lyrik,ger,
9783989130623; 3989130625,"Gedichte und Geschichten zum Vortragen, leise Lesen, zum Nachdenken",,Borsdorf,edition winterwork,2023,192,"Henkel, Werner",,,,,Lyrik,ger,
9783989130586; 3989130587,Gedichte und Kurzgeschichten,,Borsdorf,edition winterwork,2023,133,"Exner, Adelheid",,,,,Anthologie; Lyrik,ger,
9783758312120; 3758312124,"Gedichte, Gedanken, Geschichten",1. Auflage,Norderstedt,BoD – Books on Demand,2023,194,"Hollendohner, Erwin Emin",,,,,Lyrik,ger,
9783758319396; 3758319390,Geschichten die von Herzen kommen und zu Herzen gehen,1. Auflage,Norderstedt,BoD – Books on Demand,2023,44,"Hachenberger, Marlies",,,,,Romanhafte Biographien,ger,
9783758300448; 3758300444,Geschichten für die dunkle Jahreszeit,1. Auflage,Norderstedt,BoD – Books on Demand,2023,98,"Seyhan, Monika",,,,,Lyrik,ger,
9783869332949; 3869332948,Geschichten von Fliegern und anderen Durchgeknallten,,Aachen,Helios,2023,180,"Laube, Heinz S.",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783990162514; 3990162519,Gläsern und Glänzen,Erste Auflage,Oberwart,edition lex liszt 12,2023,143,,"Untner, Laura; Handl, Julius",,,,Anthologie; Lyrik,ger,
9783757860301; 3757860306,Glück und andere Momente,1. Auflage,Norderstedt,BoD – Books on Demand,2023,146,"Jahnel, Johanna",,,,,Lyrik,ger,
9783384259721; 3384259726,Gute Besserung - Steffen Kersken - 2023,,Ahrensburg,tredition,2023,76,"Kersken, Steffen",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783384259752; 3384259750,Gute Besserung - Steffen Kersken - 2023,Großdruckausgabe,Ahrensburg,tredition,2023,76,"Kersken, Steffen",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783384259738; 3384259734,Gute Besserung - Steffen Kersken - 2023,,Ahrensburg,tredition,2023,76,"Kersken, Steffen",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
9783758401923; 3758401925,Heilsame Trauma-Geschichten,1. Auflage,Berlin,epubli,2023,280,"Mularczyk, Sandra",,,,,Romanhafte Biographien,ger,
9783347985124; 3347985125,Heiter oder Tödlich - Alles ist Möglich - Kurzgeschichten von lustigen Erlebnissen im Rheingau bis zu gemeiner Rache und tödlichen Entschlüssen,,Ahrensburg,tredition,2023,180,"Brunn, Imke",,,,,Erzählende Literatur: Hauptwerk vor 1945; Spannung; Erzählende Literatur,ger,
9783037631478; 3037631473,I mag eifach nid!,,Lachen,Wörterseh,2023,232,"Hemmi, Hardy; Schmid, Rolf",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
9783932713118; 3932713117,Ich bin … da,Erste Auflage,Schömberg,Edition Musica Poetica,2023,92,Johannes Christoph,,,,,Lyrik,ger,
9783948156732; 3948156735,Ich will alles von der Welt,,,,2023,204,,"Polinske, Jürgen",,,,Anthologie; Lyrik,eng; ger; spa,
9783945634776; 3945634776,Ihrerseitz - Anekdoten,,Duisburg,Verlag Dialog-Edition,2023,110,"Seitz, Nicola",,,,,Anthologie; Lyrik,ger,
9783757563202; 3757563204,Im Chemokarussell,2. Auflage,Berlin,epubli,2023,220,"Kramberger, Nives",,,,,Romanhafte Biographien,ger,
9783937211527; 3937211527,Im Zwischenland,"Ungekürzte Ausgabe nach der Erstpublikation als Novellensammlung 1902 (2. korr. u. erg. Auflage; neu hinzugekommen sind drei zeitgenössische Rezensionen), mit Erläuterungen, zeitgenössischen Rezensionen)",Taching,MedienEdition Welsch,2023,466,"Andreas-Salomé, Lou","Benert, Britta",,,"Benert, Britta",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783757974985; 3757974980,Jahre des Sturms: Sammelband 10-12,,München,tolino media,2023,620,"Kendall, Irvin L.",,,,,Romanhafte Biographien,ger,
9783757546540; 3757546547,KEIN LEICHTES SPIEL,1. Auflage,Berlin,epubli,2023,232,"Novy, Michael",,,,,Romanhafte Biographien,ger,
9783757808648; 3757808649,Ketten der Gerechtigkeit,1. Auflage,Norderstedt,BoD – Books on Demand,2023,148,"Kosmos, Rosa Justitia",,,,,Lyrik,ger,
9783757823948; 375782394X,"Kirschblüten, Vollmond, Zeitoasen",1. Auflage,Norderstedt,BoD – Books on Demand,2023,24,"Steinkoenig, Gerd",,,,,Lyrik,ger,
9783758316241; 3758316243,Kokin wakashû,1. Auflage,Norderstedt,BoD – Books on Demand,2023,414,"Adelmeier, Björn",,,,,Lyrik,ger,
9783150143384; 3150143381,Krambambuli und andere Erzählungen,,Ditzingen,Reclam,2023,80,"Ebner-Eschenbach, Marie von",,,,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,
9783758444586; 3758444586,Kurze Geschichten aus dem geschlachteten Syrien,6. Auflage,Berlin,epubli,2023,180,"Alibrahim, Dichter Kusai",,,,,"Lyrik, Dramatik",ger,
9783347745216; 3347745213,Kurzum - Kurzgeschichten,Großdruckausgabe,Ahrensburg,tredition,2023,236,"Kleber, Bernd",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783991370543; 3991370549,Lachen hilft (fast immer),,Horn,"Berger & Söhne, Ferdinand",2023,151,"Panagl, Helga",,,,,Lyrik,ger,
9783749453641; 3749453640,Lauras Geschichten,1. Auflage,Norderstedt,BoD – Books on Demand,2023,58,"Busse, Claudia",,,,,Lyrik,ger,
9783758317286; 3758317282,Lebensglück,1. Auflage,Norderstedt,BoD – Books on Demand,2023,64,"Albert, Conny",,,,,Lyrik,ger,
9783751983945; 3751983945,Leinwandpoesie,1. Auflage,Norderstedt,BoD – Books on Demand,2023,564,"Weiss, Alex C.",,,,,Lyrik,ger,
9783757822217; 3757822218,Leise Töne,1. Auflage,Norderstedt,BoD – Books on Demand,2023,132,"Penn, Julia",,,,,Lyrik,ger,
9783738635775; 3738635777,Lichtermeer,2. Auflage,Norderstedt,BoD – Books on Demand,2023,444,"van Keuk, Lars",,,,,Lyrik,ger,
9783347970106; 3347970101,lichtstreifen,,Ahrensburg,tredition,2023,152,"thaller, jürgen",,,,,Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783758418952; 375841895X,"Liebe, Leid und Turbulenzen",1. Auflage,Berlin,epubli,2023,140,"Stadtmüller, Erika",,,,,"Lyrik, Dramatik",ger,
9783855464104; 3855464103,Luchsinger Weihnachtsspiele,,Glarus,Baeschlin,2023,208,"Schiltknecht, Roland",,,,,Theaterstück; Dramatik,ger; gsw,
9783985279579; 3985279578,Lyrik am Effner,,Remscheid,Rediroma-Verlag,2023,55,,"Beurer, Jessica",,,,Anthologie; Lyrik,ger,
9783757553227; 3757553225,Lyrik und Sex,1. Auflage,Berlin,epubli,2023,128,"Vogt, Pit",,,,,"Lyrik, Dramatik",ger,
9783758304392; 3758304393,Maloche,1. Auflage,Berlin,Edition Dorettes,2023,43,"Rahe, Sabine-Simmin; Donner, Maria; Eichler, Thomas; Nettesheim, Andreas; Pätzold, Dr. Christian G.; Pfund, Richard; Sigurd, Dan K.; Wagner, Christian; Weber, Wolfgang","Rahe, Sabine-Simmin",,,,Anthologie; Lyrik,ger,
9783758420436; 3758420431,Mein Leben lustig bis skurril - Persönliche Erlebnisse,1. Auflage,Berlin,epubli,2023,104,"Newton, Adora",,,,,Romanhafte Biographien,ger,
9783758308390; 3758308399,Menschen wie ich du er sie es,1. Auflage,Norderstedt,BoD – Books on Demand,2023,166,"Zeuch, Christa",,,,,Romanhafte Biographien,ger,
9783757570798; 3757570790,Mit Fussel_21 on Tour durch den Advent,2. Auflage,Berlin,epubli,2023,56,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757570781; 3757570782,Mit Fussel_21 on Tour durch den Advent,3. Auflage,Berlin,epubli,2023,56,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757570767; 3757570766,Mit Fussel_21 on Tour durch den Advent,4. Auflage,Berlin,epubli,2023,56,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757569174; 3757569172,Mit Fussel_21 on Tour durch den Advent,3. Auflage,Berlin,epubli,2023,56,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757569150; 3757569156,Mit Fussel_21 on Tour durch den Advent,2. Auflage,Berlin,epubli,2023,56,"Kutzer, Jacinta",,,,,Romanhafte Biographien,ger,
9783757525811; 3757525817,Notizen vom Lago und anderen Orten,1. Auflage,Berlin,epubli,2023,68,"Bölck, Wolf-Rüdiger",,,,,"Lyrik, Dramatik",ger,
9783966623506; 3966623501,Novellen und Erzählungen Band 1,"Der Neusatz des Textes folgt der Ausgabe von 1925, erschienen im Georg Müller Verlag, München.",München,Boer Verlag,2023,320,"de Musset, Alfred",,"Neumann, Alfred",,"Montégut, Louis",Erzählende Literatur: Hauptwerk vor 1945,ger,
9783966623513; 396662351X,Novellen und Erzählungen Band 2,"Der Neusatz des Textes folgt der Ausgabe von 1925, erschienen im Georg Müller Verlag, München.",München,Boer Verlag,2023,276,"de Musset, Alfred",,"Neumann, Alfred",,"Montégut, Louis",Erzählende Literatur: Hauptwerk vor 1945,ger,
9783739249087; 3739249080,Nur du,1. Auflage,Norderstedt,BoD – Books on Demand,2023,432,"Schlüter, Frank Ulrich",,,,,Lyrik,ger,
9783738612936; 3738612939,"Oh Rose, Zauberblume",1. Auflage,Norderstedt,BoD – Books on Demand,2023,100,"Hewener, Vera",,,,,Lyrik,ger,
9783937507866; 3937507868,Oma senge kleene Jong,,Grevenbroich,Heiner Labonde Verlag,2023,136,"Schmitz, Dieter Hermann",,,,"Kuehn-Velten, Jessika",Fiktionale Darstellung; Romanhafte Biographien,ger,
9783910480032; 3910480039,psst ...,"1. Auflage, gekürzte Ausgabe",Unterdießen,wtp-verlag,2023,,"Reber, Roland",,,,"Reber, Roland; Gittner, Mira; Mönning, Antje Nikola",Lyrik,ger,
9783758311963; 3758311969,Schatten hinter dem Fenster,1. Auflage,Norderstedt,BoD – Books on Demand,2023,200,"Niemann, Jörg",,,,,Romanhafte Biographien,ger,
9783384085597; 3384085590,SCHEITERHAUFEN,,Ahrensburg,tredition,2023,232,JANUS,,,,,Erzählende Literatur; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783936399325; 3936399328,Schmunzel-Lyrik,1. Auflage,Berlin,Berlin Concert Verlag,2023,72,"Insterburg, Ingo",,,,,Anthologie; Lyrik,ger,
9783945807859,Seifenblasen,"Neuausgabe des 5. und 6. Tsd. (1909) der erstmals 1890 erschienenen Erzählungssammlung, 2. Auflage",Lüneburg,Dieter von Reeken,2023,190,"Laßwitz, Kurd","Reeken, Dieter von",,,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783755777519; 3755777517,Seine Geschichte ist meine Geschichte,2. Auflage,Norderstedt,BoD – Books on Demand,2023,176,"McKee, Elke","Gehre, Corinna",,,,Romanhafte Biographien,ger,
9783739219783; 3739219785,Seit iech e Ruheständler bie,,Zwönitz,Uwe Schneider,2023,86,"Schneider, Uwe",,,,,Fiktionale Darstellung; Erzählende Literatur; Romanhafte Biographien,ger,
9783757808402; 3757808401,Sepiaherz,1. Auflage,Norderstedt,BoD – Books on Demand,2023,58,"Feuerstein, Leonie",,,,,Lyrik,ger,
9783384040657; 3384040651,Shemale Geschichten 1,,Ahrensburg,tredition,2023,72,"Kelly, Aiden",,,,,Erzählende Literatur; Romanhafte Biographien,ger,
9783384037633; 3384037634,Shemale Geschichten 2,,Ahrensburg,tredition,2023,40,"Kelly, Aiden",,,,,Erzählende Literatur; Romanhafte Biographien,ger,
9783384037992; 3384037995,Shemale Geschichten 3,,Ahrensburg,tredition,2023,85,"Kelly, Aiden",,,,,Erzählende Literatur; Romanhafte Biographien,ger,
9783384038029; 3384038029,Shemale Geschichten 4,,Ahrensburg,tredition,2023,58,"Kelly, Aiden",,,,,Erzählende Literatur; Romanhafte Biographien,ger,
9783758431197; 3758431190,Shirin und ihr Esel,1. Auflage,Berlin,epubli,2023,112,"Klar, Günter",,,,,Romanhafte Biographien,ger,
9783757542016; 3757542010,SONGS TO REMEMBER/SONGS TO REMEMBER Vol. 1,2. Auflage,Berlin,epubli,2023,184,"Ramsauer, Günter",,,,,Romanhafte Biographien,ger,
9783757567460; 3757567463,Später Aufbruch ...,9. Auflage,Berlin,epubli,2023,168,"Wolf, Winfried",,,,,Romanhafte Biographien,ger,
9783748159759; 3748159757,Strich für Strich,2. Auflage,Norderstedt,BoD – Books on Demand,2023,436,"Rixmann, Gisela",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945; Romanhafte Biographien,ger,
9783981460650,Süß und sauer war die Zeit,"3. verbesserte Auflage, Originalausgabe",Thallwitz,Wolfgang Genedl,2023,374,"Genedl, Wolfgang",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
