ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
9783955878221; 3955878228,Verlassenes Ostbayern,1. Auflage,Regenstauf,SüdOst Verlag,2023,200,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783755300359; 3755300354,Weihnachten,Lizensierte Sonderausgabe,Königswinter,Petersberg,2023,396,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783746261324; 3746261325,"Wer lacht, wird selig 2024",,Leipzig,St. Benno,2023,368,,,,,,"Humor, Satire",ger,
9783492065108; 3492065104,When snowflakes dance and hearts melt,Originalausgabe,München,everlove by Piper,2023,364,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783982442532,Wiesbadener Anthologie,,Wiesbaden,b.i.t. Verlag GmbH,2023,,,,,,,,ger,
9783742323804; 3742323806,Zeit Magazin - Liebesgeschichten,"Originalausgabe, 1. Auflage",München,riva,2023,91,,,,,,Anthologie; Geschenkbücher,ger,
9783845849232; 3845849231,24 literarische Geschichten für den Advent,,München,arsEdition,2022,96,,,,,,"Anthologie; Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783150113929; 315011392X,Danke!,,Ditzingen,Reclam,2022,127,,,,,,Anthologie; Gemischte Anthologien,ger,
9783746260846; 3746260841,Das Glück liegt in Fahrtrichtung,,Leipzig,Benno,2022,78,,,,,,Anthologie; Gemischte Anthologien,ger,
9783886175857; 3886175855,Das Jahreszeiten-Känguru,1. Auflage,Berlin,Verlag der Bundesvereinigung Lebenshilfe e.V.,2022,238,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783949240263; 3949240268,Die alte Wurzel,1. Auflage,Leipzig,OsirisDruck,2022,241,,,,,,Anthologie; Gemischte Anthologien,ger,
9783649642299; 3649642298,Die ganze Welt ist voller Wunder,,"Münster, Germany",Coppenrath,2022,45,,,,,,Anthologie; Geschenkbücher,ger,
9783869179797; 3869179791,Die kleine Seelenapotheke,,Eschbach/Markgräflerland,Verlag am Eschbach,2022,103,,,,,,Anthologie; Geschenkbücher; Erzählende Literatur: Anthologien,ger,
9783534275069; 3534275063,Die Märchen der Welt,,Darmstadt,wbg Edition,2022,5,,,,,,Anthologie,ger,
9783903406056; 3903406058,Die zerrissenen Zwanziger,,Wien,Brot & Spiele Verlag,2022,165,,,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783746262406; 3746262402,Ein Frühlingsstrauß für dich,,Leipzig,Benno,2022,17,,,,,,Anthologie; Geschenkbücher,ger,
9783746261522; 374626152X,Ein Lächeln für die Seele,ungekürzte Ausgabe,Leipzig,St. Benno,2022,144,,,,,,Erzählende Literatur: Anthologien,ger,
9789403649115,Eine Sammlung sinnreicher okkulter Geschichten,1. Auflage,"Raleigh, NC",Lulu,2022,353,,,,,,,ger,
9783831623426; 3831623422,Feuer gefangen,,München,Literareon,2022,63,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783845847238; 3845847239,Frühlingsreif!,,München,arsEdition,2022,128,,,,,,Anthologie; Geschenkbücher,ger,
9783943195415; 3943195414,Fühle den Atem der Erde,,Solingen,custos verlag,2022,108,,,,,,Anthologie; Gemischte Anthologien,ger,
9783902714428,Gedichte & Geschichten,,Graz,Wir machen Kultur,2022,,,,,,,,ger,
9783865957658,Gedichte und Geschichten aus dem Leben in und um Niederwetz,,Schöffengrund-Niederwetz,Heimat- und Kulturverein Niederwetz e. V.,2022,65,,,,,,,ger,
9783150113936; 3150113938,Gute Besserung!,,Ditzingen,Reclam,2022,127,,,,,,Anthologie; Gemischte Anthologien,ger,
9783939771968; 3939771961,Ich bin dann mal so frei ...,,Meldorf,elbaol verlag hamburg,2022,177,,,,,,Anthologie; Gemischte Anthologien,ger,
9783981778083; 3981778081,Ich kleidete mich in Sätze,,Berlin,Kulturveranstaltungen des Bundes in Berlin (KBB),2022,180,,,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
9783746261966; 3746261961,In himmlischer Ruh,,Leipzig,St. Benno,2022,144,,,,,,Erzählende Literatur: Anthologien,ger,
9783831623518; 3831623511,"""Kalt erwischt""",,München,Literareon,2022,59,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783863381929; 3863381920,Mit Freude durch den Tag,,Wesel,Kawohl,2022,1238,,,,,,Anthologie; Geschenkbücher,ger,
9783960001447; 3960001444,Nacktaktiv,"Vollständige Ausgabe, Originalausgabe",Leipzig,Elysion-Books,2022,240,,,,,,"Anthologie; Erzählende Literatur: Anthologien; Humor, Satire; Erzählende Literatur",ger,
9783831623716; 3831623716,"""Rosarote Brille""",,München,Literareon,2022,64,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783702510558; 3702510559,Schräg,,Salzburg,Verlag Anton Pustet,2022,173,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783952573709; 3952573701,Spiel mit dem Feuer,1. Auflage,Wallisellen,Flying Grandpa,2022,98,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783954416264; 3954416263,Tatort Eifel,Originalausgabe,Hillesheim,KBV,2022,246,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783949258022; 3949258027,Texte nach Hanau,2. Auflage,Köln,stolzeaugen.books,2022,131,,,,,,Anthologie; Gemischte Anthologien,ger,
9783963115301,Unsere Gesellschaft in Geschichten,,Halle (Saale),Mitteldeutscher Verlag,2022,78,,,,,,,ger,
9783944145938,"""Ursel an die Leyne!""",,Horb,Marterpfahl Verlag,2022,150,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783150113943; 3150113946,Verzeih mir!,,Ditzingen,Reclam,2022,127,,,,,,Anthologie; Gemischte Anthologien,ger,
9783150113912; 3150113911,Viel Glück!,,Ditzingen,Reclam,2022,126,,,,,,Anthologie; Gemischte Anthologien,ger,
9789083205472; 9083205479,Viva coronia,1. Auflage,"Biddinghuizen, Niederlande",Harderstar Verlag,2022,200,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783845849218; 3845849215,Von fabelhaften Frauen,,München,arsEdition,2022,96,,,,,,"Anthologie; Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783845849225; 3845849223,Von Hexen und Raunächten,1. Auflage,München,arsEdition,2022,96,,,,,,"Anthologie; Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783969403532; 3969403537,Wege und Wurzeln,,Leipzig,Engelsdorfer Verlag,2022,271,,,,,,Anthologie; Gemischte Anthologien,ger,
9783649642251; 3649642255,"Wellen, Wind und neue Horizonte",,"Münster, Germany",Coppenrath,2022,191,,,,,,Anthologie; Geschenkbücher,ger,
9783451393884; 3451393883,Wenn der Schneemann Plätzchen backt,,Freiburg,Herder,2022,96,,,,,,Anthologie; Geschenkbücher,ger,
9783746260075; 3746260078,"Wer lacht, wird selig 2023",,Leipzig,St. Benno,2022,368,,,,,,"Humor, Satire",ger,
9783000714429,Wettstreit der Worte,,Wegberg,Kulturring Wegberg e.V.,2022,332,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783897335752; 3897335751,Wir sprechen vom Wasser,,Bochum,Projektverlag,2022,207,,,,,,Anthologie; Gemischte Anthologien,ger,
9783960149118; 3960149115,Wirbel auf dem Strom des Lebens,,Borsdorf,edition winterwork,2022,236,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783702510138; 3702510133,Achterbahn,,Salzburg,Verlag Anton Pustet,2021,173,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783932737978; 3932737970,Allerhand ... Natur- und Gartengschichtli aus Mainfranken,1. Auflage,Gemünden a. Main,Hofmann-Buch  ,2021,212,,,,,,Anthologie; Gemischte Anthologien,ger,
9783900888763; 3900888760,Alles im Fluss?,Erstveröffentlichung,Innsbruck,TAK - Tiroler Autorinnen und Autoren Kooperative,2021,107,,,,,,Anthologie; Gemischte Anthologien,ger,
9783831623006,Beben,,München,Literareon,2021,69,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783862224074; 3862224074,Das Bayerische Hausbuch auf das Jahr 2022,1. Auflage,München,Volk Verlag,2021,240,,,,,,Erzählende Literatur: Anthologien,ger,
9783906311869,Das Schaukelpferd in Bichsels Garten,1. Auflage,Olten,Knapp,2021,105,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger; gsw,
9783982012254; 3982012252,Der ganz normale Wahnsinn,,Dortmund,Schreiblust-Verlag,2021,311,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783596904211; 3596904218,Der klassische Adventskalender,,Frankfurt am Main,FISCHER Taschenbuch,2021,207,,,,,,"Anthologie; Erzählende Literatur: Anthologien; Unterhaltung, Gemischte Anthologien",ger,
9783982292106; 3982292107,Die ersten wilden Jahre,Erste Auflage,Neustadt an der Weinstraße,Gareis Marketing.Media,2021,127,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783831623174,Doppelter Boden,,München,Literareon,2021,60,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783845843346; 3845843349,Du bist meine Heldin,1. Auflage,München,arsEdition,2021,94,,,,,,Anthologie; Geschenkbücher,ger,
9783831623099; 3831623090,Energie,,München,Literareon,2021,60,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783945692363; 3945692369,Fundsachen,1. Auflage,Bad Sassendorf,Pigmentar GmbH,2021,103,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783902714398,Gedichte & Geschichten,,Graz,Wir machen Kultur,2021,,,,,,,,ger,
9783902714404,Gedichte & Geschichten,,Graz,Wir machen Kultur,2021,,,,,,,,ger,
9783955877804; 3955877809,Genussvolles Ostbayern,1. Auflage,Regenstauf,SüdOst Verlag,2021,208,,,,,,Anthologie; Erzählende Literatur,ger,
9783957203175; 3957203171,Geschichten zum Bild,Erste Auflage,Tangerhütte,Net-Verlag,2021,340,,,,,,Erzählende Literatur: Anthologien,ger,
9783848524358; 384852435X,Happy birthday,,Germering,Groh,2021,48,,,,,,Anthologie; Geschenkbücher,ger,
9783886175802; 3886175804,Hasenherz und Löwenmut,1. Auflage,Marburg,Verlag der Bundesvereinigung Lebenshilfe e.V.,2021,256,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783954282791; 3954282798,Im Schatten Morgentau,,Mannheim,Wellhöfer Verlag,2021,144,,,,,,Anthologie; Erzählende Literatur,ger,
9783848500109; 3848500108,In den Herzen wird's warm,,Germering,GROH,2021,164,,,,,,Anthologie; Geschenkbücher,ger,
9783848500116; 3848500116,Kaminfeuer und Kerzenschein,,Germering,GROH,2021,164,,,,,,Anthologie; Geschenkbücher,ger,
9783629004406; 3629004407,Keine Zeit!,,München,Pattloch,2021,111,,,,,,Anthologie; Geschenkbücher,ger,
9783952510322,Kinder schreiben Held*innen-Geschichten,,Schaan,Theater am Kirchplatz,2021,207,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783949150029; 3949150021,Mag kommen was will - wir schreiben,1. Auflage,Bilshausen,Fabuloso Verlag Gudrun Strüber,2021,124,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783945699133; 3945699134,Neue Geschichten von damals und davor,1. Auflage,"Forst, Deutschland",Haileiht-Verlag,2021,268,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783954088232; 3954088231,Seelenbalsam,Genehmigte Lizenzausgabe,Fränkisch-Crumbach,EDITION XXS,2021,240,,,,,,Anthologie; Geschenkbücher,ger,
9783752683325; 3752683325,Tagebuch der Hoffnung,1. Auflage,Norderstedt,BoD – Books on Demand,2021,154,,,,,,Erzählende Literatur,ger,
9783944758305; 3944758307,Umbrueche,1. Auflage,Waldbröl,Verlag Roloff,2021,312,,,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
9783359030140; 3359030141,"Warte, bis es dinkel wird",1. Auflage,Berlin,Eulenspiegel Verlag,2021,126,,,,,,Anthologie; Geschenkbücher,ger,
9783746258089; 3746258081,"Wer lacht, wird selig 2022",,Leipzig,St. Benno,2021,368,,,,,,"Humor, Satire",ger,
9783982182483,Wiesbadener Anthologie,,Wiesbaden,b.i.t. Verlag GmbH,2021,,,,,,,,ger,
9783990900314; 3990900315,Winter-Etüden,1. Auflage,Strasshof,Pilum Literatur Verlag,2021,178,,,,,,Anthologie; Gemischte Anthologien,ger,
9783956812057; 3956812050,Wir schreiben für euch - Fantasy,,Bockenem,Independent Bookworm Dr. Kolata,2021,268,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783956812217; 3956812212,Wir schreiben für euch - Humor und Belletristik,,Bockenem,Independent Bookworm Dr. Kolata,2021,216,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783956812170; 3956812174,Wir schreiben für euch - Krimi und Thriller,,Bockenem,Independent Bookworm Dr. Kolata,2021,192,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783956812132; 3956812131,Wir schreiben für euch - Liebe,,Bockenem,Independent Bookworm Dr. Kolata,2021,292,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783649639503; 3649639505,Wunderbare Weihnachtszeit,,"Münster, Germany",Coppenrath,2021,48,,,,,,Anthologie; Geschenkbücher,ger,
9783981650723; 3981650727,Zusammenhalt,1. Auflage,Wuppertal,Autorenkreis Ruhr-Mark e.V.,2021,252,,,,,,"Festschrift; Anthologie; Unterhaltung, Gemischte Anthologien",ger,
9783848524662; 384852466X,24 besinnliche Adventstage,,Germering,GROH,2020,104,,,,,,Anthologie; Geschenkbücher,ger,
9783848524679; 3848524678,24 kluge Katzen,,Germering,GROH,2020,104,,,,,,Anthologie; Geschenkbücher,ger,
9783845835938; 3845835931,Adventsknistern,1. Auflage,München,arsEdition,2020,112,,,,,,Anthologie; Geschenkbücher,ger,
9783903259171; 3903259179,Ampelrot,1. Auflage,Sipbachzell,Verlag am Sipbach,2020,148,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783981778052; 3981778057,An der Brücke zur Realität,,Berlin,Berliner Festspiele,2020,164,,,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
9783869177786; 3869177780,Aufbruch ins Leben,,Eschbach/Markgräflerland,Verlag am Eschbach,2020,20,,,,,,Anthologie; Geschenkbücher,ger,
9798608431739,Australian Outback - Sammelband,1. Auflage,Bornheim,Caroline Raven c/o Autoren.Services,2020,588,,,,,,,ger,
9783455009613,Der Geist der Mirabelle,1. Auflage,Hamburg,Hoffmann und Campe,2020,84,,,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783150112656; 3150112656,Die schönsten Geschichten über die Liebe,,Ditzingen,Reclam,2020,168,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783941394971; 3941394975,Eine Mozartsonate im Mai 1945,1. Auflage,Leipzig,OsirisDruck,2020,241,,,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
9783960000761; 3960000766,Ex & Popp,"1. Auflage, vollständige Ausgabe, Originalausgabe",Leipzig,Elysion-Books,2020,195,,,,,,"Anthologie; Erzählende Literatur: Anthologien; Humor, Satire",ger,
9783899983258; 3899983254,Flügel,"Originalausgabe, 1. Auflage",Berlin,Anthea-Verlag,2020,63,,,,,,Anthologie; Gemischte Anthologien,ger,
9783957202741; 3957202744,Friseurgeschichten,Erste Auflage,Chemnitz,net-Verlag,2020,302,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783702509651; 3702509658,Gegenwind,,Salzburg,Verlag Anton Pustet,2020,157,,,,,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur,ger,
9783943195293,Ich pflanz dir einen Baum ...,,Solingen,custos verlag e.K.,2020,112,,,,,,Anthologie; Gemischte Anthologien,ger,
9783948496074; 3948496072,Im Werden,1. Auflage,Schmallenberg,WOLL Verlag,2020,100,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783947110520; 9783947110520; 3947110529,Jugend schreibt,2. Ausgabe,Berlin,Augusta Presse- und Verlags GmbH,2020,219,,,,,,,ger,
9783952510315,Kinder schreiben TAK-Geschichten,,Schaan,Theater am Kirchplatz,2020,158,,,,,,Anthologie; Gemischte Anthologien,ger,
9783905939675,Langenthaler Kurzgeschichten,2. Auflage,Riedtwil,Kulturbuchverlag Herausgeber,2020,183,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783982181905; 3982181909,"Leseratten, Wurstzipfel, Roggauer Schnecken",,Karben,Verlag Literaturforum Karben,2020,112,,,,,,Festschrift; Anthologie; Erzählende Literatur,ger,
9783747201336; 3747201334,Literarischer Krimi-Kalender 2021,,Cadolzburg,ars vivendi,2020,53,,,,,,"Krimis, Thriller, Spionage",ger,
9783886175765; 3886175766,Mit Alba geht alles,1. Auflage,Marburg,Bundesvereinigung Lebenshilfe e.V.,2020,224,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783831621873; 383162187X,Musik,,München,Literareon,2020,58,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9781657467262,Neubeginn,,Essen,Künstlergruppe 14 Zoll,2020,144,,,,,,Anthologie; Gemischte Anthologien,ger,
9783869121680; 3869121688,Novemberland,1. Auflage,Barleben,docupoint  GmbH,2020,119,,,,,,Anthologie; Gemischte Anthologien,ger,
9783831622436; 3831622434,Schatz,,München,Literareon ,2020,65,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783749787739; 3749787735,Schlumma & Schlämma,1. Auflage,Hamburg,tredition,2020,68,,,,,,Lyrik,ger,
9783949258008; 3949258000,Texte nach Hanau,1. Auflage,Köln,stolze augen books,2020,131,,,,,,Anthologie; Gemischte Anthologien,ger,
9783946498063,Tin soldier,Originalausgabe,Unterensingen,Sarturia Verlag e.K. Autoren Service,2020,177,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783862223398; 3862223396,"Turmschreiber – Geschichten, Gedanken, Gedichte 2021",1. Auflage,München,Volk Verlag,2020,250,,,,,,Erzählende Literatur: Anthologien,ger,
9783967630992; 9783967630985; 3967630994,... unterwegs ins Grenzenlose,Erste Auflage,Hamburg,Kulturmaschinen,2020,174,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783960000778; 3960000774,Verkehrsregeln,"1. Auflage, vollständige Ausgabe, Originalausgabe",Leipzig,Elysion,2020,180,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783855805495; 3855805490,Voll im Wind,,Bern,Blaukreuz-Verlag,2020,151,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger; gsw,
9783955877477; 3955877477,Weihnachtliches Ostbayern,1. Auflage,Regenstauf,SüdOst Verlag,2020,191,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783859903685; 3859903683,wörterknistern,1. Auflage,Zürich,Edition 8,2020,182,,,,,,Anthologie; Gemischte Anthologien,ger,
9783991081463; 3991081466,Worte bewegen,1. Auflage,Wien,Braumüller GmbH,2020,128,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783899692310; 3899692314,Wundersame Geschichten,,Münster/Westf.,Principal Verlag,2020,412,,,,,,Fiktionale Darstellung,ger,
9783899692389; 3899692381,Wundersame Geschichten,,Münster/Westf.,Principal Verlag,2020,436,,,,,,,ger,
9783752959802; 3752959800,Zum Nachdenken und Lachen verführt,1. Auflage,Berlin,epubli,2020,264,,,,,,"Erzählende Literatur; Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783200064867,AufBäumen,,Klagenfurt,scribaria,2019,172,,,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
9783702509354; 3702509356,Begegnungen,,Salzburg,Verlag Anton Pustet,2019,155,,,,,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur,ger,
9783799513319; 3799513310,Bienen,,Ostfildern,Jan Thorbecke Verlag,2019,64,,,,,,Anthologie; Gemischte Anthologien,ger,
9783000637162,Blickwinkel,,Wegberg,SiebenSchreiber,2019,290,,,,,,Anthologie; Gemischte Anthologien,ger,
9783959578530; 3959578539,Blood Season,1. Auflage,Berlin,Redrum,2019,179,,,,,,Anthologie; Horror,ger,
9783965520936; 3965520938,"Classickalender ""Unser Sandmännchen"" 2020",,Gosen-Neu Zittau,Trötsch Verlag GmbH & Co. KG,2019,13,,,,,,"Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783864734991; 3864734991,Dark Islands,"Originalausgabe, Erstveröffentlichung",Kerpen-Türnich,Romantruhe,2019,248,,,,,,Anthologie; Spannung,ger,
9783451384813; 3451384817,Das Lied der Pfirsichblüte,,Freiburg,Herder,2019,127,,,,,,Anthologie; Geschenkbücher,ger,
9783886175727; 3886175723,Die Liebe und das kleine Herz,1. Auflage,Marburg,Bundesvereinigung Lebenshilfe e.V.,2019,207,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783863380182; 3863380185,Ein Päckchen voller Geschichten,,Wesel,Kawohl,2019,117,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783982031385; 3982031389,Eine Geschichte habe ich noch,Originalausgabe,Bad Laer,Pohlmann Verlag,2019,177,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783831621231; 3831621233,Flucht,,München,Literareon,2019,63,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783848522217; 3848522217,Greif nach den Sternen!,,Germering,GROH,2019,144,,,,,,Anthologie; Geschenkbücher,ger,
9783946926030; 3946926037,Grenzen,Erste Auflage,Oberursel,"FIS, Frankfurt International School",2019,110,,,,,,Anthologie; Zweisprachige Ausgaben: Deutsch / Englisch,eng; ger,
9783831621620; 3831621624,Held,,München,Literareon,2019,55,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783960000877,Himmlisch heiße Lustbarkeiten,1. Auflage,Leipzig,Elysion,2019,182,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783948078300; 3948078300,Jette Berger & Anne Weller,1. Auflage,Mönchengladbach,LitArt-World,2019,444,,,,,,,ger,
9783948078317; 3948078319,Jette Berger & Anne Weller,1. Auflage,Mönchengladbach,LitArt-World,2019,343,,,,,,,ger,
9783790005431; 3790005436,Kein Mord in der Friedrichstraße,,Fulda,Parzellers Buchverlag,2019,212,,,,,,Anthologie; Erzählende Literatur,ger,
9783952510308; 3952510300,Kinder schreiben Liechtensteiner Geschichten,,Schaan,Theater am Kirchplatz,2019,157,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783150112229; 3150112222,Klassiker des Schreckens,,Ditzingen,Reclam,2019,176,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783944000282; 3944000285,Königlich bayerische Slam-Anthologie,,Reichertshofen-Hög,Bayerischer Poeten- & Belletristik-Verlag,2019,177,,,,,,Anthologie,ger,
9783747200704; 3747200702,Krimi-Adventskalender 2019,,Cadolzburg,ars vivendi,2019,24,,,,,,"Krimis, Thriller, Spionage",ger,
9783967530049; 3967530043,Krimi-Geschichten,"Originalausgabe, 1. Auflage",Oberhausen/Obb.,Noel-Verlag,2019,282,,,,,,,ger,
9783798609907,Love_372work,1. Auflage,Flensburg,Carl Stephenson Verlag GmbH & Co. KG,2019,665,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783982088600,München,1. Auflage,München,Muc Verlag,2019,175,,,,,,Anthologie; Gemischte Anthologien,ger,
9783981955446; 3981955447,Neue Geschichten aus der JVA Tegel,,Berlin,Cartagena Verlag GmbH,2019,183,,,,,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur,ger,
9783954414789; 3954414783,Tatort Eifel,Originalausgabe,Hillesheim,KBV,2019,246,,,,,,,ger,
9783862223145; 3862223140,"Turmschreiber. Geschichten, Gedanken, Gedichte",1. Auflage,München,Volk Verlag,2019,248,,,,,,Erzählende Literatur: Anthologien,ger,
9783033071049; 303307104X,Unterwegs,"2., überarbeitete Auflage",Glattbrugg,VBG Verkehrsbetriebe Glattal AG,2019,192,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783947703012; 3947703015,Wandkalender mit Spirale 2020 Zwiesel und Bayerischer Wald/ Böhmen in Bayern A4 mit Kalendarium: Unsere schönen Bilder und Geschichten aus dem Natur- und Nationalpark Bayerischer Wald,1. Auflage,Zwiesel,Schreibwaren Wegmann Inh. Janos Metz e. K.,2019,14,,,,,,"Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783746253077; 3746253071,"Wer lacht, wird selig 2020",,Leipzig,St. Benno,2019,368,,,,,,"Humor, Satire",ger,
9783957202628; 3957202620,Witziges aus dem Schulalltag,Erste Auflage,Chemnitz,net-Verlag,2019,222,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783000618277,Zwölf Stimmen,,Osnabrück,Literarische Gruppe Osnabrück e.V.,2019,166,,,,,,Anthologie; Gemischte Anthologien,ger,
9783845826783; 3845826789,24 literarische Geschichten,1. Auflage,München,ArsEdition,2018,96,,,,,,"Anthologie; Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783200059450; 3200059451,25 Jahre Schwazer Stadtschreiber,1. Auflage,Schwaz,Literaturforum Schwaz,2018,150,,,,,,Festschrift; Anthologie; Erzählende Literatur: Anthologien,ger,
9788366011717; 8366011712,Ängste und Hoffnungen von Thomas,"2. Auflage, zweisprachige Ausgabe",Nowy Dwor Mazowiecki,Audiolego,2018,180,,,,,,Zweisprachige Ausgaben: Deutsch / Italienisch,ger; ita,
9783643140296,Anthologie der demotischen Literatur,"Zweite, neubearbeitete und erheblich erweiterte Auflage",Berlin,LIT,2018,440,,,,,,Anthologie,ger,
9783702508968; 3702508961,Aufbruch,,Salzburg,Verlag Anton Pustet,2018,187,,,,,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur,ger,
9783649628859; 3649628856,Briefbuch - Advent mit Mark Twain,1. Auflage,"Münster, Westf",Coppenrath,2018,48,,,,,,"Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
9783938097489; 3938097485,Buxtehude schreibt,1. Auflage,Drochtersen,MCE Verlag,2018,223,,,,,,Fiktionale Darstellung; Erzählende Literatur: Anthologien,ger,
9783033066526,"Cornflakes, Aprikosenquarkkuchen und andere Begegnungen",,Altstätten SG,Diogenes Theater Altstätten,2018,94,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783864733352,Dark killers,Originalausgabe,Kerpen-Türnich,Romantruhe,2018,221,,,,,,Anthologie; Spannung,ger,
9783946598138,Das Böse,,Bietigheim-Bissingen,LiteraFreakPress,2018,155,,,,,,Anthologie; Gemischte Anthologien,ger,
9783946430193,Das Glück,Originalausgabe,Bonn,Verlag Frauenmuseum,2018,72,,,,,,Anthologie; Gemischte Anthologien,ger,
9783946120506; 3946120504,Der Homunculus,1. Auflage,Erlangen,homunculus verlag,2018,21,,,,,,Erzählende Literatur: Anthologien,ger,
9783956193422,Die schönsten deutschen Erzählungen,,Stuttgart,Reader's Digest,2018,416,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783981996111,Endstation: Multiversum,1. Auflage,Unna,Intronauten Verlag,2018,181,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783746733937; 3746733936,Familien Geschichten aus Grünau,,Leipzig,"Silke Heinig, Literatur Treff Grünau",2018,40,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783965089631; 3965089633,Feuchte Früchtchen,,Köln,Letterotik,2018,142,,,,,,Erzählende Literatur,ger,
9783831620999; 3831620997,Frankfurter Leseproben 2018,,München,Literareon,2018,49,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
