ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
,Heiteres,,Augsburg,"Bischöfliches Seelsorgeamt, Fachbereich Altenseelsorge",2020,103,,,,,"Sommerreißer, Sabine",Anthologie; Gemischte Anthologien,ger,
,Hornauer Märchen und Geschichten,,"Frankfurt, M.",Reinhold Reuss,2020,38,"Reuss, Reinhold",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Jahres.Ringe,,Leipzig,"Silke Heinig, Literatur Treff Grünau",2020,40,"Pamuk, Angelika",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Jetzt unser 13.,,Puchheim,Seniorenschreibtisch der Stadt Puchheim,2020,203,,,,,,"Fiktionale Darstellung; Unterhaltung, Gemischte Anthologien",ger,
,Jules 2020,1. Aufl.,Wetzlar,Phantastische Bibliothek Wetzlar,2020,72,,"Le Blanc, Thomas",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Karawane des Menschen,,Toronto,PerNi Publishing Unlimited,2020,97,"Poenaru, Vasile V.",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Kurzgeschichten,,München,Literareon im utzverlag,2020,,"Mayer-Reibel, Helga",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Lavender love stories,1. Auflage,Hamburg,Rebel Stories,2020,243,"Delphy, Emely",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Leise Töne - stille Zeiten,,Laax,Ruth Günthart-Naef,2020,179,"Günthart-Naef, Ruth",,,,,Anthologie; Gemischte Anthologien,ger,
,Lernende Maschinen,"Originalausgabe, 1. Aufl.",Wetzlar,Phantastische Bibliothek,2020,211,"Le Blanc, Thomas","Le Blanc, Thomas",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,MILFS,"Vollständige Taschenbuchausgabe, Originalausgabe",Hamburg,Blue Panther Books,2020,,"Wiles, Simona",,,,,Anthologie; Erzählende Literatur,ger,
,Mir glääwen noch ant Kreschdkinnjen,,Dillingen-Pachten,Lucusrivus-Eigenverlag,2020,168,"Driesch, Hildegard",,,"Driesch, Hildegard; Driesch, Hildegard",,Anthologie; Gemischte Anthologien,ger,
,Muleta,,Techin,Holger Schnitgerhans,2020,155,"Schnitgerhans, Holger",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"myNOTES Notizbuch A4: Das Leben schreibt die schönsten Geschichten - notebook large, dotted - für Träume, Pläne und Ideen/ ideal als Bullet Journal oder Tagebuch",,München,arsEdition,2020,,,,,,,"Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
,Neue Seldwyler Geschichten,,Zürich,JuLl Junges Literaturlabor,2020,8,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Neuengland in dunklen Zeiten,Erste Auflage,Gelsenkirchen,Almut Oetjen,2020,146,"Jewett, Sarah Orne",,"Oetjen, Almut",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,eng
,Sämtliche Erzählungen,,München,Penguin Verlag,2020,,"Lispector, Clarice","Moser, Benjamin","Ruby, Luis",,,Anthologie; Erzählende Literatur: Anthologien,ger,por
,"Sagen, Märchen, Geschichten",,Bochum,MKB,2020,104,"Kotte, Gernot",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Schattenreich,,Ulmen,"Tahja E. Bennet, Sabine Ruzanski",2020,,"Bennet, Tahja E.",,,,,Fiktionale Darstellung; Fantasy,ger,
,Statt Geschichte fünf Geschichten,,Frauenfeld,Edition Breitfeld,2020,43,"Fürer, Robert",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Stepmom,"Vollständige Taschenbuchausgabe, Originalausgabe",Hamburg,Blue Panther Books,2020,,"Wiles, Simona",,,,,Anthologie; Erzählende Literatur,ger,
,Sturm im Wasserglas,,Konstanz,Rosgarten Museum Konstanz,2020,43,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Suicide Hotline,"1. Auflage, deutsche Erstausgabe",Leipzig,Festa,2020,267,"Miller, Tim",,"Ulmer, René",,,Fiktionale Darstellung; Horror,ger,eng
,Systemrelevanter Stinkekäse,,München,Manuela Merl,2020,194,"Merl, Manuela",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Tanz der Hormone,,Bismark,Block,2020,,"Wartenberg, Dieter",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Vom Kullerrad und vom Krippenesel,,Dresden,"NaturFreunde Deutschlands, Ortsgruppe Dresden e.V.",2020,95,"Lehmann, Werner",,,,,Anthologie; Gemischte Anthologien,ger,
,Wie das?,"Erstausgabe, 1. Auflage",Berlin,Silvia Steinmann,2020,72,"Steinmann, Silvia",,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
,"Wiesen, Blumen",,Leipzig,"Silke Heinig, Literatur Treff Grünau",2020,40,"Rosenkranz, Susanne",,,,,Anthologie; Gemischte Anthologien,ger,
,Wissenswertes und Erstaunliches über Fürstenwalde/Spree in Geschichten und Gedichten,,Fürstenwalde,Freundeskreis Museum im Fürstenwalder Kulturverein e.V.,2020,48,,,,,,,ger,
,Wundersame Geschichten,,Münster/Westf.,Principal Verlag,2020,,"Stäcker, Detlev",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur,ger,
,11 Krimi-Kurzgeschichten aus dem Burgwald,,Cölbe,rohumedia,2019,120,,,,,,"Anthologie; Krimis, Thriller, Spionage",ger,
,36 mehrschichtige Geschichten und Betrachtungen,Erstausgabe,Versam,Heinz Weidkuhn,2019,92,"Weidkuhn, Heinz",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Agile Short Stories,,Wangen im Allgäu,peppair GmbH,2019,,"Sasse, Miriam","Sasse, Miriam",,,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Am Nachmittag,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Anthologie Seeschreiber,,Haltern am See,pünktchen Kinderbuchverlag,2019,,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Behemoth 2333,Lizenzausgabe,Tübingen,BE Belle Époque Verlag,2019,2,"Tree, Joshua",,,,,Fiktionale Darstellung; Science Fiction,ger,
,Cheshire,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Das blaue Kleid und weitere unglaubliche Geschichten,1. Auflage,Berlin,Elvira Surrmann,2019,16,"Surrmann, Elvira",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Das Buch der fünf Worte,,Bremen,Janne Rognlid Krause und Torsten Zemke,2019,,"Krause, Janne Rognlid; Zemke, Torsten",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Das Elixier des Lebens und andere fast verschollene phantastische Kurzgeschichten,Originalausgabe,Zirndorf,Florian Jung und Lars Dangel,2019,199,,"Jung, Florian; Dangel, Lars",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Der freie Wille,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Der goldrote Goldfisch,1. Auflage,Göllheim,Donnersberger Literaturverein e.V.,2019,80,,,,,,Anthologie; Gemischte Anthologien,ger,
,Der Luparo,2. Auflage,Cölbe,rohumedia,2019,164,"Naumann, Karl Heinrich",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Der Obere Mittelrhein,,Aachen,Ammianus-Verlag,2019,,"Höffling, Michael",,,,,Fiktionale Darstellung; Historische Romane und Erzählungen,ger,
,Die besten Erzählungen,,Berlin,Golkonda Verlag,2019,,"Marrak, Michael",,,,,"Fiktionale Darstellung; Science Fiction, Fantasy",ger,
,Die Erzählungen,,Berlin,Suhrkamp,2019,4,"Cortázar, Julio",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,spa
,Die magische Uhr,,Buchholz,meer! Karin Buchholz,2019,17,"Buchholz, Karin",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"""Die steinerne Brücke"" und 38 weitere Kurzgeschichten und Gedichte über den Regionalpark Osthavelland-Spandau",1. Auflage,Schönwalde-Glien,Schreibwerkstatt Schönwalde-Glien,2019,327,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Dös fränkischá Mundartfeuerwárk,,Sonneberg,Eigenverlag des AK Mundart Südthüringen e. V.,2019,272,,"Großmann, Karl-Heinz",,,,Anthologie; Gemischte Anthologien,ger,
,Ein Gigant mit der Nummer 18,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Einen Kopf kürzer,Deutsche Erstausgabe,Berlin,Stefan Barth,2019,302,"Barth, Stefan",,,,,Fiktionale Darstellung; Spannung,ger,
,Einmal ... den Mond berühren ...,1. Auflage,Neuendettelsau,Verlag Leben Gestalten,2019,101,"Schuh, Christiane",,,,,Anthologie; Erzählende Literatur: Anthologien; Erzählende Literatur: Anthologien,ger,
,Entitäten,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Erzählungen,,Wien,Septime Verlag,2019,2,"Herbst, Alban Nikolai",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Erzählungen und Reden,Nachdruck,Büchenbach,Gerd Cramer,2019,122,"Lavant, Rudolf",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Feuer,,Berlin,Ach je Verlag,2019,41,"Richter, Lena",,,"Richter, Lena; Richter, Lena",,"Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945; Science Fiction; Science Fiction, Fantasy",ger,
,Freundesbande,Privatdruck,Bad Kreuznach,Peter Fuchß,2019,248,"Fuchß, Peter",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Gänsehaut-Geschichten,,Kassel,NVV,2019,57,,,,,,Anthologie; Gemischte Anthologien,ger,
,Geburt,Erste Auflage,Cadolzburg,ars vivendi,2019,12,,,,,,Anthologie; Lyrik,ger,
,Geschichten aus dem Chiemgau,1. Auflage,Oberhochstätt,Manfred Kluger Verlag,2019,98,"Kluger, Manfred",,,,,,ger,
,Geschichten und Gedichte um die Stunde Null,,Leipzig,OsirisDruck,2019,,,,,,,Anthologie; Gemischte Anthologien,ger,
,Grossstadtsterben,,Framersheim,Brighton Verlag,2019,,"Cuntz, Dietmar",,,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,
,Hasen überholen und andere unglaubliche Geschichten,1. Auflage,Berlin,Elvira Surrmann,2019,19,"Surrmann, Elvira",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Heimat?,,Armsheim,Rheinhessische Autorengruppe Landschreiber,2019,103,"Bormet, Gerdy",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Hinter den Schleiern,Originalausgabe,Bruckmühl,Verlag: ich zeige mich mit Constantin,2019,94,"Finfera, Ute",,,,,Anthologie,ger,
,Horizont,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ich hab wieder Eine,Erste Auflage,Eschwege,edition heinemann,2019,119,"Sadowsky, Matthias",,,,,Anthologie,ger,
,Krasse Kurze,,Berlin,Sascha Dinse,2019,,"Dinse, Sascha",,,,,Fiktionale Darstellung; Horror,ger,
,Kulturregion Frankenstein,,Bad Salzungen,Literaturkreis Bad Salzungen,2019,55,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Lebendige Erinnerungen,,Potsdam,"Landeshauptstadt Potsdam, Seniorenbeirat der Arbeitsgruppe ""Zeitzeugen""",2019,96,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Lesbische Liebe,"Vollständige Taschenbuchausgabe, Originalausgabe",Hamburg,Blue Panther Books,2019,,,,,"Rose, Holly",,Anthologie; Erzählende Literatur,ger,
,Letzte Besuche,1. Auflage,Stuttgart,Eigenverlag PAS,2019,58,"Schur, Peter A.",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Märchen,2. Auflage der Neuausgabe,Hannover,Meistersprung Literatur,2019,180,"Fugger, Nora; Ludwig Salvator; Wallersee-Larisch, Marie Louise von",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Man up stories,,Mettingen,Dead Soft Verlag,2019,,"Stevens, Felice",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
,Meister Magirus,Privatdruck,Gießen,Robert N. Bloch,2019,173,"Diener von Schönberg, Alfons",,,,,Anthologie,ger,
,"myNOTES Notizbuch Mit Mut fangen die schönsten Geschichten an - Notizbuch mit Spiralbindung für Träume, Pläne und Ideen/ ideal als Bullet Journal oder Tagebuch",,München,arsEdition,2019,,,,,,,"Geschenkbücher, Alben, Immerwährende Kalender, Postkartenbücher",ger,
,Na so was!,"Erstausgabe, 1. Auflage",Berlin,Silvia Steinmann,2019,83,"Steinmann, Silvia",,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
,Neue Stimmen,,Frankfurt am Main,Büchergilde Gutenberg,2019,64,"Anselm, Doris",,,,,,ger,
,Oder mit den Händen,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Oldschool Horror,,Aachen,Eldur,2019,,,"Lancaster, Peter",,,,Fiktionale Darstellung; Horror,ger,
,On Fire,,Hamburg,Edition Birnstiel,2019,101,"Burnstyle, Bart",,,,,Anthologie,ger,
,Orange,1. Aufl.,Wetzlar,Phantastische Bibliothek,2019,76,,"Le Blanc, Thomas",,,,Anthologie; Fantastische Literatur,ger,
,Pierre-Jean,Sonderausgabe für den Jules-Verne-Club,Berlin,Edition Dornbrunnen,2019,130,"Verne, Jules",,"Frank, Gerd; Ehrhardt, Anne","Verne, Jules; Verne, Jules",,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945; Erzählende Literatur,ger,fre
,Püppchen,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ramaza Geschichten,,Unterrabnitz,OSR Lang Josef,2019,27,"Rys, Jan",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ressentiment,,Innsbruck,Limbus Verlag,2019,2,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Rêves à contre-courant,,Wien,PerNi Publishing Unlimited,2019,93,"Poenaru, Vasile V.",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Riegel,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Rocker Geschichten,,Hamburg,blue panther books,2019,,"Wiles, Simona",,,,,Fiktionale Darstellung; Erzählende Literatur: Anthologien,ger,
,Rückkehr aus dem All,1. Auflage,Euskirchen,Alexander Hengstler,2019,38,,,,"Hengstler, Alexander",,Fiktionale Darstellung; Science Fiction,ger,
,Sammelband phantastischer Kriminalromane,,Karlsfeld,Raposa Verlag,2019,,"Fuchs, Ruth M.",,,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,
,Sehr kurze Geschichten,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,,ger,
,Seitenweise,,Salach,Art Skript Phantastik Verlag & Design,2019,,,,,,,Anthologie; Fantasy; Erzählende Literatur: Anthologien,ger,
,Shoutout,,Leipzig,Nadja Lanart,2019,,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger; spa; eng,
,Story Bashing,,Friedberg,Ashan Delon,2019,,"Arenth, Akira; Emerald, Kaiden; Delon, Ashan",,,,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Tante Pollack,,Buchholz,meer! Karin Buchholz,2019,16,"Buchholz, Karin",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Telling stories,,Nacogdoches TX,Ingo R. Stoehr,2019,372,,"Stoehr, Ingo Roland",,,,Anthologie; Gemischte Anthologien,eng; ger,
,Texte und Kurzgeschichten,,Remscheid,Rediroma-Verlag,2019,,"Sester, Jürgen",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Textkonfetti,"2. Auflage, Version 29.06.2019",Laatzen,Rebecca-Lea Glauche,2019,100,"Glauche, Rebecca-Lea",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Textsorbet,,Villingen-Schwenningen,Dichterwettstreit deluxe,2019,,,"Raatz, Elias",,,,Anthologie; Gemischte Anthologien,ger,
,Trees of life,,Frankfurt am Main,Frankfurter Kunstverein,2019,63,"Nori, Franziska",,,,,Ausstellungskatalog; Bildband; Anthologie; Erzählende Literatur: Anthologien,ger,
,Unterm orangenen Baum,,Kronach-Neuses,Anton Hauguth-Verlag e.K.,2019,263,"Durynek, Achim",,,,"Durynek, Achim",Anthologie; Gemischte Anthologien,ger,
,Vierzehn denkwürdige Geschichten über den Sinn und Unsinn des Lebens und eine verrückte Spezies namens Mensch,,Fulda,Maik Lindner,2019,155,"Lindner, Maik",,,,,Anthologie; Erzählende Literatur,ger,
,Virus - die neue Hoffnung,,Zwickau,Rogue Books,2019,464,"Tormento, Tessa",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,VollLust,"Vollständige Taschenbuchausgabe, Originalausgabe",Hamburg,Blue Panther Books,2019,,"Cuentame, Enrique",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Wir bitten um Verständnis,,Stuttgart,Dr. Carsten Rabe,2019,132,"Rabe, Carsten",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"""Wir können's auch KOMISCH""",,Leipzig,"Silke Heinig, Literatur Treff Grünau",2019,40,,,,,,Anthologie; Gemischte Anthologien,ger,
,Woll,,Leipzig,Nadja Lanart,2019,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,A Winterroas mit dem Hausruckviertler Mundartkreis,,Frankenburg a.H.,Hausruckviertler Mundartkreis,2018,192,,,,,,Anthologie; Lyrik,ger,
,Aha?,2. Auflage,Berlin,Silvia Steinmann,2018,56,"Steinmann, Silvia",,,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
,Alle seine Tode,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Alles was heiter ist,,Wien,Dr. Erich Schmölz,2018,194,"Schmölz, Erich",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"""... als jeder Nachmittag noch nach Sonntag schmeckte ...""",,Essen,Cordula Schlößer-Braun,2018,365,"Schlößer-Braun, Cordula",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,... Anthologie der Wortfinder,,Berlin,Silvia Steinmann,2018,,,"Steinmann, Silvia",,,,Anthologie; Gemischte Anthologien,ger,
,Appetit auf Leben,,Neustadt Sachsen,Neustädter Autoren e.V,2018,305,,,,,,Anthologie; Festschrift; Gemischte Anthologien,ger,
,Aquileria,,Chemnitz,Skalatar Media,2018,,,,,"Büttner, Alexander",,Fiktionale Darstellung; Erzählende Literatur,ger,
,Aus dem Rahmen gefallen,,Bonn,Dichtungsring e.V.,2018,115,,"Schnabel, Sigune",,,,Anthologie; Gemischte Anthologien,ger,
,Barista,,Buchholz,meer! Karin Buchholz,2018,15,"Buchholz, Karin",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"Bücher lieben, schreiben wollen, schreiben können",,Bad Salzungen,Literaturkreis Bad Salzungen,2018,85,,,,,,Anthologie; Festschrift; Gemischte Anthologien,ger,
,Das Erbe von Bayview Village,,Wien,PerNi Publishing Unlimited,2018,115,"Poenaru, Vasile V.",,,,,Anthologie; Erzählende Literatur,ger,
,Das Nichts,,Wetzlar,Phantastische Bibliothek,2018,73,,"Le Blanc, Thomas",,,,Anthologie; Fantastische Literatur,ger,
,Der Anfang,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Der ewige Anfang,,München,Katharina Glück,2018,101,"Glück, Katharina",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Der Raum ist normalerweise ein Wort,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger; mul,
,Der Wolf,,Neckarbischofsheim,Verlag und Druckerei Ziegler,2018,42,"Joneleit, Siegfried",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Die Autobiographie,Erste Auflage,Berlin,Suhrkamp,2018,579,"Bernhard, Thomas","Huber, Martin",,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Die Erzählungen,Salzburger Ausgabe,Wien,Paul Zsolnay Verlag,2018,3,"Zweig, Stefan",,,,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
,Die pure Lust in dir,"Vollständige Taschenbuchausgabe, Originalausgabe",Hamburg,Blue Panther Books,2018,,"Light, Millicent",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Die Serapionsbrüder,,Fürstenfeldbruck,"Fritzikatz Productions, Verlag Buch & Design",2018,2,"Hoffmann, E. T. A.",,,,"Hosemann, Theodor",Erzählende Literatur,ger,
,Die Sherlock Holmes Detektiv-Romane & -Geschichten,Leipziger Ausgabe,Leipzig,Haffmans Verlag bei Zweitausendeins,2018,,"Doyle, Arthur Conan","Haffmans, Gerd",,,,Fiktionale Darstellung; Historische Kriminalromane,ger,eng
,Edition Erzählungen,,Wien,PerNi Publishing Unlimited,2018,,"Poenaru, Vasile V.",,,,,Anthologie; Erzählende Literatur,ger,
,Emotional baggage,1. Auflage,Bonn,Anna M. Thinius,2018,120,"Thinius, Anna M.",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Erotische Kurzgeschichten,,Berlin,Cleya,2018,,"Wittmann, Sabine",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ersonnen und versponnen,,Puchheim,Seniorenschreibtisch der Stadt Puchheim,2018,180,,,,,,Anthologie; Gemischte Anthologien,ger,
,Erzählungen,Erste Auflage,Berlin,Suhrkamp,2018,376,"Bernhard, Thomas","Huber, Martin",,,,,ger,
,Erzählungen,Erste Auflage,Berlin,Suhrkamp,2018,376,"Bernhard, Thomas","Höller, Hans",,,,,ger,
,Erzählungen,Erste Auflage,Berlin,Suhrkamp,2018,372,"Bernhard, Thomas","Höller, Hans",,,,,ger,
,Erzählungen,,Berlin,Suhrkamp,2018,3,"Bernhard, Thomas",,,,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Erzählungen,Kritische Ausgabe,Reinbek bei Hamburg,Rowohlt Verlag GmbH,2018,,"Borchardt, Rudolf","Schuster, Gerhard",,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
,"Erzählungen, Kurzprosa",Erste Auflage,Berlin,Suhrkamp,2018,603,"Bernhard, Thomas","Höller, Hans",,,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Federprobe,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ferne Welten,,Leipzig,FKSFL e.V.,2018,255,,"Berger, Dirk",,,,Konferenzschrift,ger,
,Flügelzauber,,Kiel,Hartmut Kietzmann,2018,85,"Kietzmann, Hartmut",,,,,Anthologie,ger,
,Flugautomate,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Geschichten aus alter Zeit,,Stuttgart,Uwe Klein,2018,169,,"Klein, Uwe",,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Geschichten aus Bad Neuenahr-Ahrweiler,,Bad Neuenahr-Ahrweiler,Werner Schüller,2018,,"Schüller, Werner",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Geschichten aus dem Chiemgau,1. Auflage,Oberhochstätt,Manfred Kluger Verlag,2018,98,"Kluger, Manfred",,,,,,ger,
,Geschichten aus dem Chiemgau,,Oberhochstätt,Manfred Kluger Verlag,2018,,"Kluger, Manfred",,,,,Anthologie; Gemischte Anthologien,ger,
,Geschichten aus dem Garten,,Hamburg,G + J Food & Living GmbH & Co. KG,2018,30,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Geschichten aus dem Weingartener Sagenschatz,Zweite Auflage,Weingarten,Bürger- und Heimatverein Weingarten,2018,124,"Hartmann, Klaus",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Geschichten aus der Nachbarschaft,,Hamburg,G + J Food & Living GmbH & Co. KG,2018,30,"Capus, Alex",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Geschichten aus Parchims Vergangenheit,1. Reprint der Ausgabe von 1910,Parchim,Heimatbund Parchim e.V.,2018,122,"Rech, Robert",,,,,Fiktionale Darstellung; Historische Romane und Erzählungen,ger,
,"""Geschichten nicht nur aus dem Düsseldorfer Süden""",Dritte Auflage,Düsseldorf,Roswitha Kolvenbach-Klewe,2018,100,"Klewe, Reinhard Michael",,,,,Fiktionale Darstellung; Romanhafte Biographien,ger,
,Geschichten unter der Haube,,Ostermundigen,www.hairfashionplus.ch,2018,3,"Stettler, Monica",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"Gottschedstraße 2, 15. Aug. 18",,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Grenzlinien,,Zwenkau,Deutsches Rotes Kreuz Kreisverband Leipzig-Land e.V.,2018,,,,,,,Anthologie; Gemischte Anthologien,ger,
,Herzerfrischende Atempausen,, Luzern,Ernst Schnellmann,2018,,,,,"Schnellmann, Ernst",,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ida's Geschichten und Erlebnisse,,Deutschland,Ida Briegel,2018,103,"Briegel, Ida",,,,,Anthologie; Gemischte Anthologien,ger,
,In a nutshell,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,In der Stille der Einsamkeit,,Gera,Spurenkreis Verlag,2018,,"Rehahn, R.",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,In flagranti im Verkehr,Taschenbuchausgabe,Lauda,"""LoRo"" Lothar Rosenberg",2018,3,"Rosenberg, Lothar",,,,,Fiktionale Darstellung,ger,
,Kallis' Handel,,Freital,Melanie Neubert,2018,41,"Neubert, Melanie",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Kein deutscher Land,,Hamburg,Helmut-Schmidt-Gymnasium,2018,63,,"Bouden, Hédi",,,,"Anthologie; Unterhaltung, Gemischte Anthologien",ger,
,Kinderspiel,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Klausener Geschichte(n) - Eberhardslegenden,1. Auflage,Klausen,Wallfahrtskirche Maria Heimsuchung,2018,88,"Seul, Albert",,,,,,ger,
,Kühl,,Leipzig,Nadja Lanart,2018,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Kurzgeschichten zum Auftanken,"2., geänderte Auflage",Wittgenstein,Manfred B. Heinzelmann,2018,80,"Heinzelmann, Manfred B.",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
