ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
,Der gläserne Mensch,,Leipzig,FKSFL e.V.,2016,266,,"Berger, Dirk",,,,Konferenzschrift,ger,eng
,Der Ochsenfurter Novellen ... Band,,Theilheim bei Würzburg,Gemma,2016,,"Fischer, Achim",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"Die ""Ästhetik der konstruktiven Dissonanz"" - Prežihov Voranc und der Kosovél-Kreis",,Klagenfurt,Edition Rapial,2016,152,,"Strutz, Jozej",,,,Anthologie; Gemischte Anthologien,slv; ger,
,Die Anthologie der Gesegneten,,Ohlsbach,Christa Maria Buß,2016,,"Buß, Christa Maria",,,,,Fiktionale Darstellung; Fantasy,ger,
,Die Flucht nach Ägypten,,Mechernich-Bleibuir,Kodex.Kulturverein e.V.,2016,192,"Mehler, Ulrich",,,,"Mehler, Ruth",Anthologie; Erzählende Literatur: Anthologien,ger,
,Die Quallen,,Zürich,JuLl,2016,30,,,,,"Weber, Peter",Anthologie; Gemischte Anthologien,ger,
,Die Sprachen der anderen,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Die Zaubernuss,,Kiel,Hartmut Kietzmann,2016,81,"Kietzmann, Hartmut",,,,,Anthologie; Lyrik,ger,
,"Diessbacher Anekdoten, Geschichten und Müschterli",,Büren a/A,Vereinigung für Heimatpflege Büren,2016,131,,,,,"Schneider, Peter",Anthologie; Erzählende Literatur: Anthologien,ger,
,Dimensionen,,Fürfeld,Thomas S. Dietsch,2016,179,"Dietsch, Thomas S.",,,,,Anthologie; Gemischte Anthologien,ger; eng,
,Drachenzeit,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Du weisst nicht wer ich bin,,Zürich,JuLl,2016,38,,,,,"Gottheil, Lea",Anthologie; Gemischte Anthologien,ger,
,Ein-Kauf-Zettwitz,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Eine Dame,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Eine Reise zum Träumen bis zum Horizont mit ...,,Potsdam,Esch Verlag,2016,2,"Oest Haecks, Gudrun",,,,,Erzählende Literatur,ger,
,Eine Tentakelporn-Anthologie,Limitierte Sonderausgabe,Traunstein,Amrûn Verlag,2016,166,"Turini, Simona; Kastenholz, Markus; Exter, Torsten; Landvogt, Leonie; Rummel, Mark G.; Theobald, Isa; Schlüter, Sascha; Paulus, Germaine; Milano, Doctores; Williams, Thomas","Rapp, Claudia",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Einigspiarn,,Frankenburg am Hausruck,Hausruckviertler Mundartkreis,2016,192,,,,,,Anthologie; Lyrik,ger,
,Feder-Striche,,Armsheim,"Rheinhessische Autorengruppe Landschreiber, Eigenverlag",2016,102,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Fluchten,,Bümpliz,Reformierte Kirchgemeinde Bümpliz,2016,39,"Koenig, Philipp",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"Frankfurt, Hauptstadt des Verbrechens u. a. Kurzgeschichten",,Nidderau,Weteschnik,2016,70,"Weteschnik, Martin",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Fünf-Minuten-Geschichten,,Kremkau,Block,2016,,"Uibel, Bodo",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Ganz kalt,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Gedichte und Aphorismen erzählen Geschichten,3. Auflage,Aspach,Horst Reiner Menzel,2016,194,"Menzel, Horst Reiner",,,,,Anthologie; Gemischte Anthologien,ger,
,Gedichte und Geschichten,,Graz,Literaris Verlag,2016,,,"Wilflinger, Anton",,,,Anthologie; Gemischte Anthologien,ger,
,Gesammelte Erzählungen in fünf Bänden,,Wien,Löcker,2016,5,"Adler, H. G.","Adler, Jeremy D.",,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Geschichte in Geschichten,,Oranienburg,Tourismus und Kultur Oranienburg gGmbH,2016,123,,"Lehmann, Günther",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Geschichten aus dem Leben,,"Innsbruck, Austria",MED-EL Medical Electronics,2016,32,,,,,,Fiktionale Darstellung,ger,
,Geschichten aus der heißen Zone,,Heimsheim,Printsystem Medienverlag,2016,,"Anders-Frey, ALAn",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Geschichten aus der Nightside,,Köln,Feder & Schwert,2016,,"Green, Simon R.",,,,,Fiktionale Darstellung; Fantastische Literatur,ger,eng
,"""Geschichten nicht nur aus dem Düsseldorfer Süden""",Zweite Auflage,Düsseldorf,Roswitha Kolvenbach-Klewe,2016,76,"Klewe, Reinhard Michael",,,,,,ger,
,Geschichten und Gedichte zum Besinnen und zum Schmunzeln,,Witten,Helmut Rinke,2016,,"Rinke, Helmut","Rinke, Helmut",,,,Anthologie; Gemischte Anthologien,ger,
,Geschichten von der Insel,,Frankfurt,MAIN Verlag,2016,,"Flavian, Eve; Faye, Neela",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Geschichten von hier... im Schatten der Halde,,Sangerhausen,Matthias Strehlau,2016,210,"Strehlau, Matthias",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Gesichter des Todes,,Limburg,Eva Lirot,2016,,"Lirot, Eva",,,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,
,Glaubwürdig,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Hartmut und Gottlieb reden über Gott und die Welt,,Langscheid,Dr. Constantin Pana Buchverlag,2016,,"Licht, Christian; Peiker, Dieter",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Heinerichs Erzählungen,,Aachen,Karin Fischer Verlag,2016,,"Thurn, Bernhard",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"""Heute tanzen alle Sterne ...""",,Bregenz,"VP, Vorarlberg",2016,22,,,,,,Anthologie; Lyrik,ger,
,Hinter dem Quecksilber,Originalausgabe,Neustadt i. Sa.,Edition CL,2016,288,,"Dangel, Lars",,,,Fiktionale Darstellung; Fantastische Literatur,ger,
,"Ich bin das Wilde, Dumpfe, das man schlug ...",,Bonn,Dichtungsring e.V.,2016,121,,"Alsum, Cornelius van",,,,Zeitschrift,ger,
,Im Bauch,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,In der letzten Zeit,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Jutta Haar erzählt Drei zauberhafte Geschichten,,Hamburg,Verlag Magische Welt,2016,14,"Haar, Jutta",,,,,Festschrift; Anthologie; Erzählende Literatur: Anthologien,ger,
,Kommissar Prisma löst den Fall,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Kopfkino-Sammelband,,Hilden,KopfKino-Verlag,2016,,,,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Kurzgeschichte,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Kurzstrecken Geschichten,"Deutsche Erstveröffentlichung, 2. überarbeitete Auflage",Ratingen,Michael Schönberg,2016,116,"Schönberg, Michael",,,,,"Fiktionale Darstellung; Erzählende Literatur; Comic, Cartoon, Humor, Satire",ger,
,Laager Geschichten,,Laage,Verein der Natur- und Heimatfreunde Laage und Umgebung e.V.,2016,,,,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Labyrinth,,Bonn,Dichtungsring e.V.,2016,117,,"Hagemeyer, Ines",,,,Zeitschrift,ger,
,"Lustiges und Nachdenkliches, in über 250 Geschichten und Episoden, in Rab'ser Mundart",,Schlöben,Klaus Biedermann,2016,2,"Biedermann, Klaus",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Mach mich an,Genehmigte Lizenzausgabe,Augsburg,Weltbild,2016,317,"Gordon, Lindsay",,"Meyer, Melanie",,,Fiktionale Darstellung; Erzählende Literatur,ger,eng
,März,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Magische Kurzgeschichten,,Blumberg,Schwarzer Drachen Verlag,2016,,,"Schwarzer, Sandra",,,,Anthologie; Fantasy,ger,
,Magische Momente,,Köln,Edition Roter Pinguin,2016,156,"Greis, Utz Peter",,,,"Meissner, Dirk",Fiktionale Darstellung; Erzählende Literatur,ger,
,Manhattan love stories,,München,BookRix,2016,,"Summers, Mila",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Maritime Erzählungen,,Leipzig,Engelsdorfer Verlag,2016,,"Sakautzky, Detlev",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Me(h)rseburger Grüne Geschichten!,,Merseburg,Stadt Merseburg,2016,180,"Wiesner, Nils","Wiesner, Nils",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Meine Ziegenrücker Geschichten oder: Fünfzehn Jahre in Ziegenrück,,Ziegenrück,Espero-Verlag,2016,,"Rein, Gisela",,,,,Fiktionale Darstellung; Erzählende Literatur: Anthologien,ger,
,Michaels Kurzgeschichten,Überarbeitete Auflage,Ratingen,Michael Schönberg,2016,116,"Schönberg, Michael",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Milchmädchen und Cleverles,,Beckingen,Hans-Peter Spelz,2016,49,"Spelz, Hans-Peter",,,,,Anthologie,ger,
,Mit anderen Worten,,Ratingen,ERA e.V.,2016,123,,,,,,Anthologie; Gemischte Anthologien,ger,
,Mit Bedacht ins Buch gebracht,,Puchheim,Seniorenschreibtisch der Stadt Puchheim,2016,204,,,,,,Anthologie; Gemischte Anthologien,ger,
,"Na, woas wirschten denke",,Rabis,Klaus Biedermann,2016,70,"Biedermann, Klaus",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Nehmen Sie sich in Acht vor Perserteppichen,,Bonn,Bundesverband Junger Autoren und Autorinnen,2016,108,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Ohne Hirn bist halt ein Depp,Erstauflage,Julbach,Johann Eckerl,2016,168,"Eckerl, Johann",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Oh!,5. Auflage,Hamburg,Andere Zeiten e.V.,2016,47,,,,,"Camus, Ariane",Anthologie; Erzählende Literatur: Anthologien,ger,
,Orchideenspiel,,München,Nannette Schellenberg eBooks,2016,235,"Meyne, Alex",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Perlen der Weihnacht,,Weißkirchen in Steiermark,Eigenverlag,2016,47,"Haring, Margit",,,,,Anthologie; Gemischte Anthologien,ger,
,Radelwetter,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Russische Märchen,,Haselünne,Machandel Verlag,2016,,,"Erpenbeck, Charlotte",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Sagen und Geschichten aus dem Raum Bonndorf-Stühlingen-Wutach,,Bonndorf-Brunnadern,Emil Kümmerle,2016,268,"Kümmerle, Emil",,,,,,ger,
,Schattenflüsterer,1. Auflage,München,Alice Andres,2016,320,,,,,,Fiktionale Darstellung; Fantasy,ger,
,Schwarz auf Weiß,,Merchweiler,Selbstverlag der Schreibwerkstatt in der VHS Merchweiler,2016,358,,,,,"Tiefenbrunner, Peter",Anthologie,ger,
,Schweizer Politik zum Lachen,Originalausgaben,Olten,Weltbild,2016,,,,,,"Hildbrand, René","Anthologie; Humor, Satire",ger,
,Sehr kurze Geschichten,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,,ger,
,Sehr kurze Geschichten,,Leipzig,Nadja Lanart,2016,,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Sherlock Holmes im Périgord und andere Erzählungen,Originalausgabe,Hannover,"Elms & Oaks, Verlag Jens Arne Klingsöhr",2016,192,"Willscher, Andreas",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Sir Orfeo,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Sonderbar & eigenartig,,Witten,Verlag Frank Verhoeven,2016,98,"Matena, Konnie",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Spuren,"Neue, erweiterte und komplett überarbeitete Ausgabe, 2. Auflage",Schmelz,Oliver Walbach,2016,153,"Walbach, Oliver",,,,,Anthologie,ger,
,"Star Wars: Geschichten aus einer weit, weit entfernten Galaxis, Spezies",Deutsche Ausgabe,Stuttgart,Panini  Books,2016,,"Walker, Landry Q.",,"Dinter, Jan",,,"Anthologie; Science Fiction; Science Fiction, Fantasy",ger,eng
,Südsee-Geschichten,,Hornburg,Selbstverlag Günthers Bücher,2016,324,"Machalett, Günther",,,,,Anthologie; Historische Romane und Erzählungen,ger,
,Sunny city,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Tanz in Grün,,Zürich,Emil Zopfi,2016,203,"Zopfi, Emil",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Tiefer Schafsee und andere Erzählungen,Einmalige Auflage,Leipzig,Leipziger Bibliophilen-Abend,2016,88,"Schmidt, Kathrin",,,,"Heublein, Madeleine; Stabe, Helmut",,ger,
,Überwiegend wechselhaft,,Witten,Helmut Rinke,2016,154,,"Rinke, Helmut",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Unbedingt Schiller,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Von monochromen Momenten & magischen Fluchten,Originalausgabe,Hessen?,Mbook Verlag,2016,39,,"Pioch, Yvonne",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Was bleibt,,Berlin-Adlershof,Marlies Schmidl,2016,70,"Schmidl, Marlies",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Was der Heimat erspart blieb,,Idstein,Peter Faust,2016,81,"Faust, Peter",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Weiße Hölle,1. Aufl.,Wetzlar,Phantastische Bibliothek,2016,70,,"Schneidewind, Friedhelm",,,,Anthologie; Fantasy,ger,
,Wie dae Herrgott de Welt erschaff hat o watt draus génn éss,,Beckingen,Hans-Peter Spelz,2016,107,"Spelz, Hans-Peter",,,,,Anthologie,ger,
,Winkel,,Leipzig,Nadja Lanart,2016,1,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"Wo Hessen beginnt, italienisch zu werden ...",,Jugenheim,Edition Tintenfass,2016,32,"Wuttge, Dagmar",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Xenophobia,"Exklusive Sammlerauflage, Originalveröffentlichung",Windeck,Blitz,2016,221,"Korb, Markus K.",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Zwischen gestern und morgen - mein heute,2. Auflage,Waltrop,Paul Reding,2016,125,"Reding, Paul",,,,,Anthologie; Gemischte Anthologien,ger,
,4 gesammelte Kurzgeschichten,1. Auflage,Nienhagen,Edition LASENECA,2015,350,"Svenson, Sven",,,"Svenson, Sven; Svenson, Sven; Svenson, Sven; Svenson, Sven",,Anthologie; Erzählende Literatur: Anthologien,ger,
,800 Jahre Roßlau,,Kleingießhübel,Verlag Jürgen Ritschel,2015,118,,,,,,Anthologie; Anthologie; Erzählende Literatur: Anthologien,ger,
,Abschied der letzten Segelschiffe,,Hornburg,Selbstverlag Günthers Bücher,2015,272,"Machalett, Günther",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Armenische Erzählungen,,Berlin,Bedros Dikiciyan,2015,90,"Aharonean, Awetis",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,arm
,Aus vielen Jahren,,Rastdorf,Thekla Brinker,2015,208,"Brinker, Thekla","Brinker, Thekla",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Bittersüss und zartbitter,,Bern,mooh!,2015,257,"Stöckli, Susanne",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"Buerlein, Buerlein, wat löppst du so?",,Bartenshagen,Hanna Sauder,2015,83,"Sauder, Hanna",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Das Kirschhörnchen,,Kiel,Hartmut Kietzmann,2015,59,"Kietzmann, Hartmut",,,,,Anthologie; Gemischte Anthologien,ger,
,Das Tal ohne Namen,,Klagenfurt,Edition Rapial edicija,2015,100,Prežihov Voranc,,"Strutz, Jozej",Prežihov Voranc; Prežihov Voranc; Prežihov Voranc; Prežihov Voranc; Prežihov Voranc,,Theaterstück; Dramatik,ger,slv
,Dein Traum von der Zukunft,,Stuttgart,Baden-Württemberg Stiftung gGmbH,2015,66,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Der alte Dichter und der junge Kritikus,,Leipzig,Leipziger Bibliophilen-Abend,2015,103,"Gellert, Christian Fürchtegott",,,,"Münzner, Rolf; Grau, André",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
,Der Blumen-Lobgesang,,Langnau i.E.,Hermann AG,2015,24,"Kirchhofer, Maria",,,,,Anthologie; Gemischte Anthologien,ger,
,Der Dichter und der Phlox,,Langendorf,Hans Erhard Gerber,2015,140,"Gerber, Hans Erhard",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Der Dichtung eine Bresche,,Berlin,dahlemer verlagsanstalt,2015,,,"Stonet, Walther",,,,Anthologie; Lyrik,ger,
,Der gefräßige Gigant,1. Ausg.,Melle,H. Dammeyer,2015,169,"Dammeyer, Heinz",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Der König im Don Léon und fünf weitere Erzählungen,1. Auflage,Zürich,Martin Hotz,2015,97,"Hotz, Martin",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"""Der Mensch ein Egoist ... das Tier, ein echter Lebenspartner""",,Oberwangen,H. Huber,2015,19,"Huber, Hugo",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Die Dreiteilung der Winkelspinne,,Markkleeberg,Ekkehard Meister,2015,152,"Meister, Ekkehard",,,,,Anthologie; Lyrik,ger,
,Die Eulin,1. Aufl.,Heidelberg,B. Hieber,2015,157,"Hieber, Brigitte",,,,,Erzählende Literatur: Anthologien,ger,
,Die Flieger,,Neckenmarkt,Novum pro,2015,,"Clain, H. C.",,,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,
,Die Flöhe von Poujol,,Köln,Edition Roter Pinguin,2015,147,"Greis, Utz Peter",,,,"Meissner, Dirk",Fiktionale Darstellung; Erzählende Literatur,ger,
,Die kleine Insel unserer Fantasie,,Leipzig,Engelsdorfer Verlag,2015,,"Zeitz, Susanne",,,,,Fiktionale Darstellung; Anthologie; Erzählende Literatur,ger,
,Die Max und Moritz Geschichten in drei Varianten Münsterer Mundart ; heute-gestern-vorgestern,"Erste Auflage, Stand: 24.1.2015 zum 3. Geburtstag meines Enkels Jan Karl Piwowar",Lockstädt,Jürgen Piwowar,2015,84,,,,,"Piwowar, Jürgen",,ger,
,Die Struwwelpeter-Geschichten in drei in sich abgeschlossenen und deshalb flüssig lesbaren Varianten Münsterer Mundart,"1. Auflage, Stand: 25.6.2015",Laubach-Münster,Jürgen Piwowar,2015,88,,,,,"Piwowar, Jürgen",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
,Die Struwwelpeter-Geschichten in drei Varianten Münsterer Mundart,"1. Auflage, Stand: 25.6.2015",Laubach-Münster,Jürgen Piwowar,2015,86,,,,,"Piwowar, Jürgen",Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,
,Die ungewöhnlichen Untersuchungen des Doktor Yao,,Berlin,L. Gausepohl,2015,346,"Gausepohl, Ludger",,,,,"Krimis, Thriller, Spionage",ger,
,Dütt und datt upp Platt,,Bad Bevensen,C. F. Bautsch,2015,39,"Bautsch, Carl Friedrich",,,,,Erzählende Literatur: Anthologien,ger,
,Einen Sommer lang,,Bad Mergentheim,G. Rübsaat,2015,336,,"Rübsaat, Gitta",,,,Erzählende Literatur: Anthologien,ger,
,Endlich Zeit für Kurzgeschichten rund um die Bahn,,München,"Süddeutsche Zeitung GmbH, SZ Edition",2015,79,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Erzählchen von und mit Adelbert aus Ölkstein-Rotenitz,,Bad Langensalza,Verlag Rockstuhl,2015,,"Manthey, Christine; Manthey, Fred",,,,"Rockstuhl, Harald",Fiktionale Darstellung; Erzählende Literatur,ger,
,Gedichte und Geschichten aus dem Leben in und um Niederwetz,,Schöffengrund-Niederwetz,Heimat- und Kulturverein Niederwetz e. V.,2015,,"Diehl, Margit",,,,,Anthologie; Lyrik,ger,
,Gefangen in der Freiheit,,Göttingen,Jugenhilfe Göttingen,2015,137,,"Haupt, Anja",,,Murat,Erzählende Literatur: Anthologien,ger,
,Gefangen mit Buddha,,Berlin,Mischa Naue ,2015,,"Naue, Mischa",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Geschichten und Gedichte,Aufl. von signierten und nummerierten Ex.,Berlin,Aphaia-Verl.,2015,26,"Kiefer, Peter",,,,"Carbenay, Christophe G.",Lyrik,ger,
,Ge(s)tammelte Verse und Geschichten,,Derendingen,Urs Schaad,2015,189,"Schaad, Urs",,,,,Anthologie; Lyrik,ger,
,"Gezwitschert, gegackert ... un druff gepiffe",1. Auflage,Martinsthal,Ulrike Neradt,2015,92,"Neradt, Ulrike",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Hamburger Sternschnuppen,1. Auflage,Buchholz,meer! Karin Buchholz,2015,17,"Buchholz, Karin",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Heroes - Kurzgeschichten-Sammelband,,Berching,S. Brom,2015,419,"Hunt, Susan B.",,,,,Erzählende Literatur: Anthologien,ger,
,Hinter den Kulissen - wenn Worte zu Geschichten werden,1. Auflage,Berlin,"Medusa Mabuse, c/o Papyrus Autoren-Club, R.O.M. Logicware GmbH",2015,278,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"""Hobelspöh""",,Tägerig,Kurt Oldani,2015,294,"Oldani, Kurt",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Ich schenk dir ein Buch,1. Auflage,Duisburg,"Elke Bockamp ""Tausendundeine Geschichte""",2015,259,,"Bockamp, Elke",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"""Kinder - ihre Welt, ihr Glück, ihr Leid""",,Koblenz,Lotto Rheinland-Pfalz,2015,119,,"Häfner, Jürgen",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Klara Leopoldina Morgengold,Zweite stark veränderte Auflage,Kleingießhübel,Verlag Jürgen Ritschel,2015,46,"Ritschel, Jürgen",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Kleine Geschichten für grosse Leute,,Feldbrunnen,HLV,2015,134,,,,,,,ger,
,Kleine Geschichten für grosse Leute,,Feldbrunnen,HLV,2015,140,,,,,,,ger,
,Krippenfiguren,,,,2015,66,"Pfitzenmaier, Peter",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Kurzgeschichten für unterwegs,,Bad Berlaburg,Manfred B. Heinzelmann,2015,80,"Heinzelmann, Manfred B.",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Laute und Gitarre in der deutschsprachigen Lyrik,,Leipzig,Engelsdorfer Verlag,2015,,,"Dittrich, Raymond",,,,Anthologie; Lyrik,ger,
,Laute und leise Geschichten,,Kleingieshübel,Verlag Jürgen Ritschel,2015,,"Schubert, Ursula",,,,,Anthologie; Gemischte Anthologien,ger,
,Liebeswirren,Jubiläumsausgabe,Stuttgart,Mona Frick,2015,368,,,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Menschenskinder,,Aindling,Edition Trailer Spot - Der Verlag,2015,,"Schmahl, Stefan",,,,,Anthologie; Horror,ger,
,Midnight stories,,Duisburg,Alexa Kim,2015,,"Kim, Alexa",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"Mila, Mira und Marie",2. Auflage,Bad Soden,Ankisch Verlag,2015,264,"Prinz, Walter",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Nebel - Streif - Zug der Literatur 2015,,Neckenmarkt,novum pro,2015,453,,"Bader, Wolfgang",,,,Anthologie; Anthologie,ger,
,O du gnadenreiche Zeit,,Bregenz,Vorarlberg ÖVP,2015,26,,,,,,Anthologie; Gemischte Anthologien,ger,
,"""Oberpfälzer Schmankerln""",,Schwandorf,Stadtarchiv Schwandorf,2015,,,,,,"Stich, Lisl","Anthologie; Humor, Satire",ger,
,Oh!,,Hamburg,Andere Zeiten e.V.,2015,48,,,,,"Camus, Ariane",Erzählende Literatur: Anthologien,ger,
,Osterhasen küsst man nicht,1. Aufl.,Erkerode,H.-D. Vonau,2015,106,"Vonau, Heinz-Dieter",,,,,Erzählende Literatur: Anthologien,ger,
,Pantheon,1. Auflage,Nienhagen,Edition LASENECA,2015,100,"Svenson, Sven",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,"""Polyamoroso"" oder Maries Liebhaber",,Kempten,B. Wolfart,2015,59,"Wolfart, Barbara",,,,,Gemischte Anthologien,ger,
,"Psychologische Gedichte, Monologe, Prosa",,Klagenfurt am Wörthersee,Kriemhilde Natmessing,2015,790,"Natmessnig, Kriemhilde",,,,,Anthologie; Lyrik,ger,
,Quer durchs Leben!,,Borsdorf,edition winterwork,2015,,,,,"Grylla, Ehrentraut",,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Rötha - Geschichten finden Stadt,,Markkleeberg,Kulturbahnhof e.V.,2015,47,,,,,"Schmutz, Ida; Putz, Mandy; Gehrt, Mandy",Anthologie; Erzählende Literatur: Anthologien,ger,
,Sammelband GayLe Stories,,"Babenhausen, Süd-Hessen",Verlag im Institut Drachenhaus,2015,,"Michaels, Adi Mira",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Schreibwettbewerb Telfs,,Telfs,Telfer Kultur- und Bildungsforum,2015,60,,,,,,Anthologie; Gemischte Anthologien,ger,
,Sir Arnold - Detektiv der Vergangenheit,,Babenhausen,Verlag des Instituts Drachenhaus,2015,,"Hamani, Yōko; Michaels, Adi Mira",,,,,"Krimis, Thriller, Spionage",ger,
,Sophia oder Der Anfang aller Geschichten,Lizenzausgabe,Frankfurt am Main,Büchergilde Gutenberg,2015,475,"Schami, Rafik",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
