ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenherz,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
