ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
9783837203936; 9781846989384,Der Soldat Johann Astner & Die Ärztin,,"Frankfurt, M.",Weimarer Schiller-Presse,2009,84,"Breitrainer, Konrad",,,,,,ger,
9783423590815,Die Dame mit dem Hündchen,,München,Dt. Taschenbuch-Verl.,2009,522,"Čechov, Anton Pavlovič",,"Bischitzky, Vera",,,,ger,rus
9783423590815,Die Fürstin,,München,Dt. Taschenbuch-Verl.,2009,482,"Čechov, Anton Pavlovič",,"Bischitzky, Vera",,,,ger,rus
9783886719563,Einfach Weihnachten,,Eschbach/Markgräflerl,Verl. am Eschbach,2009,126,"Bolliger, Max",,,,,,ger,
9783886719563,Einfach Weihnachten,,Eschbach/Markgräflerland,Verl. am Eschbach,2009,126,"Bolliger, Max",,,,,,ger,
9783423590815,In der Sommerfrische,,München,Dt. Taschenbuch-Verl.,2009,499,"Čechov, Anton Pavlovič",,"Bischitzky, Vera",,,,ger,rus
9783931063030,"Viel Leben, wenig Tod",,Spirkelbach,Goroncy,2009,280,"Devise, Jean-Philippe",,,,,,ger,
9783817467914,Weihnachten - die schönsten Lieder und Geschichten,Genehmigte Sonderausg.,München,Compact-Verl.,2009,96,,,,,"Martin, Beate",,ger,
9783980391191,Mit Karl Napf durch Deutschland,,Berlin,Anikkänbrö & Knetemelk,2008,287,"Napf, Karl","Bartholmy, Martin",,,,Anthologie; Anthologie,ger,
9783784334905,Neue Memoiren einer Mistgabel,,Münster,Landwirtschaftsverl.,2008,142,,,,,,,ger,
9783784334905,Neue Memoiren einer Mistgabel,,Münster,Landwirtschaftsverl.,2008,142,,,,,,Anthologie; Anthologie; Erzählende Literatur,ger,
9783765519826,Pitti lächelt und andere Geschichten,,Giessen,Brunnen-Verl.,2008,144,"Siebald, Manfred",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783784350004,Weitere Memoiren einer Mistgabel,,Münster,Landwirtschaftsverl.,2008,148,,,,,,,ger,
9783784350004,Weitere Memoiren einer Mistgabel,,Münster,Landwirtschaftsverl.,2008,148,,,,,,Anthologie; Anthologie; Erzählende Literatur,ger,
9783462040593,Werke,,Köln,Kiepenheuer & Witsch,2008,1086,"Roth, Joseph","Hackert, Fritz",,,,,ger,
9783462040593,Werke,,Köln,Kiepenheuer & Witsch,2008,898,"Roth, Joseph","Hackert, Fritz",,,,,ger,
9783462040593,Werke,,Köln,Kiepenheuer & Witsch,2008,814,"Roth, Joseph","Hackert, Fritz",,,,,ger,
