0
"""Grüne Aue"""
"Brandenburgische Genealogische Ges. ""Roter Adler"""
"Klub Ljubitelja Knjiga ""Majdan"""
"Klub Ljubitelja Knjige ""Majdan"""
"Schreibgruppe ""ausgewundert"""
"Verlag der Brandenburgischen Genealogischen Gesellschaft ""Roter Adler"" e. V."
