"person_id","person_name","debut_year","debut_segment","age_at_debut","under_30"
"P13823","Pulletz, Sandra",2016,"B",35,False
"P13824","Pullwitt, Anja",2017,"OP",33,False
"P13825","Puls, Gerd",2014,"B",65,False
"P13826","Pulsatilla, Ina",2008,"B",37,False
"P13827","Pulver, Sr., Joseph S.",2023,"B",NULL,NULL
"P13830","Pung, Julia",2019,"B",NULL,NULL
"P13833","Puplicks, Dennis",2022,"B",36,False
"P13834","Puppe, Peter",2019,"B",NULL,NULL
"P13835","Purpus, Laila",2023,"B",NULL,NULL
"P13836","Puschkin, Alexander",2022,"B",223,False
"P13837","Puschkin, Alexander Sergejewitsch Пушкин, Александр Сергеевич",2011,"B",212,False
"P13839","Puschner, Valerie",2023,"B",NULL,NULL
"P13840","Puschner, Werner",2023,"B",67,False
"P13841","Puttkammer, Joachim",2008,"B",66,False
"P13842","Putz, Tom Jan",2023,"LZ",26,True
"P13843","Puzio, Veronika",2012,"B",NULL,NULL
"P13844","Puškin, Aleksandr Sergeevič",2011,"B",212,False
"P13845","Pyka, Hans-Gerd",2022,"B",67,False
"P13846","Pyris, Deludis",2011,"B",NULL,NULL
"P13847","Pyris, Pydoctis",2011,"B",NULL,NULL
"P1385","Berthold, Jule",2019,"B",NULL,NULL
"P13850","Pätz, Helmut",2022,"B",NULL,NULL
"P13851","Pätz, Irene",2022,"B",NULL,NULL
"P13854","Pögerl, Hagen A. G.",2008,"B",47,False
"P13855","Pöhl, Gerd",2021,"B",71,False
"P13859","Pöllmann, Renate",2009,"B",45,False
"P1386","Bertini, Hanna",2020,"B",NULL,NULL
"P13860","Pölzl, Margot",2019,"B",65,False
"P13861","Pönnighaus, J. M.",2017,"B",70,False
"P13863","Pörschke, Udo",2012,"B",44,False
"P13864","Pöschl, Walter",2015,"B",84,False
"P13865","Pötter, Bernhard",2014,"B",49,False
"P13866","Pötter, Johanna",2009,"OP",16,True
"P13867","Pöttschke, Tork",2012,"B",32,False
"P13869","Pötzsch, Theres",2021,"B",NULL,NULL
"P1387","Bertold, Hannelore",2021,"B",NULL,NULL
"P13871","Püttjer, Kirsten",2022,"B",NULL,NULL
"P13875","Pützer, Anne M.",2019,"B",NULL,NULL
"P13877","Qiang, Du",2020,"B",NULL,NULL
"P13879","Quaderer, Benjamin",2016,"LW",27,True
"P13883","Quasdorf, Yvonne",2021,"B",NULL,NULL
"P13886","Quast, Ulrike",2018,"B",59,False
"P13887","Quasthoff, Michael",2009,"B",52,False
"P1389","Bertram, Ben",2016,"B",48,False
"P13890","Queen, K.haos",2013,"OP",16,True
"P13892","Queißer, Wolfgang",2009,"B",73,False
"P13893","Queri, Georg",2009,"B",130,False
"P13895","Quest, Christina",2023,"B",NULL,NULL
"P13896","Quester-Brüning, Beate",2021,"B",NULL,NULL
"P13897","Quichotte",2019,"B",36,False
"P13898","Quinke, Sibyl",2021,"B",69,False
"P13899","Quinkenstein, Lothar",2010,"B",43,False
"P139","Ahorn, Felicitas",2020,"B",NULL,NULL
"P13900","Quirin, Anne",2018,"LW",NULL,NULL
"P13901","R ~<3❤️, R ~<3❤️",2021,"OP",NULL,NULL
"P13904","R., Hendrik",2014,"OP",19,True
"P13905","R., Josie",2018,"OP",NULL,NULL
"P13906","R.A.J.F., Dee",2016,"B",NULL,NULL
"P13907","R.G. Fischer Verlag",2021,"B",NULL,NULL
"P13909","Raab, Eggert",2023,"B",NULL,NULL
"P1391","Bertram, Jasper",2009,"B",NULL,NULL
"P13913","Raabe, Ramona",2020,"B",28,True
"P13919","Raaven, C. A.",2020,"B",52,False
"P1392","Bertschi, Hannes",2008,"B",56,False
"P13921","Rabaza, Sonja Sophia",2016,"B",NULL,NULL
"P13924","Rabe, Marion",2008,"B",NULL,NULL
"P13925","Rabe, Rudi",2008,"B",73,False
"P13926","Rabe, Sira",2013,"B",NULL,NULL
"P13928","Raben, Hans-Jürgen",2021,"B",73,False
"P13929","Rabengold, Bita",2023,"B",NULL,NULL
"P13930","Rabengut, Natalie",2014,"B",29,True
"P13931","Rabenstein, Anita",2014,"B",74,False
"P13932","Rabisch, Birgit",2019,"B",66,False
"P13933","Rabl, Bruno",2019,"B",NULL,NULL
"P13934","Rabowski, Rainer",2010,"B",NULL,NULL
"P13935","Rach, Ulrich",2014,"B",67,False
"P13937","Rachlé, Christian Thomas",2013,"B",NULL,NULL
"P13938","Rachowski, Utz",2011,"B",57,False
"P13939","RadBourne, Hannah",2021,"B",NULL,NULL
"P1394","Berus, Jürgen",2021,"B",59,False
"P13940","Radauer, Harald",2021,"B",NULL,NULL
"P13941","Radeleff, Jannis",2020,"B",47,False
"P13944","Rademacher, Miriam",2017,"B",44,False
"P13945","Raderer, Friederike C.",2010,"B",56,False
"P13946","Radermacher, Bettina",2019,"B",NULL,NULL
"P13948","Radermacher, Kerstin",2019,"B",NULL,NULL
"P13949","Radermacher, Marion",2016,"B",53,False
"P13950","Radermacher, Norbert",2023,"B",77,False
"P13951","Radermacher, Regine",2017,"B",67,False
"P13952","Raderschall, Regina",2012,"B",56,False
"P13954","Radičkov, Jordan",2019,"B",90,False
"P13955","Radke, Horst-Dieter",2022,"B",69,False
"P13956","Radke, Sofie",2009,"B",NULL,NULL
"P13957","Radl, Monika",2010,"LZ",34,False
"P13958","Radmacher, Horst",2023,"B",92,False
"P13959","Radoi, Stefan",2023,"B",45,False
"P1396","Berwert, Claudia",2018,"B",NULL,NULL
"P13961","Radulescu, Anna",2015,"B",49,False
"P13962","Raff, Gerhard",2009,"B",63,False
"P13963","Ragger, Gernot",2018,"B",59,False
"P13965","Rahlfs, Gerda",2011,"B",NULL,NULL
"P13968","Raich, Alexander",2014,"B",40,False
"P13969","Raich, Marie-Sophie",2019,"B",NULL,NULL
"P1397","Beseler, Manfred",2022,"B",58,False
"P13970","Raich, Sarah",2021,"B",42,False
"P13971","Raich, Tanja",2015,"LW",29,True
"P13972","Raifura, Daniel",2021,"B",42,False
"P13975","Raimo, Veronica",2017,"B",39,False
"P13977","Raimund, Heidrich",2017,"B",NULL,NULL
"P13978","Rain, Elana",2013,"OP",NULL,NULL
"P13979","Rain, Lucy",2016,"OP",15,True
"P13980","Rainey, Sam",2017,"B",NULL,NULL
"P13981","Rainless, Rei",2009,"OP",17,True
"P13982","Rainy, Sam",2013,"OP",19,True
"P13983","Raizner, Sandra",2018,"B",NULL,NULL
"P13984","Rajcsányi, Alexander",2015,"B",63,False
"P13985","Rajerc, Kessima",2013,"OP",NULL,NULL
"P13986","Rajčić, Dragica",2009,"LW",50,False
"P13988","Rakow, Reinhard",2020,"B",68,False
"P13989","Rakoún, Ulrich",2010,"B",NULL,NULL
"P1399","Besimo, Christian",2017,"B",60,False
"P13990","Rakusa, Ilma",2014,"B",68,False
"P13991","Ramadan, Jasmin",2013,"B",39,False
"P13992","Ramagua, Alicia",2008,"B",NULL,NULL
"P13994","Rambeaud, Katharina",2016,"B",35,False
"P13995","Rambock, Remí",2009,"OP",NULL,NULL
"P13996","Ramin, Anne K.",2018,"B",NULL,NULL
"P13997","Ramirez, Marion-Krista",2013,"B",67,False
"P13999","Raml, Sabine",2010,"LW",37,False
"P14","..., Ein Cooler",2014,"OP",14,True
"P140","Ahr, Isolde",2015,"B",75,False
"P1400","Besser, Wilfried",2015,"B",64,False
"P14004","Rammer, Georg",2013,"B",NULL,NULL
"P14005","Rammstedt, Tilman",2008,"LW",33,False
"P14006","Ramnek, Hugo",2020,"B",60,False
"P14007","Ramonde, Alex",2011,"B",NULL,NULL
"P14008","Ramoser, Carmen",2020,"B",22,True
"P14009","Ramseier, Markus",2009,"B",54,False
"P1401","Best, Kathinka Linnea",2019,"B",NULL,NULL
"P14010","Ramtke, Matthias",2017,"B",27,True
"P14011","Ramírez, Pedro",2022,"B",NULL,NULL
"P14012","Rana, Julia",2019,"B",NULL,NULL
"P14014","Random, Bele",2018,"B",40,False
"P14015","Randt, Leif",2011,"LW",28,True
"P14016","Ranft, Jan",2012,"B",38,False
"P14017","Ranft, Thomas",2023,"B",NULL,NULL
"P1402","Best, Matilda",2022,"B",NULL,NULL
"P14022","Rankl, Renate",2009,"B",49,False
"P14023","Ransmayr, Christoph",2019,"B",65,False
"P14025","Ranzenberger, Henry",2013,"B",NULL,NULL
"P14026","Raouan, Abdessalem",2023,"B",NULL,NULL
"P14027","Raouan, Edith Iman",2023,"B",NULL,NULL
"P14028","Raphael, Eva",2015,"B",78,False
"P14029","Rapka, Monika",2023,"B",NULL,NULL
"P1403","Beth, Coma",2017,"B",NULL,NULL
"P14030","Rapp, Axel",2020,"B",58,False
"P14031","Rapp, Claudia",2019,"B",48,False
"P14032","Rapp, Michael",2018,"B",NULL,NULL
"P14033","Rapp, Sandra",2016,"B",42,False
"P14034","Rappel, Aenne",2023,"B",NULL,NULL
"P14036","Raschke, Angela",2021,"B",NULL,NULL
"P14037","Raschèr, Martin",2012,"B",92,False
"P14038","Rasmussen, Lian",2023,"LW",NULL,NULL
"P14039","Rasp, Andreas",2021,"B",100,False
"P14041","Rast, Tanja",2015,"B",47,False
"P14043","Rat mal, Nadja",2008,"OP",14,True
"P14044","Ratering, Claudia",2012,"B",51,False
"P14045","Ratering, Leonie",2013,"OP",18,True
"P14047","Rath, Hermann",2013,"B",57,False
"P14049","Ratha, Mary",2017,"B",NULL,NULL
"P14051","Rathjen, Lina",2016,"OP",17,True
"P14052","Rathke, Maximilian",2010,"B",71,False
"P14053","Rathmann, Miranda",2016,"B",NULL,NULL
"P14056","Ratio, Basil",2010,"B",NULL,NULL
"P14057","Ratsch, Melissa",2020,"B",33,False
"P14058","Rattay, Helga",2011,"LW",NULL,NULL
"P14059","Ratut, Beile",2015,"B",43,False
"P1406","Betram, Sally",2016,"B",NULL,NULL
"P14060","Ratz, Heinz",2011,"B",43,False
"P14061","Rau, Alexandra",2023,"B",NULL,NULL
"P14065","Rau, Klaus-Joachim",2010,"B",NULL,NULL
"P14067","Rauber, Helmut",2008,"B",63,False
"P14068","Rauch, Kerstin",2023,"B",NULL,NULL
"P1407","Betschart, Hanspeter",2013,"B",62,False
"P14070","Rauch, Marco A.",2022,"B",46,False
"P14071","Rauch, Marianne",2019,"B",NULL,NULL
"P14076","Rauh, Wolfgang",2021,"B",34,False
"P14077","Rauhe, Leif-Erik",2008,"B",NULL,NULL
"P14079","Rauner, Astrid",2020,"B",29,True
"P1408","Bettinger, Martin",2015,"LZ",58,False
"P14080","Raupach, Detlef",2022,"B",65,False
"P14082","Rausch, Bernd",2012,"B",60,False
"P14083","Rausch, Frithjof",2021,"B",73,False
"P14084","Rausch, Regina",2021,"B",NULL,NULL
"P14085","Rausch, Wolf H.",2010,"B",NULL,NULL
"P14087","Rauschtenberger, Dietrich",2009,"B",70,False
"P14088","Rauskolb, Doris",2013,"B",50,False
"P1409","Bettisch, Johannes",2008,"B",76,False
"P14090","Rautenberger, Lilly",2023,"B",NULL,NULL
"P14092","Rautmann, Christian",2016,"B",NULL,NULL
"P14094","Raven, Achim",2019,"B",67,False
"P14095","Raven, Bibi",2023,"OP",33,False
"P14096","Raven, Caroline",2018,"B",NULL,NULL
"P14097","Raven, Lynn",2015,"OP",17,True
"P14098","Raven, Mina",2019,"OP",18,True
"P14099","Raven, Odine",2023,"B",NULL,NULL
"P141","Ahrends, Martin",2020,"LW",69,False
"P1410","Betts, Peter J.",2015,"B",74,False
"P14100","Raven, S. H.",2022,"B",43,False
"P14102","Ravenhill, Toushin",2017,"OP",NULL,NULL
"P14103","Ravensberg, Aaron",2013,"B",NULL,NULL
"P14104","Ray, Ramona",2020,"OP",25,True
"P14107","Re., Ann Katharina",2019,"B",NULL,NULL
"P14108","Read, Mary",2023,"OP",333,False
"P14109","Reb, Johannes",2023,"B",63,False
"P14110","Rebaf, C.-A.",2017,"B",NULL,NULL
"P14111","Rebell, Walter",2014,"B",63,False
"P14113","Reber, Fred",2019,"B",62,False
"P14114","Reber, Roland",2022,"B",68,False
"P14115","Reber, Sabine",2017,"B",47,False
"P14116","Rebetez, Camille",2016,"B",39,False
"P14117","Rebi",2016,"B",NULL,NULL
"P14118","Rebitschek, Frank",2013,"B",56,False
"P14119","Rebner, Robert Christian",2011,"B",60,False
"P1412","Betz, Esther",2017,"B",93,False
"P14120","Rech, Jana Damaris",2018,"B",27,True
"P14121","Reche-Schlichting, Karin",2008,"B",NULL,NULL
"P14122","Rechsteiner, Yves",2016,"B",42,False
"P14126","Reckewitz, Marcus",2008,"B",50,False
"P14130","RedBull, Barbara",2008,"OP",16,True
"P14131","Redacted, Fabian",2016,"OP",21,True
"P14133","Redenius, Hans Tönjes",2008,"B",69,False
"P14135","Redflower, Jaana",2023,"B",NULL,NULL
"P14136","Redfox, Laya",2016,"OP",21,True
"P14137","Redhead, Anke",2016,"B",58,False
"P14138","Redheart, Lilly",2021,"B",NULL,NULL
"P14139","Reding, Josef",2020,"B",91,False
"P1414","Betz, Sarah",2023,"B",NULL,NULL
"P14143","Redlin, Thorsten",2017,"B",60,False
"P14144","Redmann, Karsten",2015,"LW",42,False
"P14145","Redmann, Kathrina",2019,"B",73,False
"P14148","Redweik, Britta",2023,"B",NULL,NULL
"P14149","Redzich, Marion",2019,"B",59,False
"P14150","Reed, Dou",2021,"OP",NULL,NULL
"P14151","Reeh, Barbara",2009,"B",65,False
"P14155","Reese, Ruby Tyler",2021,"B",NULL,NULL
"P14156","Reeve, Kimmy",2016,"B",NULL,NULL
"P14157","Regber, Holger",2010,"B",49,False
"P14158","Regeha, Susannah",2016,"OP",NULL,NULL
"P14159","Regel, Marius G.",2011,"B",73,False
"P14160","Regen, Sunny",2016,"B",NULL,NULL
"P14161","Regenass, René",2011,"B",76,False
"P14162","Regier, Ana Maria",2016,"OP",20,True
"P14163","Regitz, Brigitte",2018,"B",72,False
"P14165","Regnery, Thomas",2023,"B",54,False
"P14166","Rehak, Janika",2022,"B",NULL,NULL
"P14167","Rehbein, Gertrud",2011,"B",91,False
"P14168","Rehfeld, Damian O.",2023,"B",NULL,NULL
"P14169","Rehlinghaus, Chr.",2009,"LW",NULL,NULL
"P1417","Beuchert, Helena",2020,"B",70,False
"P14172","Rehmann, Horst",2008,"B",65,False
"P14173","Rehmann, Juliane",2016,"B",NULL,NULL
"P14174","Rehmann, Ruth",2017,"B",95,False
"P14175","Rehn, Heinz",2015,"B",81,False
"P14176","Rehra, Isabel",2023,"B",NULL,NULL
"P14177","Rehrmann, Nicole",2020,"B",NULL,NULL
"P1418","Beuchert, Karsten",2009,"B",44,False
"P14183","Reich, Stephan",2020,"OP",NULL,NULL
"P14188","Reichardt, Carlos",2011,"B",84,False
"P14189","Reichardt, Ellen Felicitas",2013,"B",75,False
"P1419","Beuschel, Jürgen",2021,"B",75,False
"P14190","Reichardt, Heinz",2015,"B",NULL,NULL
"P14193","Reiche, Egon",2008,"B",79,False
"P14196","Reichel, Rebecca",2018,"B",NULL,NULL
"P14199","Reichelt, Heiderose",2008,"B",66,False
"P14200","Reichelt, Herbert",2018,"B",67,False
"P14202","Reichelt, Jutta",2009,"LW",NULL,NULL
"P14203","Reichelt, Rocco",2021,"B",NULL,NULL
"P14204","Reichelt, Tom",2021,"B",20,True
"P14205","Reichelt, Uwe J. M.",2009,"B",NULL,NULL
"P14206","Reichert, Ananda Dagmar",2016,"B",NULL,NULL
"P14207","Reichert, Andrea",2010,"LW",40,False
"P14208","Reichert, Philipp",2022,"B",NULL,NULL
"P14209","Reichert, Susanne",2023,"B",NULL,NULL
"P1421","Beutler, Maja",2009,"B",73,False
"P14210","Reicherts, Michael",2022,"B",72,False
"P14211","Reichhardt, Erika",2018,"B",80,False
"P14212","Reichinger, Ilse",2019,"B",NULL,NULL
"P14213","Reichl, Eva",2022,"B",52,False
"P14214","Reichl, Veronika",2023,"B",50,False
"P14215","Reichlin, Marta",2017,"B",NULL,NULL
"P14217","Reicho, Christoph",2018,"B",34,False
"P14218","Reichow, Denise",2022,"B",NULL,NULL
"P14219","Reick, Walter",2017,"B",NULL,NULL
"P14220","Reicke, Maximilian",2018,"B",NULL,NULL
"P14221","Reidel, Ingrid",2019,"B",59,False
"P14222","Reider, Katja",2022,"B",62,False
"P14223","Reifenstahl, Sabine",2019,"B",NULL,NULL
"P14224","Reiff, Isabelle",2023,"B",55,False
"P14225","Reiff, Lea",2017,"B",NULL,NULL
"P14226","Reike, Jutta",2016,"B",NULL,NULL
"P14228","Reiling, Werner",2017,"B",NULL,NULL
"P14229","Reilly, Renee",2021,"B",NULL,NULL
"P1423","Beutler-Prahm, Bettina",2016,"LW",NULL,NULL
"P14230","Reim, Ulrike M.",2014,"B",NULL,NULL
"P14231","Reimann, Astrid",2021,"B",60,False
"P14234","Reimann, Jens-Karsten",2009,"B",47,False
"P14235","Reimann, Lisa Madita",2020,"B",NULL,NULL
"P14236","Reimeier, Karl-Heinz",2021,"B",72,False
"P14237","Reimer, Astrid",2020,"B",64,False
"P14238","Reimer, David",2022,"B",NULL,NULL
"P14239","Reimers, Lutz",2022,"B",76,False
"P1424","Beutlin, Robin",2008,"OP",NULL,NULL
"P14241","Reimnitz, Jens",2020,"B",NULL,NULL
"P14242","Rein, Gisela",2016,"B",78,False
"P14243","Reinartz, Maria",2018,"B",NULL,NULL
"P14244","Reinartz, Marion",2017,"B",NULL,NULL
"P14245","Reinboth, Gudrun",2011,"B",68,False
"P14246","Reinecke-Altenau, Karl",2020,"B",135,False
"P14248","Reinecker, Herbert",2008,"B",94,False
"P14249","Reinecker, Wolfgang",2010,"B",68,False
"P14250","Reinemann, Dalina",2018,"B",NULL,NULL
"P14251","Reinen, Peter",2023,"B",NULL,NULL
"P14253","Reinhard, Conny",2014,"B",39,False
"P14254","Reinhard, Kurt",2008,"B",68,False
"P14258","Reinhardt, Jörg",2008,"B",54,False
"P14261","Reinhold, Ingeborg",2022,"B",71,False
"P14262","Reinhold, Laura",2016,"B",NULL,NULL
"P14263","Reinhold, Olivia",2016,"OP",NULL,NULL
"P14264","Reinhold, Peter",2020,"B",73,False
"P14265","Reinisch, Rainer",2020,"B",87,False
"P14266","Reinker, Ulrike",2014,"B",49,False
"P14267","Reinmuth, Titus",2021,"B",56,False
"P1427","Bewernitz, Doris",2015,"B",55,False
"P14270","Reinthaler, Doris",2008,"B",53,False
"P14271","Reinwald, Katja",2019,"B",NULL,NULL
"P14273","Reinöhl, Christian",2018,"B",41,False
"P14274","Reischke, Tim",2017,"B",29,True
"P14277","Reisecker, Franz",2023,"B",NULL,NULL
"P14278","Reiser, Alexander",2009,"B",47,False
"P14279","Reiser, Susi",2013,"OP",27,True
"P14280","Reisinger, Jovana",2020,"B",31,False
"P14281","Reiss, Maria",2020,"B",NULL,NULL
"P14282","Reister, Juliane",2021,"B",NULL,NULL
"P14284","Reitböck, Thomas",2009,"B",45,False
"P14285","Reitemeier, Jürgen",2016,"B",59,False
"P14287","Reiter, Christine",2022,"B",67,False
"P14288","Reiter, Ewald",2015,"B",60,False
"P14289","Reiter, Hans",2018,"B",74,False
"P1429","Bey, Kirsten",2011,"B",43,False
"P14290","Reith, Elisabeth",2021,"B",NULL,NULL
"P14291","Reitinger, Gerhard",2013,"B",54,False
"P14294","Reitmeier, Edi",2016,"B",72,False
"P14295","Reitmeier, Henner",2009,"B",59,False
"P14296","Reitter, Bastian",2019,"B",NULL,NULL
"P14297","Reitz, Catrin",2019,"B",NULL,NULL
"P14299","Reitz, Kathrin",2012,"B",50,False
"P143","Ahrens, Dietmar",2023,"B",NULL,NULL
"P1430","Bey, Tristan von der",2010,"B",32,False
"P14300","Reizenstein, Ida",2017,"B",NULL,NULL
"P14301","Reiß, Charlie",2023,"B",NULL,NULL
"P14303","Reißer, J.",2020,"B",NULL,NULL
"P14304","Reißmann, Carlo",2017,"B",48,False
"P14305","Rejkiku, Xaylie S. S. A.",2013,"OP",15,True
"P14309","Relling, Raiko",2016,"B",NULL,NULL
"P1431","Beyer, Bernd",2012,"B",57,False
"P14310","Relsch, Reiner",2013,"B",NULL,NULL
"P14311","Relsmaw, Nirak",2009,"B",NULL,NULL
"P14312","Reltir, C.R.",2022,"B",NULL,NULL
"P14313","Remarque, Erich Maria",2014,"B",116,False
"P14314","Rembe, Minna Maria",2022,"B",73,False
"P14315","Remmert, Anna",2017,"B",NULL,NULL
"P14316","Remmert, Jonas",2016,"B",NULL,NULL
"P14317","Rempp, Raquel",2017,"B",NULL,NULL
"P14318","Ren, Shiro",2014,"OP",NULL,NULL
"P14319","Renard, Maurice",2020,"B",145,False
"P1432","Beyer, Birgit",2021,"B",52,False
"P14321","Renate, Behr",2017,"B",63,False
"P14322","Rend, Bibi",2015,"B",NULL,NULL
"P14324","Renders, Joost",2020,"B",58,False
"P14328","Reniers, Annie",2010,"B",69,False
"P14329","Renk, Anni",2010,"B",69,False
"P14330","Renk, Tobias",2016,"B",NULL,NULL
"P14331","Renk, Ulrike",2011,"B",44,False
"P14333","Rennebaum, Wilhelm",2020,"B",74,False
"P14334","Renneberg (illustration), Daniela",2023,"B",NULL,NULL
"P14336","Renner, Ulrike",2016,"B",NULL,NULL
"P14338","Renninghaus, Marie",2023,"B",64,False
"P14339","Rennollet, Pia",2023,"B",57,False
"P1434","Beyer, Claire",2016,"B",69,False
"P14340","Renoldner, Andreas",2012,"B",55,False
"P14341","Renoldner, Klemens",2008,"B",55,False
"P14342","Rensberg-Umbach, Susanne",2023,"B",NULL,NULL
"P14343","Rensmann, Nicole",2009,"B",39,False
"P14344","Rentz, Andreas",2013,"B",NULL,NULL
"P14347","Resch, Gabriele",2020,"B",NULL,NULL
"P1435","Beyer, Dieter",2015,"B",75,False
"P14350","Reschika, Richard",2023,"B",61,False
"P14352","Reschke, Karin",2021,"B",81,False
"P14353","Rescue, Robert",2017,"B",48,False
"P14354","Reseterits, Peter",2011,"B",NULL,NULL
"P14355","Rest, Franco",2016,"B",74,False
"P14356","Rest-Hartjes, Gisela",2016,"B",74,False
"P14358","Rethwisch, Felicitas",2009,"B",48,False
"P14359","Retter, Kurt",2018,"B",NULL,NULL
"P14360","Retter, Timm",2008,"B",NULL,NULL
"P14362","Reuber, Maria",2021,"B",NULL,NULL
"P14363","Reuel, Janne",2023,"B",NULL,NULL
"P14364","Reul, Christian",2016,"B",NULL,NULL
"P14365","Reul, Jürgen",2017,"B",61,False
"P14366","Reul-Kallenberg, Victoria Elisabeth (Vicky)",2011,"OP",21,True
"P14368","Reusch, Christa",2018,"B",52,False
"P14369","Reusser, Silvia",2022,"LW",NULL,NULL
"P1437","Beyer, Hildegard",2017,"B",90,False
"P14370","Reuter, Gisela",2011,"B",58,False
"P14372","Reuter, Matthias",2013,"B",37,False
"P14373","Reuter, Peter",2022,"B",NULL,NULL
"P14374","Reuter, Uwe",2015,"B",NULL,NULL
"P14375","Reuter, Wolf",2023,"B",80,False
"P14378","Reuther, Marianne",2012,"B",83,False
"P14379","Reutterer, Peter",2014,"B",58,False
"P1438","Beyer, Marcel",2020,"B",55,False
"P14380","Reuß, Jule",2021,"B",NULL,NULL
"P14381","Reventlow, Franziska zu",2011,"B",140,False
"P14382","Revers, Andrea",2017,"B",56,False
"P14383","Reves, Desdemona",2014,"OP",13,True
"P14385","Rex, Marina",2021,"OP",31,False
"P14386","RexX, Ricarda C.",2016,"B",NULL,NULL
"P14387","Rey, Anton",2017,"B",65,False
"P14388","Rey, Karl",2017,"B",NULL,NULL
"P14389","Reyer, Sophie",2016,"B",32,False
"P1439","Beyer, Martin",2009,"B",NULL,NULL
"P14392","Rezzori, Gregor von",2011,"B",97,False
"P14393","Reß, Alessandra",2015,"B",26,True
"P14394","Rhani, Rosa",2021,"B",NULL,NULL
"P14395","Rhapsody, Bohemian",2014,"OP",NULL,NULL
"P14396","Rhein, Norbert",2013,"B",62,False
"P14397","Rheinhardt, Emil Alphons",2021,"B",132,False
"P14398","Rhodes, Anna K.",2023,"B",NULL,NULL
"P1440","Beyer, Selina",2021,"OP",27,True
"P14401","Rhoot, R.",2023,"B",NULL,NULL
"P14402","Ribnitz, Hans Hermann",2014,"B",64,False
"P14403","Ricard, Kristin",2016,"OP",NULL,NULL
"P14404","Ricci, Luca",2008,"B",34,False
"P14405","Rice, Craig",2022,"B",114,False
"P14408","Richardson, MAurice",2023,"B",NULL,NULL
"P14409","Richardsøn, Samuel",2014,"B",NULL,NULL
"P1441","Beyerl, Beppo",2023,"B",68,False
"P14412","Richmond, Justin",2009,"OP",17,True
"P14413","Richner, Mirjam",2016,"B",28,True
"P14414","Richter, Adriane",2023,"B",NULL,NULL
"P14415","Richter, Alexander",2011,"B",62,False
"P14416","Richter, Alexandra",2023,"B",NULL,NULL
"P14419","Richter, Anne",2012,"B",39,False
"P1442","Beyerlein, Nina",2016,"B",NULL,NULL
"P14420","Richter, Caroline",2018,"B",NULL,NULL
"P14422","Richter, Danny",2021,"B",NULL,NULL
"P14425","Richter, Gerhard",2021,"B",57,False
"P14427","Richter, Günther",2011,"B",69,False
"P14428","Richter, Hans Werner",2008,"B",100,False
"P14429","Richter, Heinz Willi",2009,"B",69,False
"P1443","Beylouny, Julia",2017,"B",37,False
"P14431","Richter, Klaus",2020,"B",77,False
"P14432","Richter, Lena",2022,"B",NULL,NULL
"P14433","Richter, Linde",2021,"B",NULL,NULL
"P14435","Richter, Manfred K.",2017,"B",NULL,NULL
"P14436","Richter, Markus",2020,"B",NULL,NULL
"P14439","Richter, Susanne",2022,"B",NULL,NULL
"P1444","Bez, Sina",2020,"B",NULL,NULL
"P14441","Richter-Rauch, Sabine",2012,"B",NULL,NULL
"P14442","Richtzenhain, Jürgen",2013,"B",73,False
"P14443","Richwood, Josie",2023,"B",NULL,NULL
"P14444","Rick, Karin",2019,"B",64,False
"P14445","Rickards, J. C.",2023,"B",30,False
"P14446","Rickelt, Michael",2023,"B",78,False
"P14448","Rickling, Matthias",2017,"B",51,False
"P1445","Bezug, Klara",2019,"B",NULL,NULL
"P14450","Riebe, Harald",2008,"B",85,False
"P14451","Riebe, Xenia Marita",2023,"B",66,False
"P14452","Riebel, Ben",2016,"B",NULL,NULL
"P14454","Riebl, Gynther",2010,"B",47,False
"P14456","Rieck, Heide",2019,"B",78,False
"P14457","Rieck, Julia Anna",2023,"B",NULL,NULL
"P14458","Ried, Inge",2015,"B",54,False
"P14459","Riede, Jens",2014,"B",45,False
"P1446","Bhattacharyya, Barin",2023,"B",56,False
"P14460","Riedel, Gerhard",2011,"B",79,False
"P14461","Riedel, Jessica",2017,"B",NULL,NULL
"P14462","Riedel, Liselotte",2010,"B",73,False
"P14464","Riedelbauch, Günter",2018,"OP",69,False
"P14465","Riedell, Amelie",2022,"B",NULL,NULL
"P14466","Rieder, Ina",2021,"B",NULL,NULL
"P14467","Rieder, Katharina",2022,"B",42,False
"P14469","Riederer, Reinhold",2023,"B",NULL,NULL
"P14470","Riedermann, Kai",2022,"B",NULL,NULL
"P14471","Riediger, Günter",2014,"B",83,False
"P14473","Riedl, Hans",2017,"B",70,False
"P14476","Riedman, Tara",2020,"B",NULL,NULL
"P14477","Riedmüller, Christopher",2017,"B",NULL,NULL
"P14478","Riedo, Dominik",2018,"B",44,False
"P14479","Rief-Mohs, Gabriele",2010,"B",57,False
"P1448","Biakowski, André",2014,"B",34,False
"P14481","Rieger, Barbara",2020,"B",NULL,NULL
"P14482","Rieger, Christine",2019,"B",46,False
"P14485","Rieger, Gisela",2013,"B",45,False
"P14486","Rieger, Jolan",2008,"B",77,False
"P14489","Rieger, Miriam",2017,"B",NULL,NULL
"P14490","Rieger, Patricia",2016,"B",51,False
"P14493","Riegg, Harald",2014,"B",59,False
"P14494","Riehemann, Renate Maria",2021,"B",66,False
"P14496","Riek, Olli",2020,"B",39,False
"P14497","Rieken, Dieter",2021,"B",59,False
"P14498","Rieker, Heinrich",2010,"B",85,False
