"person_id","person_name","debut_year","debut_segment","age_at_debut","under_30"
"P10","-minu",2021,"B",NULL,NULL
"P100","Adler, Eckhard",2010,"B",70,False
"P1000","Bayne, Roswitha",2014,"B",NULL,NULL
"P10000","Laforet, Amrei",2021,"B",NULL,NULL
"P10001","Laforge, Emilia",2023,"B",38,False
"P10002","Lafrentz, Manfred",2020,"B",63,False
"P10003","Laftsidis-Krüger, Maria",2015,"B",51,False
"P10005","Lagerlöf, Selma",2020,"B",162,False
"P10006","Lagerpusch, Peer",2008,"B",25,True
"P10007","Lagowski, Mona",2010,"B",NULL,NULL
"P10008","Lahayne, Olaf",2021,"B",53,False
"P10009","Laher, Ludwig",2012,"B",57,False
"P1001","Bayraktar, Mesut",2020,"B",30,False
"P10010","Lahn, Heiner",2023,"B",NULL,NULL
"P10011","Laib-Jasinski, Christa",2018,"B",NULL,NULL
"P10012","Lal, Ruth Durga",2010,"B",56,False
"P10013","Lalie, Noelie",2016,"B",49,False
"P10014","Laloi, Eleonore",2021,"B",83,False
"P10015","Laloi, Josephine",2021,"B",NULL,NULL
"P10017","Lambert, Bethany",2021,"B",NULL,NULL
"P10018","Lambert, Claudia",2017,"B",NULL,NULL
"P10021","Lamberts, Brigitte",2021,"B",61,False
"P10023","Lamberty, Rhonda",2022,"B",51,False
"P10024","Lamboury, Stefan",2017,"B",NULL,NULL
"P10025","Lamers, Monika",2017,"B",76,False
"P10026","Lamm, Rita",2012,"B",46,False
"P10029","Lammers, Jan",2022,"B",50,False
"P1003","Bazyar, Shida",2021,"LZ",33,False
"P10030","Lammers, Stefan",2020,"B",NULL,NULL
"P10031","Lammert, Margit",2018,"B",NULL,NULL
"P10032","Lammert, Sabina",2019,"B",NULL,NULL
"P10033","Lamminger, Hans",2008,"B",NULL,NULL
"P10034","Lammla, Jens",2023,"B",NULL,NULL
"P10035","Lammla, Uwe",2021,"B",60,False
"P10036","Lamolla, Simone",2023,"B",NULL,NULL
"P10038","Lamour, Poppy",2023,"B",NULL,NULL
"P10039","Lampart, Michael",2017,"B",47,False
"P1004","Başargan, Özdemir",2012,"B",77,False
"P10040","Lampe, Roland",2009,"B",50,False
"P10044","Lamprecht, Maria-Ilona",2016,"B",77,False
"P10046","Lanatowitz, Anke",2009,"B",41,False
"P10047","Lancester, Peter",2018,"B",58,False
"P10049","Landahl, Stefanie",2019,"B",NULL,NULL
"P1005","Beardsley, Aubrey",2019,"B",147,False
"P10050","Landau, Horst",2019,"B",82,False
"P10051","Landeck, Rainer",2015,"B",64,False
"P10052","Landerl, Christina Maria",2022,"B",43,False
"P10053","Landerl, Peter",2010,"B",36,False
"P10054","Landes, Cora",2009,"OP",NULL,NULL
"P10056","Landgraf, Michael",2022,"B",61,False
"P10057","Landhausen, Peter",2012,"B",NULL,NULL
"P10059","Landmann, Bettina",2018,"B",NULL,NULL
"P10060","Landmann, Salcia",2011,"B",100,False
"P10062","Landmesser, Alfred",2013,"B",NULL,NULL
"P10064","Landschoof, Uwe",2021,"B",86,False
"P10065","Landsgesell, Hans",2018,"B",89,False
"P10066","Landt, Jürgen",2018,"B",61,False
"P10068","Lanfranconi, Katharina",2010,"LW",62,False
"P10069","Lang, Ana",2013,"B",67,False
"P10070","Lang, Anette",2012,"B",34,False
"P10071","Lang, Anita",2022,"B",NULL,NULL
"P10072","Lang, Elmy",2010,"B",89,False
"P10074","Lang, Josephine",2020,"B",NULL,NULL
"P10076","Lang, Kajo",2008,"B",49,False
"P10077","Lang, Karin",2012,"B",NULL,NULL
"P10079","Lang, Mara",2016,"B",46,False
"P1008","Beaulieu, Roger de",2010,"B",NULL,NULL
"P10080","Lang, Martin",2010,"B",131,False
"P10081","Lang, Matthias",2010,"B",NULL,NULL
"P10082","Lang, Noriko",2023,"B",NULL,NULL
"P10083","Lang, Sibylle",2014,"B",53,False
"P10085","Lang, Thomas",2016,"B",NULL,NULL
"P10086","Lang, Tobias Andreas-Marcus",2017,"B",44,False
"P10088","Lang, Waltraut",2016,"B",NULL,NULL
"P10089","Langbecker, Sara",2017,"B",NULL,NULL
"P10091","Langbein, Florian",2020,"B",NULL,NULL
"P10092","Lange, Alexander",2012,"B",NULL,NULL
"P10093","Lange, Bernd-Lutz",2016,"B",72,False
"P10095","Lange, Christian",2016,"B",NULL,NULL
"P10097","Lange, Hannes",2011,"B",57,False
"P10098","Lange, Hartmut",2008,"LZ",71,False
"P10099","Lange, Helge",2023,"B",NULL,NULL
"P101","Adler, H. G.",2016,"B",106,False
"P1010","Bechberger, Harald",2019,"B",67,False
"P10100","Lange, Horst",2012,"B",108,False
"P10101","Lange, Johannes",2010,"B",NULL,NULL
"P10102","Lange, Jürgen",2023,"B",NULL,NULL
"P10104","Lange, Kerstin",2021,"B",NULL,NULL
"P10105","Lange, Kristin",2016,"B",NULL,NULL
"P10107","Lange, Marion",2016,"B",55,False
"P10108","Lange, Marko",2019,"B",49,False
"P1011","Becher, Matthias",2020,"B",61,False
"P10110","Lange, Matthias",2023,"B",NULL,NULL
"P10111","Lange, Michael Johannes B.",2017,"B",NULL,NULL
"P10113","Lange, Roland",2023,"B",69,False
"P10114","Lange, Rolf",2010,"LW",NULL,NULL
"P10116","Lange, Valeska",2019,"B",82,False
"P10117","Lange, Vanessa",2017,"B",16,True
"P10118","Lange, Wilfredo",2009,"B",NULL,NULL
"P10119","Lange, Wolfgang",2018,"B",76,False
"P10124","Langenbacher, Elmar",2023,"B",56,False
"P10125","Langenberg, Eva-Maria",2008,"B",82,False
"P10126","Langenberg, Günter",2023,"B",71,False
"P10127","Langenberger, Gerhard",2011,"B",NULL,NULL
"P1013","Bechert, Sue",2018,"B",NULL,NULL
"P10130","Langenscheid, Adrian",2021,"B",44,False
"P10132","Langer, Gerhard",2023,"B",63,False
"P10133","Langer, Herbert",2013,"B",NULL,NULL
"P10136","Langer, Michael Johannes B.",2023,"B",NULL,NULL
"P10138","Langer-Aßmann, Gudrun",2023,"B",86,False
"P10140","Langkath, Angela",2013,"B",70,False
"P10142","Langs, Ines",2011,"B",31,False
"P10143","Langthaler, Hilde",2010,"B",71,False
"P10145","Lanz, Arnold H.",2019,"B",74,False
"P10146","Laos, Aino",2018,"B",52,False
"P10149","Lappert, Simone",2012,"LZ",27,True
"P1015","Bechstein, Susanne",2011,"B",NULL,NULL
"P10150","Laprell, Annabelle",2022,"B",22,True
"P10151","Lara, Niggemeier",2019,"B",NULL,NULL
"P10152","Larbi, Nadja",2020,"B",NULL,NULL
"P10153","Lardon, Thomas",2023,"B",69,False
"P10155","Larix, Hannah",2016,"B",NULL,NULL
"P10156","Laroche, Jutta",2016,"B",67,False
"P10158","Larsson, Jette",2018,"B",NULL,NULL
"P10160","Larsson, Laura",2019,"B",30,False
"P10163","Lasartschuk, Andrej",2023,"B",NULL,NULL
"P10166","Lash, Larry",2021,"B",NULL,NULL
"P10168","Lask, Betty",2016,"B",NULL,NULL
"P10169","Lasker-Berlin, Amanda",2016,"LW",22,True
"P1017","Bechtolsheimer, Heinrich",2012,"B",144,False
"P10170","Lasker-Schüler, Else",2021,"B",152,False
"P10172","Laspe, Hubert",2022,"B",NULL,NULL
"P10173","Lasselsberger, Rudolf",2011,"B",55,False
"P10176","Latz, Laura",2023,"B",NULL,NULL
"P10177","Lau, Eckhard",2011,"B",68,False
"P10178","Lau, Manfred",2008,"B",83,False
"P1018","Beci, Veronika",2023,"B",57,False
"P10180","Laubach, Susi",2016,"B",NULL,NULL
"P10181","Laube, Cosima",2019,"B",NULL,NULL
"P10182","Laube, Heinz S.",2012,"B",NULL,NULL
"P10183","Lauche, Walter",2011,"B",72,False
"P10184","Lauck, Hartwig",2013,"B",54,False
"P10185","Laudenbach, Gabriele",2014,"B",NULL,NULL
"P10187","Laue, Hans Joachim",2018,"B",75,False
"P10189","Lauenroth, Frank",2022,"B",59,False
"P10190","Lauer, Andrea",2022,"B",NULL,NULL
"P10193","Lauer, Eberhardt",2021,"B",75,False
"P10194","Lauer, Johannes",2023,"B",NULL,NULL
"P10195","Lauerer, Toni",2013,"B",54,False
"P10196","Lauerskreuz, Urban von",2021,"B",NULL,NULL
"P10197","Laufenberg, Walter",2010,"B",75,False
"P102","Adler, Hans",2011,"B",NULL,NULL
"P1020","Beck, Albin",2013,"B",78,False
"P10200","Laufer, Anke",2012,"B",47,False
"P10201","Laufeyson, Harley",2017,"OP",19,True
"P10202","Laufeyson, Lodur",2011,"OP",18,True
"P10203","Laufeyson, Marry",2010,"OP",21,True
"P10204","Lauffer, Sabine",2019,"B",NULL,NULL
"P10206","Laun, Andreas",2014,"B",72,False
"P10207","Launer, Anton",2014,"B",42,False
"P10208","Laura, Gödel",2019,"B",NULL,NULL
"P10209","Laurel, C.B.",2017,"B",NULL,NULL
"P1021","Beck, Anton",2018,"B",22,True
"P10210","Laurie, André",2020,"B",176,False
"P10211","Lauriel, Angelika",2020,"B",53,False
"P10212","Lauschke, Helmut",2008,"B",74,False
"P10214","Lautenbach, Doris",2017,"B",NULL,NULL
"P10215","Lauter, Dietrich",2020,"B",69,False
"P10216","Lauterbach, Jörg Thomas",2008,"B",47,False
"P10217","Lauterer, Heide-Marie",2008,"B",56,False
"P10218","Lauth, Hans Günther",2020,"B",68,False
"P10219","Lauwers, Jan",2008,"B",51,False
"P10221","Lauxmann, Frieder",2023,"B",NULL,NULL
"P10222","Lavant, Christine",2015,"B",100,False
"P10223","Lavater, Lukas",2008,"B",42,False
"P10224","Lavin, Patrizia",2017,"B",NULL,NULL
"P10225","Lavizzari, Alexandra",2010,"B",57,False
"P10226","Lawaai, Chris*",2021,"B",NULL,NULL
"P10227","Lawaczeck, A.",2020,"B",NULL,NULL
"P10228","Lawaczeck, Axel",2023,"B",54,False
"P10229","Lawall, Finja",2021,"B",43,False
"P1023","Beck, Davina",2018,"B",NULL,NULL
"P10230","Lawall, Georg",2011,"B",59,False
"P10231","Lawens, Christine",2019,"B",55,False
"P10232","Lawliet ♡, Lara",2015,"OP",14,True
"P10233","Lawliet, Alue",2012,"OP",17,True
"P10236","Lawson, Josie",2022,"OP",14,True
"P10239","Laylak, Mikuwara",2014,"OP",15,True
"P1024","Beck, Emmi",2010,"B",71,False
"P10240","Laymon, Richard",2018,"B",71,False
"P10241","Layrimae, Minzenschweif",2013,"OP",13,True
"P10243","Lazarowicz, Dodo",2016,"B",NULL,NULL
"P10245","Laznia, Elke",2022,"B",48,False
"P10246","Laß, Anna",2020,"B",NULL,NULL
"P10247","Laß, Michael",2017,"B",NULL,NULL
"P10249","Laßwitz, Kurd",2008,"B",160,False
"P1025","Beck, Florian",2008,"B",NULL,NULL
"P10251","Le Queux, William",2023,"B",159,False
"P10252","LeCato, Kylerean",2008,"OP",28,True
"P10254","Lea, Meckel",2019,"B",NULL,NULL
"P10255","Leander, Greta",2015,"B",NULL,NULL
"P10256","Leandro, Talina",2022,"B",NULL,NULL
"P10258","Leber, Rosa",2018,"B",NULL,NULL
"P10259","Leberl, Ferri",2019,"B",44,False
"P1026","Beck, John F.",2021,"B",NULL,NULL
"P10260","Lebois, Ana",2020,"B",NULL,NULL
"P10261","Lebos, Christina",2009,"B",NULL,NULL
"P10262","Lechleitner, Norbert",2012,"B",NULL,NULL
"P10263","Lechleitner, Walter",2011,"B",80,False
"P10264","Lechler, Peter",2015,"B",65,False
"P10266","Lechner, Martin",2016,"B",42,False
"P10267","Lechner, Odilo",2017,"B",86,False
"P10268","Leder, Werner",2009,"B",70,False
"P10269","Lederer, Nicholas",2023,"B",NULL,NULL
"P1027","Beck, Klaus",2008,"B",NULL,NULL
"P10270","Ledermann, Karin",2016,"B",57,False
"P10271","Ledermann, Philippe Daniel",2016,"B",72,False
"P10273","Ledoux, Apolline",2021,"B",NULL,NULL
"P10274","Lee, Ji Yong",2010,"OP",16,True
"P10276","Lee, Min Jee",2017,"OP",NULL,NULL
"P10277","Lee, Sarah",2010,"B",NULL,NULL
"P10280","Leeb, Root",2013,"B",58,False
"P10282","Leed, Achim",2022,"B",NULL,NULL
"P10284","Leers, Günter",2019,"B",NULL,NULL
"P10285","Leevje, Lena",2014,"B",NULL,NULL
"P10288","Lege, Bettina",2023,"OP",NULL,NULL
"P10289","Legrand, A. T.",2022,"B",NULL,NULL
"P1029","Beck, Lilly M.",2022,"B",NULL,NULL
"P10290","Lehberg, Tibor",2017,"B",NULL,NULL
"P10291","Leheta, Jasmin",2008,"B",46,False
"P10292","Lehmacher, Georg",2011,"B",49,False
"P10293","Lehman, Ben",2016,"B",NULL,NULL
"P10294","Lehmann, Andreas",2016,"B",39,False
"P10295","Lehmann, Christel",2013,"B",70,False
"P10298","Lehmann, Johannes von",2008,"B",NULL,NULL
"P10299","Lehmann, Jutta",2020,"B",NULL,NULL
"P1030","Beck, Mary Achieng",2011,"B",23,True
"P10300","Lehmann, Karl",2017,"B",81,False
"P10301","Lehmann, Martin",2008,"B",36,False
"P10302","Lehmann, Matthis",2015,"B",NULL,NULL
"P10304","Lehmann, Michael",2020,"B",NULL,NULL
"P10305","Lehmann, Reto",2013,"B",NULL,NULL
"P10306","Lehmann, Sebastian",2014,"B",32,False
"P10307","Lehmann, Susanne",2022,"B",NULL,NULL
"P1031","Beck, Sven",2023,"B",46,False
"P10310","Lehn, Isabelle",2020,"B",41,False
"P10311","Lehn, Julia",2016,"B",NULL,NULL
"P10312","Lehner, Aleksander",2018,"B",NULL,NULL
"P10314","Lehner, Christian",2020,"LZ",NULL,NULL
"P10315","Lehner, Maria",2022,"B",68,False
"P10318","Lehnert, Charly",2019,"B",81,False
"P10319","Lehnert, Oliver",2023,"B",NULL,NULL
"P1032","Beck, Theo",2008,"B",NULL,NULL
"P10322","Lehr, Thomas",2018,"LZ",61,False
"P10324","Leiber, Svenja",2010,"B",35,False
"P10326","Leibrock, Felix",2022,"B",62,False
"P10327","Leicht, Alexandra",2016,"B",NULL,NULL
"P10328","Leicht, Christina",2010,"LW",29,True
"P10329","Leichter, Erik",2020,"B",NULL,NULL
"P1033","Beck-Meinke, Friederike",2022,"B",71,False
"P10330","Leidenfrost, Lucia",2017,"B",27,True
"P10331","Leidert, Jürgen",2018,"B",77,False
"P10332","Leifeld, Denis",2016,"LW",34,False
"P10333","Leiin, Joey",2010,"OP",17,True
"P10334","Leilason, Tobi",2022,"B",NULL,NULL
"P10335","Leimbach, Rebecca",2023,"B",NULL,NULL
"P10336","Lein, Miko",2015,"OP",22,True
"P10339","Leineweber, Gino",2014,"B",70,False
"P1034","Beck-Steiger, Paula",2019,"B",72,False
"P10345","Leischner, Heidrun",2010,"B",67,False
"P10346","Leister, Sigrid",2014,"B",57,False
"P10347","Leistner, Eileen",2017,"B",NULL,NULL
"P1035","Becke, Julius",2009,"B",82,False
"P10352","Leitl, Thorsten",2010,"B",NULL,NULL
"P10353","Leitner, Egon Christian",2020,"LW",59,False
"P10354","Leitol, Dustin",2014,"B",24,True
"P10355","Leiverkus, Elke-Marisa",2009,"B",NULL,NULL
"P10356","Leiwig, Horst",2015,"B",77,False
"P10359","Leky, Mariana",2010,"B",37,False
"P1036","Becker, Anita",2012,"B",65,False
"P10360","Lelinge, Marcella",2008,"OP",18,True
"P10361","Lembach, Wolfgang K.",2023,"B",70,False
"P10362","Lembcke, Lemmi",2011,"B",46,False
"P10363","Lemhöfer, Wolfgang",2008,"B",71,False
"P10364","Lemke, Bettina-Christin",2009,"B",NULL,NULL
"P10365","Lemke, Hanna",2010,"B",29,True
"P10366","Lemke, Katrin",2020,"B",68,False
"P10368","Lemm, Johannes",2022,"B",NULL,NULL
"P10369","Lemmer, Marianne",2009,"B",55,False
"P10370","Lempp, Elena",2023,"B",NULL,NULL
"P10371","Lenardi, Lisa",2021,"B",NULL,NULL
"P10372","Lenaris, Erin",2022,"B",NULL,NULL
"P10375","Lengauer, Sybille",2013,"B",33,False
"P10377","Lengwenus, Max",2011,"B",NULL,NULL
"P10379","Lenherr, Luzius",2008,"LW",63,False
"P10381","Leniger, Jessica",2013,"B",NULL,NULL
"P10382","Lenk, Louise",2012,"B",NULL,NULL
"P10383","Lenk, Wiete",2013,"B",57,False
"P10385","Lenoir, Claude",2009,"B",NULL,NULL
"P10386","Lenz, Alexander",2022,"B",NULL,NULL
"P10387","Lenz, Dieter",2015,"B",74,False
"P10388","Lenz, Günther",2009,"B",NULL,NULL
"P10389","Lenz, Hans-Joachim",2012,"B",86,False
"P10390","Lenz, Heidi",2021,"B",NULL,NULL
"P10391","Lenz, Jo",2021,"B",51,False
"P10392","Lenz, Johanna G.",2017,"B",NULL,NULL
"P10394","Lenz, Martin",2013,"B",80,False
"P10396","Lenz, Pedro",2008,"B",43,False
"P10398","Lenz, Siegfried",2008,"B",82,False
"P10399","Lenz, Sigrid",2013,"B",NULL,NULL
"P10400","Lenz, Ulli",2020,"B",NULL,NULL
"P10402","Lenze, Ulla",2021,"LZ",48,False
"P10403","Lenzen, Dieter",2014,"B",67,False
"P10404","Lenzer, Bernd",2021,"B",47,False
"P10405","LeoVox",2011,"B",NULL,NULL
"P10407","Leon, Kris",2012,"OP",28,True
"P10408","Leonard, Peter",2010,"B",NULL,NULL
"P10409","Leone, Selina",2022,"B",NULL,NULL
"P10411","Leonhard, Maria",2018,"B",NULL,NULL
"P10412","Leonhard, Silke",2018,"B",53,False
"P10413","Leonhardt, Katja",2019,"B",NULL,NULL
"P10414","Leonhardt, Monika",2022,"B",NULL,NULL
"P10415","Leopold, Kim",2018,"B",26,True
"P10416","Leopolt, Claus",2015,"B",NULL,NULL
"P10419","Leppa, Karl Franz",2020,"B",127,False
"P1042","Becker, Cornelia",2011,"B",54,False
"P10424","Lerch, Tankred",2021,"B",51,False
"P10425","Lerche, Doris",2010,"B",65,False
"P10428","Lermen, Birgit",2017,"B",82,False
"P10429","Lero, Funny und Lele",2013,"OP",NULL,NULL
"P1043","Becker, Dirk",2017,"B",63,False
"P10430","Leroch, Karin",2019,"LW",NULL,NULL
"P10432","Lesche, Dorothea",2018,"B",29,True
"P10433","Leser, Andi",2009,"B",NULL,NULL
"P10434","Lesie, Achim",2015,"B",NULL,NULL
"P10435","Lesinski, Sarina Maria",2017,"B",60,False
"P10436","Leskov, Nikolaj Semënovič",2011,"B",180,False
"P10438","Lesser, Ben",2019,"B",91,False
"P10439","Lessing, Doris",2013,"B",94,False
"P1044","Becker, Elke",2023,"B",53,False
"P10440","Lessing, Gotthold Ephraim",2019,"B",290,False
"P10442","Lessle-Rauter, Beate",2023,"B",68,False
"P10444","Lestrat, Martine",2019,"B",60,False
"P10445","Lethe, Lennox",2023,"B",NULL,NULL
"P10446","Letsche, Kurt",2019,"B",NULL,NULL
"P10447","Lettau, Sabine",2021,"B",NULL,NULL
"P10449","Letze-Funke, Birgit",2019,"B",60,False
"P1045","Becker, Frank",2009,"B",NULL,NULL
"P10450","Leu, Hans Jörg",2010,"B",84,False
"P10451","Leucht, Eberhard",2023,"B",NULL,NULL
"P10454","Leuders, Susanne",2022,"B",NULL,NULL
"P10456","Leuenberger, Barbara",2023,"B",NULL,NULL
"P10457","Leufker, Achim",2021,"B",60,False
"P10458","Leugermann-Dorn, Aissy",2008,"B",83,False
"P10459","Leunig, Anett",2011,"B",NULL,NULL
"P10461","Leupi, Laura",2023,"LW",27,True
"P10462","Leupin, Peter",2023,"B",NULL,NULL
"P10463","Leuten, Jo",2014,"B",NULL,NULL
"P10465","Leuthner, Werner",2021,"B",101,False
"P10466","Leuthold, Lex",2019,"OP",34,False
"P10467","Leuze, Julie",2009,"B",35,False
"P10470","Levin, U. S.",2018,"B",58,False
"P10475","Lewis, Gideon",2015,"OP",NULL,NULL
"P10476","Lewis, Jane",2016,"B",66,False
"P10478","Lewis, Shannon",2020,"B",NULL,NULL
"P10479","Lewis, William",2023,"B",NULL,NULL
"P10480","Lewitscharoff, Sibylle",2008,"LZ",54,False
"P10481","Lexi, Guave",2008,"OP",18,True
"P10487","Leymann, Cornelia",2022,"B",71,False
"P10489","Leßner, Gerhard",2009,"B",NULL,NULL
"P1049","Becker, Jule",2012,"OP",46,False
"P10490","Leò, Ruggero",2017,"B",48,False
"P10491","Lhoir, Monique",2009,"B",NULL,NULL
"P10492","Li, Jenny",2023,"B",61,False
"P10493","Li, Jessi",2013,"OP",19,True
"P10495","Li, Mirok",2011,"B",112,False
"P10496","Li, Xiang",2016,"B",NULL,NULL
"P10497","Li, Yda",2012,"OP",21,True
"P10498","Libecki, Patric",2014,"OP",18,True
"P10499","Libera, Ziva",2017,"B",NULL,NULL
"P105","Adler, Michael",2021,"B",NULL,NULL
"P1050","Becker, Karl-Heinz",2016,"B",69,False
"P10500","Libertine, Ryosuke",2012,"OP",NULL,NULL
"P10502","Licher, Helga",2012,"B",64,False
"P10503","Licht, Christian",2017,"B",NULL,NULL
"P10504","Licht, Kristina",2021,"B",28,True
"P10506","Lichte, Kristina",2018,"B",NULL,NULL
"P10507","Lichte, Rosemarie",2010,"B",56,False
"P10509","Lichtenberger, Cathrin",2011,"B",47,False
"P1051","Becker, Klaus-D.",2022,"B",91,False
"P10510","Lichtenberger, Peter",2018,"B",48,False
"P10511","Lichtenstein, Amelie",2022,"B",NULL,NULL
"P10512","Liddell, Maephisto",2015,"OP",16,True
"P10513","Lieb, Gabriele",2008,"B",46,False
"P10514","Lieb, Kilian",2022,"B",NULL,NULL
"P10516","Liebe, Gudrun",2012,"B",65,False
"P10519","Liebelt, Volker",2016,"B",NULL,NULL
"P10520","Liebendörfer, Helen",2021,"B",78,False
"P10521","Liebergesell, Günter",2011,"B",55,False
"P10522","Liebermann, Rolf",2014,"B",60,False
"P10523","Liebermann, Valeria",2020,"B",29,True
"P10525","Liebers, Verena",2012,"B",51,False
"P10526","Liebert, Krystin",2015,"B",38,False
"P10529","Liebmann, Uwe",2010,"B",NULL,NULL
"P1053","Becker, Lothar",2010,"B",51,False
"P10530","Liebold, Norman",2014,"B",38,False
"P10531","Liebscher, Thomas",2023,"B",NULL,NULL
"P10532","Liebscher, Yvonne",2022,"B",56,False
"P10534","Liederjan",2021,"B",NULL,NULL
"P10535","Liedtke, Anja",2020,"B",54,False
"P1054","Becker, Martin",2009,"B",27,True
"P10540","Liegener, Bernd-Peter",2020,"B",NULL,NULL
"P10541","Liehner, Marisa",2017,"LW",21,True
"P10542","Liel, Barbara",2013,"B",52,False
"P10543","Liemann, Jörg",2023,"B",59,False
"P10544","Lienhard, Demian",2014,"LW",27,True
"P10547","Lieschke, Kristina",2019,"B",NULL,NULL
"P10549","Lieser, Iris",2019,"B",54,False
"P10550","Liesert, Christine",2010,"B",NULL,NULL
"P10555","Ließmann, Kirsten",2019,"B",NULL,NULL
"P10558","Light, Ebby",2017,"B",NULL,NULL
"P10559","Light, Julian",2012,"OP",16,True
"P10560","Light, Millicent",2019,"B",47,False
"P10561","Lightmoon, Epo",2008,"OP",NULL,NULL
"P10562","Lightwood, Katniss",2015,"OP",16,True
"P10563","Lightwood, Maggie",2021,"OP",NULL,NULL
"P10564","Ligotti, Thomas",2023,"B",70,False
"P10567","Liko",2013,"B",54,False
"P10569","Liljeberg, Madlon",2008,"B",NULL,NULL
"P1057","Becker, Peter von",2014,"B",70,False
"P10571","Lill, Manfred",2012,"B",65,False
"P10573","Lillge, Steven M.",2022,"B",33,False
"P10576","Limar, Fiona",2020,"B",NULL,NULL
"P10577","Limberg, Gundel",2020,"B",NULL,NULL
"P10578","Lin, Amy",2013,"OP",NULL,NULL
"P10579","Linara",2015,"B",NULL,NULL
"P1058","Becker, Ralf",2022,"B",NULL,NULL
"P10580","Linares, Marina",2018,"B",51,False
"P10582","Lind, Christiane",2014,"B",50,False
"P10583","Lind, Hera",2021,"B",64,False
"P10584","Lind, Jessica",2015,"LW",27,True
"P10585","Lind, Linni",2013,"B",69,False
"P10586","Lind, Renate",2019,"B",81,False
"P10587","Linde, Brita",2010,"B",64,False
"P10589","Linde, Heinz van de",2010,"B",NULL,NULL
"P1059","Becker, Sven",2012,"B",61,False
"P10590","Linde, Marlisa",2019,"B",22,True
"P10591","Linde-Heimes, Ernst",2022,"B",66,False
"P10592","Lindemann, Christa",2023,"B",NULL,NULL
"P10593","Lindemann, Ingbert",2010,"B",65,False
"P10595","Lindemann, Thorsten",2021,"B",NULL,NULL
"P10597","Linden, Mona",2014,"OP",18,True
"P10598","Linden, Moritz",2022,"B",NULL,NULL
"P106","Adler, Polly",2009,"B",46,False
"P1060","Becker, Tim",2023,"B",NULL,NULL
"P10600","Lindenberger, Silke",2023,"B",48,False
"P10601","Linder, Chat",2019,"B",NULL,NULL
"P10602","Lindermuth, Alina",2020,"B",28,True
"P10603","Lindmajer, Gerlinde",2014,"B",73,False
"P10604","Lindmüller, Johannes",2023,"B",NULL,NULL
"P10606","Lindner, Jan",2020,"B",35,False
"P10607","Lindner, Maik",2022,"B",NULL,NULL
"P10608","Lindner, Martin M.",2019,"LW",24,True
"P10609","Lindner, Stefan",2017,"B",NULL,NULL
"P10610","Lindner, Thomas",2017,"B",NULL,NULL
"P10611","Lindorm, Mira",2019,"B",NULL,NULL
"P10613","Lindström, Björn",2009,"OP",22,True
"P10615","Lindt, Nicolas",2013,"B",59,False
"P10616","Linett, Alexandra",2008,"B",NULL,NULL
"P10619","Lingnau, Frank",2017,"B",57,False
"P10622","Link, Olaf",2017,"B",60,False
"P10623","Link, Ursula Luise",2019,"B",NULL,NULL
"P10624","Link, Wolfgang",2021,"B",NULL,NULL
"P10626","Linke, Pauline",2021,"B",NULL,NULL
"P10629","Linn, Paula",2011,"B",71,False
"P1063","Becker, Wolfgang",2023,"B",NULL,NULL
"P10630","Linnartz, Mike",2014,"OP",29,True
"P10631","Linnartz, Sven",2019,"B",NULL,NULL
"P10633","Linnemann, Diandra",2023,"B",41,False
"P10635","Linnenbrink, Ulrike",2008,"B",61,False
"P10636","Linnertz, Tony",2016,"B",59,False
"P10637","Lins, Lidia",2021,"B",NULL,NULL
"P10640","Linwood, Sugarcane",2010,"OP",NULL,NULL
"P10642","Lion, Acid",2014,"OP",18,True
"P10643","Lion, Lia",2018,"OP",22,True
"P10644","Lipan, Sabine",2019,"B",61,False
"P10646","Lipovets, Inna",2022,"B",NULL,NULL
"P10647","Lipowski, Jan",2009,"B",39,False
"P10648","Lipp",2016,"B",NULL,NULL
"P10649","Lipp, Manfred",2019,"B",NULL,NULL
"P1065","Becker-Nickels, Frank",2011,"B",69,False
"P10650","Lipp, Michaela",2020,"B",55,False
"P10651","Lipp, Wilhelm-Maria",2020,"B",65,False
"P10652","Lippe, Jürgen von der",2010,"B",62,False
"P10653","Lippert, Ernst-Jürgen",2022,"B",NULL,NULL
"P10655","Lippert, Katja",2020,"B",38,False
"P10657","Lippet, Johann",2011,"B",60,False
"P10659","Lips, Yvy",2023,"B",NULL,NULL
"P10660","Lirot, Eva",2016,"B",50,False
"P10662","Lischke, Nina",2022,"B",NULL,NULL
"P10666","Litschauer, Heidi",2023,"B",79,False
"P10667","Littek, Gerhild",2022,"B",NULL,NULL
"P1067","Beckmann, G.A.",2018,"B",30,False
"P10670","Liu, Zhenyun",2014,"B",NULL,NULL
"P10671","Livingstone, Hector",2022,"OP",NULL,NULL
"P10673","Ljesskow, Nikolai Semjonowitsch",2011,"B",180,False
"P10674","Lloyd, Olivera",2015,"B",36,False
"P10675","Lo, Anna",2011,"OP",16,True
"P10677","Loana, Emma",2022,"B",NULL,NULL
"P10679","Lobeck, Tobias",2022,"B",NULL,NULL
"P10682","Lochmann, Klaus",2010,"B",65,False
"P10683","Lochmann, Rosi",2018,"B",75,False
"P10684","Lochner, Stefan",2016,"B",NULL,NULL
"P10686","Lockwood, Kimberly",2017,"OP",17,True
"P10687","Lode, David",2021,"B",NULL,NULL
"P10688","Lode, Henrik",2020,"B",40,False
"P10689","Lodynski, Peter",2016,"B",80,False
