"koerperschaft_id","koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag","sachgruppe_flag","is_verlag_by_name","is_verlagsrelevant_by_sachgruppe","is_verlag_candidate","verlag_score"
"K2519","Seh-Weg-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2520","Seidler","Lothar Seidler (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2521","Seifert Verlag","Seifert Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2522","Seilschaft-Verl.","Roland Wagner Seilschaft Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2523","Seitenblick","Seitenblick","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2524","Seitenstraßen Verlag","Seitenstraßen Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2525","Selbstlesebuch","Dein Selbstlesebuch","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2526","Selbstverlag","Selbstverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2527","Selbstverlag B.R.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2528","Selbstverlag KUBI",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2529","Selbstverlag Peter Vogler",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2530","Selbstverlag Susi Streichenberg",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2531","Selbstverlag des Autors Wolfgang Bornemann",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2532","Semann Verlag","Semann Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2533","Semikolon-Verl.","Semikolon-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2534","Semmelroch","Frantz-Semmelroch Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2535","Senfkornverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2536","Seniorenschreibtisch der Stadt Puchheim","Seniorenschreibtisch der Stadt Puchheim",NULL,NULL,NULL,NULL,False,NULL,0
"K2537","Septime","Septime Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2538","Septime Verlag","Septime Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2539","Servitus-Verl.","Servitus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2540","Servus Verlag","Servus Verlag (Firma)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2541","Severus Verlag","Severus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2542","Shadodex - Verlag der Schatten",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2543","Shaker Verlag","Shaker Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2544","Shakti & Sargam",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2545","Shayol","Shayol","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2546","Shoebox House","Shoebox House Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2547","Shutterstock","Shutterstock, Inc.","Einzelne Branchen der Industrie und des Handwerks",NULL,NULL,NULL,False,NULL,0
"K2548","Sich","Wolfgang Sich (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2549","Sieben Verlag","Sieben-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2550","SiebenSchreiber","SiebenSchreiber",NULL,NULL,NULL,NULL,False,NULL,0
"K2551","Siebenstern-Dr.","Siebenstern-Druckerei Schliekau KG","Buchwissenschaft, Buchhandel","Druckerei","verlagsrelevant",False,True,True,1
"K2552","Sigena-Verl.","Sigena-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2553","Silbenflink-Verl.","Silbenflink Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2554","Silberburg Verlag","Silberburg-Verlag Titus Häussermann","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2555","Silberkrone Verlag","Silberkrone Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2556","SilvForLife Design",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2557","Silver-Horse-Ed.","Silver Horse Edition","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2558","Simon Verlag für Bibliothekswissen","Simon Verlag für Bibliothekswissen e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2559","Simonett & Baer","Simonett & Baer",NULL,NULL,NULL,NULL,False,NULL,0
"K2560","SingLiesel Verlag","Singliesel GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2561","Sinnbild-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2562","Sisyphus","Sisyphus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2563","Situationspresse","Situationspresse","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2564","Siva-Natara Verlag","Siva Natara-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2565","Skarabäus","Skarabaeus Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2566","Skopus-Verl.","Günter  von Deyen Skopus-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2572","Sokrates & Freunde GmbH","Sokrates & Freunde GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2573","Solar Plexus","Solar Plexus","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K2575","Solibro-Verl.","Solibro Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2576","Soll-und-Haben-Verl.","Soll und Haben Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2577","Somedia Buchverlag","Somedia Buchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2578","Sommerfeld","Antje Sommerfeld (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2579","Sonderpunkt-Verl.","sonderpunkt Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2580","Songdog-Verl.","Songdog Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2581","Sonnenberg",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2582","SoralPro-Verl.","SoralPRO Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2583","SpaceNet Verlag","SpaceNet AG (München)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL,"verlagsrelevant",NULL,True,True,1
"K2584","Spaß am Lesen Verlag","Spaß am Lesen Verlag",NULL,"Verlag",NULL,True,False,True,1
"K2585","Specht, Ulrich",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2586","Spector Books","Spector Books OHG","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2587","Sperling-Verlag","Sperling Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2588","Sphera-Verl.","Sphera Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2589","Sphinx Agency",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2590","Spica-Verl.","Spica Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2591","Spielberg Verlag","Spielberg-Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2592","Spirit-Rainbow-Verl.","Spirit Rainbow Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2593","Spohr","Spohr Verlag Hagar Spohr u. Salim Spohr","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2594","Springer","Springer","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K2595","Sprudelkiste.com Gleißner",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2596","Spurbuchverlag","Spurbuchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2597","Sputniks Werbeagentur","Sputniks-Werbeagentur (München)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL,"verlagsrelevant",NULL,True,True,1
"K2598","St. Benno Verlag","St. Benno-Verlag","Buchwissenschaft, Buchhandel; Katechetik, Christliche Erziehung, Kirchliche Bildungsarbeit; Katholische Kirche","Verlag","verlagsrelevant",True,True,True,2
"K2599","St. Johannis-Druckerei","St.-Johannis-Druckerei (Lahr)",NULL,"Druckerei",NULL,False,False,False,0
"K2600","Staackmann","Verlag L. Staackmann","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2601","Stadt Erfurt","Stadt Erfurt. Stadt- und Regionalbibliothek Erfurt","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2602","Stadt Hattingen","Hattingen",NULL,NULL,NULL,NULL,False,NULL,0
"K2603","Stadt Hilden","Hilden (Stadt)",NULL,NULL,NULL,NULL,False,NULL,0
"K2604","Stadt Ostseebad Rerik",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2605","Stadt Vechta","Vechta",NULL,NULL,NULL,NULL,False,NULL,0
"K2606","Stadtbibliothek Prenzlau",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2607","Stadtgemeinde Perg","Perg",NULL,NULL,NULL,NULL,False,NULL,0
"K2608","Stadthaus-Verl.","Stadthaus-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2609","Stadtlichter-Presse","Stadtlichter-Presse (Wenzendorf)","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2610","Stangl & Taubald","Stangl + Taubald, Buchhandlung, GmbH. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2611","Steffen","Steffen GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2612","Steidl","Steidl Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2613","Steidl Verlag","Steidl Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2614","Stein-Medien","Stein-Medien GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2615","Steinmann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2616","Steinverl.","Steinverlag GmbH",NULL,"Verlag",NULL,True,False,True,1
"K2617","Stekovics","Verlag Janos Stekovics","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2618","Stellwerck-Verl.","Stellwerck Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2619","Stephan Moll Verlag","Verlag S.MO","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2620","Stephanie Feyerabend Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2621","Stephenson, C","S. & C. Stephenson (London)",NULL,NULL,NULL,NULL,False,NULL,0
"K2622","Sternensammler-Verl.","Sternensammler Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2623","Sternensand Verlag","Sternensand Verlag",NULL,"Verlag",NULL,True,False,True,1
"K2624","Stickenbütteler Kreisverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2625","Stiftung Kantonsbibliothek Uri","Kantonsbibliothek Uri","Bibliothek, Information und Dokumentation",NULL,NULL,NULL,False,NULL,0
"K2626","Stocker",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2627","Stockwärter Verlag","Stockwärter Verlag",NULL,"Verlag",NULL,True,False,True,1
"K2628","Storia-Verl.","Storia Verlag OHG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2629","Stories & Friends","STORIES & FRIENDS Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2630","Story Town - Derek Meister & Marion Meister GbR c/o Papyrus Autoren-Club",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K2631","Storyhouse-Verl.","Storyhouse Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2633","Strandläufer Verlag","Strandläufer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2634","StraussEdition",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2635","Streifen-Verl.","Streifen Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2636","Strichpunkt-Verl.","Strichpunkt-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2637","Stroemfeld","Stroemfeld-Verlag","Einzelne Branchen der Industrie und des Handwerks","Verlag",NULL,True,False,True,1
"K2638","Strozpress",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2639","Struktur Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2640","Studia Universitätsverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2641","StudienVerlag","StudienVerlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2643","Stumpp",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2644","Stutz Druck AG","Stutz Druck","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Druckerei","verlagsrelevant",False,True,True,1
"K2645","Styria Verlag","Styria Verlag in Verlagsgruppe Styria GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2646","Stämpfli","Stämpfli AG","Papierherstellung, Grafische Technik; Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL,"verlagsrelevant",NULL,True,True,1
"K2647","Subkultur","edition subkultur","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2648","Subrosa-Verl.","Hagen Stolz Subrosa-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2649","Suhrkamp Verlag","Suhrkamp Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2650","Sujet Verlag","Sujet Druck & Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2651","Sure-Publishing","Sure-Publishing",NULL,NULL,NULL,NULL,False,NULL,0
"K2652","Surface Book","surface book","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2653","Susan Schoch Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2654","Sutton","Sutton Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2655","Sutton Verlag","Sutton Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2656","Sutton Verlag GmbH","Sutton Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2657","Svato","Svato Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2658","Sylcho Studio",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2659","Synergen-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2660","SüdOst Verlag","SüdOst Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2661","Süddt. Zeitung GmbH","Süddeutsche Zeitung GmbH","Presse; Einzelne Branchen der Industrie und des Handwerks","Unternehmen",NULL,False,False,False,0
"K2662","Südostschweiz-Buchverl.","Südostschweiz Buchverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2663","Südverl.","Südverlag (Konstanz)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2664","Südwest",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2665","TAK - Tiroler Autorinnen und Autoren Kooperative",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2666","TBT Verlag","TBT-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2667","TEXT/RAHMEN e.U.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2668","THK-Verlag UG","THK-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2669","THW Österreich",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2670","TRIGA - Der Verlag","TRIGA - Der Verlag Gerlinde Heß UG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2671","TRUANT UG",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2672","TVZ, Theologischer Verlag Zürich","Theologischer Verlag Zürich","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2673","TWENTYSIX",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2674","TZ-Verl.","TZ - Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2675","Tagwerke Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2676","Talawah Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2677","Tappeiner","Tappeiner AG (Lana)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL,"verlagsrelevant",NULL,True,True,1
"K2678","Tauberverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2679","Tauriska","Tauriska - Verein zur Förderung Eigener Kultur- und Regionalentwicklung in der Region Nationalpark Hohe Tauern","Buchwissenschaft, Buchhandel","Verein","verlagsrelevant",False,True,True,1
"K2680","Tausendschlau-Verl.","Tausendschlau Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2681","TeGe-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2682","Teaterverl. Elgg","teaterverlag elgg","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2683","Tectum-Verl.","Tectum Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2684","Tele Entertainment","Tele Entertainment UG","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2685","Telegramme Verlag","Telegramme Verlag",NULL,"Verlag",NULL,True,False,True,1
"K2686","Telescope-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2687","Telesma",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2688","Tennemann","Tennemann Media GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2689","Testudoverl.","Testudoverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2690","Texianer Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2691","Text-Atelier Leipzig","Text-Atelier Leipzig",NULL,NULL,NULL,NULL,False,NULL,0
"K2692","Text-Bild-Ton Verlag Heike Hagenmaier",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2693","TextLustVerl.","TextLustVerlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2694","Textem Verlag","Textem Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2695","Textgemeinschaft, Anthologie",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K2696","Textkontor","Textkontor Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2697","Textmanufaktur","Textmanufaktur","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2698","Thami Verlag","Thami Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2699","Thanatos Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2700","The Dandy is Dead",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2701","The Dreamcatcher","The Dreamcatcher","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2702","Thekla Verlag GbR","Heike Hafferberth und Silke Wessner Thekla Verlag GbR","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2703","Theodor Boder Verlag","Theodor Boder Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2704","Theologischer Verlag Zürich","Theologischer Verlag Zürich","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2705","Thesis-Verl.","Thesis Verlag (Schweiz)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2706","Thiele & Schwarz","Druck- und Verlagshaus Thiele und Schwarz (Kassel)","Einzelne Branchen der Industrie und des Handwerks; Papierherstellung, Grafische Technik; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2707","Thielmann","Albrecht Thielmann (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2708","Thomas Mann-Gesellschaft Hamburg","Thomas Mann-Gesellschaft Hamburg",NULL,"Gemeinschaft",NULL,False,False,False,0
"K2709","Thomas Rüger Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2710","Thomas-Morus-Bildungswerk","Thomas-Morus-Bildungswerk Schwerin","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2711","Thon",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2712","Thurm Verlag","P. Thurm Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2713","Thurneysser","Leonhard-Thurneysser-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2714","Tierbuchverlag Irene Hohe",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2715","Till Schaap Edition","Till Schaap Edition","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2716","TimpeTe-Verlag","TimpeTe-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2717","Tirom-Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2718","ToMa",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2719","TonStrom-Verl.","Tonstrom Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2720","Tonn","Thomas Tonn (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K2721","Topalian & Milani Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2722","Topp + Möller","Topp + Möller Druck und Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2723","Tordenfjord-Verl.","Tordenfjord Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2724","Torner","Torner Records","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2725","Totechöpfli",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2726","Trabanten Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2727","Traumstunden-Verl.","Traumstunden Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2728","Traumwelt Verlag","Traumwelt Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2729","Trauner","Rudolf-Trauner-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2730","Trautmann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2731","Treffen Junger Autoren","Treffen Junger Autoren (Berlin)","Literarisches Leben",NULL,"verlagsrelevant",NULL,True,True,1
"K2732","Treibgut-Verl.","Treibgut Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2733","Treibhaus e.V.","Treibhaus e.V.",NULL,"Verein",NULL,False,False,False,0
"K2734","Trierer Autoren Treff, Trierer Autoren","Edition TAT",NULL,"Verlag",NULL,True,False,True,1
"K2735","Trikont","Trikont Duisburg Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2736","Trikont-Duisburg","Trikont Duisburg Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2737","Trikont-Duisburg, Dialog-Edition","Trikont Duisburg Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2738","Tropen","Klett-Cotta Verlag. Tropen-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2739","Trottoir Noir",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2740","Trotz-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2741","Truso-Verl.","Truso - Vereinigung. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2742","Trägerverein Werkraum Abersee und Kulturhauptstadt 2024 Salzkammergut",NULL,NULL,"Verein",NULL,False,False,False,0
"K2743","Trötsch Verlag GmbH & Co. KG","Trötsch Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2744","Turmschreiber-Verl.","Turmschreiber Verlag Ingwert Paulsen jr. e.K.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2745","Turnshare","Turnshare Ltd. Publisher","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2746","Turricula Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2747","Twilight-Line Verlag","Twilight-Line Verlag",NULL,"Verlag",NULL,True,False,True,1
"K2748","Two Books","two BOOKS","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K2749","Typo.M",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2750","Typostudio Schumacher-Gebler","Schumacher-Gebler",NULL,NULL,NULL,NULL,False,NULL,0
"K2751","Tyrolia-Verlag","Verlagsanstalt Tyrolia","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K2752","TösterKultur e.V.","TösterKultur e. V.",NULL,NULL,NULL,NULL,False,NULL,0
"K2753","Tübinger Buchhandlung Wekenmann unter der Schirmherrschaft von Dr. Daniela Hüttig, Erste Landesbeamtin, und in Kooperation mit der Tübinger Museumsgesellschaft",NULL,NULL,"Buchhandlung",NULL,False,False,False,0
