ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
9783991464228; 3991464225,Eine vergnügliche Reise durch den Lebensdschungel,,Neckenmarkt,novum pro Verlag,2023,60 Seiten,"Salvarani, Eva",,,,,Erzählende Literatur,ger,
9783752854312; 3752854316,Eine weitere Abhandlung über Geschichten ohne Sieger von Sascha ponti Hartmann,1. Auflage,Norderstedt,BoD – Books on Demand,2023,228 Seiten,"Hartmann, Sascha",,,,,"Krimis, Thriller, Spionage",ger,
9783757819347; 3757819349,Eine Zeit vorher und die Zeit heute,1. Auflage,Norderstedt,BoD – Books on Demand,2023,166 Seiten,"Rapka, Monika",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Einfach Lesen,,Imst,Stadtgemeinde Imst,2023,154 Seiten,,"Stolze, Hannah",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783991440369; 3991440369,Einfach weg,2. Auflage,Gratkorn,Homo Littera,Winter 2023,255 Seiten,"Baum, Hans Christian; Fellner, Jo L.; Starr, Cassidy; Xander, Alec Cedric",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783347971387; 3347971388,Einhorn & Drache - Geschichten zum Vorlesen oder zum Selberlesen,,Ahrensburg,tredition,2023,160 Seiten,"Amy Kopps, Amy",,,,,"Vorlesebücher, Märchen, Sagen, Reime, Lieder",ger,
9783347971394; 3347971396,Einhorn & Drache - Geschichten zum Vorlesen oder zum Selberlesen,,Ahrensburg,tredition,2023,160 Seiten,"Amy Kopps, Amy",,,,,"Vorlesebücher, Märchen, Sagen, Reime, Lieder",ger,
,Einladung an die Furcht,"Privatdruck, deutsche Erstausgabe",Giessen,Robert N. Bloch,2023,158 Seiten,"Renard, Maurice",,"Petry, Manfred",,"Petry, Manfred",Anthologie; Erzählende Literatur: Anthologien,ger,fre
9783757815790; 3757815793,Einmal Matjes - aber bitte vegan,1. Auflage,Norderstedt,BoD – Books on Demand,2023,280 Seiten,"McNeill, Moon",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783347991026; 3347991028,Einmal Twitter und zurück,,Ahrensburg,tredition,2023,208 Seiten,Hopper,,,,,Romanhafte Biographien,ger,
9783347991033; 3347991036,Einmal Twitter und zurück,,Ahrensburg,tredition,2023,208 Seiten,Hopper,,,,,Romanhafte Biographien,ger,
9783757854324; 3757854322,Einzelheiten,1. Auflage,Norderstedt,BoD – Books on Demand,2023,84 Seiten,"Brühl, Ruth",,,,,Lyrik,ger,
9781800268944; 1800268947,Eisenhorn,,Nottingham,Black Library,2023,1020 Seiten,"Abnett, Dan",,"Behrenbruch, Stefan",,,Fiktionale Darstellung; Science Fiction,ger,eng
9783969406847; 3969406846,Eisflucht,,Leipzig,Engelsdorfer Verlag,2023,196 Seiten,"Jastram, Johanne",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783945634745; 3945634741,Emmerich Geistmarkt,,Duisburg,Verlag Dialog-Edition,2023,148 Seiten,"Hamann, René",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783347999183; 3347999185,Endlich allein,,Ahrensburg,tredition,2023,204 Seiten,"Schneider, Bérénice",,,,,Erzählende Literatur,ger,
9783384266620; 3384266625,Endlich allein. Kurzgeschichten und Miniaturen,2. Auflage,Ahrensburg,tredition,2023,206 Seiten,"Schneider, Bérénice",,,,,Erzählende Literatur,ger,
9783384058249; 3384058240,Endlich von ihm benutzt,,Ahrensburg,tredition,2023,108 Seiten,"Graf, Mia",,,,,Erzählende Literatur,ger,
9783384058263; 3384058267,Endlich von ihm benutzt,Großdruckausgabe,Ahrensburg,tredition,2023,100 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384058232; 3384058232,Endlich von ihm benutzt,,Ahrensburg,tredition,2023,105 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783991127697; 3991127695,Englische Erzählungen (Bücher + 6 Audio-CDs) - Lesemethode von Ilya Frank,1. Auflage,Wien,EasyOriginal Verlag,2023,932 Seiten in 6 Teilen,"Doyle, Arthur Conan; Chesterton, Gilbert Keith; Wilde, Oscar; Wells, H. G.","Frank, Ilya","Wittmann, Ulrike; Kienzler, Dennis",,,Zweisprachige Ausgaben: Deutsch / Englisch,eng; ger,
9783750779174; 3750779171,Englische Erziehung - gehasst und geliebt,"1. Auflage, vollständige Taschenbuchausgabe, Originalausgabe",Hamburg,Blue Panther Books,März 2023,144 Seiten,"Du Pre, Corinne",,,,,Anthologie; Erzählende Literatur,ger,
9783991127680; 3991127687,Englische Kurzgeschichten (Bücher + 6 Audio-CDs) - Lesemethode von Ilya Frank,1. Auflage,Wien,EasyOriginal Verlag,2023,480 Seiten in 6 Teilen,"Poe, Edgar Allan; Munro (Saki), Hector Hugh; Twain, Mark; Irving, Washington","Frank, Ilya","Wittmann, Ulrike",,,Zweisprachige Ausgaben: Deutsch / Englisch,eng; ger,
9783946711575; 394671157X,"Ennoia modi -- Das Modi-Konzept, Band 2, Herbst",,Babenhausen,Verlag des Instituts Drachenhaus,2023,546 Seiten,"Michaels, Adi Mira",,,,"Hoffmann, Michael",Erzählende Literatur,ger,
9783903406179; 3903406171,Entfesselte Dämonen,1. Auflage,Wien,Brot & Spiele Verlag,2023,172 Seiten in 1 Teil,,"Haberich, Max",,,,Erzählende Literatur,ger,
9783738637878; 3738637877,Erd-Erkundungen,1. Auflage,Norderstedt,BoD – Books on Demand,2023,180 Seiten,"Holstein, August Guido",,,,,Historische Romane und Erzählungen,ger,
9783766635532; 3766635530,Erdbeeren aus Omas Garten,,"Kevelaer, Deutschland",Butzon & Bercker,[2023],144 Seiten,"Heyder, Joachim",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783740726799; 3740726792,Erfahrungen,2. Auflage,Norderstedt,TWENTYSIX LOVE,2023,92 Seiten,"Schwyn, Gérard",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783756858361; 3756858367,Eric Pane Grusel-Krimi Sammelband 1,1. Auflage,Norderstedt,BoD – Books on Demand,2023,392 Seiten,"Pane, Eric",,,,,Horror,ger,
9783969407042; 3969407044,Erinnerung in Blau,,Leipzig,Engelsdorfer Verlag,2023,96 Seiten,"Fircks, Christoph von",,,,"Bönisch, Mareile",Fiktionale Darstellung; Erzählende Literatur,ger,
9783946120926; 394612092X,ErlangenNOIR,,Erlangen,homunculus verlag,[2023],119 Seiten,"Bischoff, Björn; Krömer, Philip",,,,,Anthologie; Erzählende Literatur,ger,
9783961720965,Erntezeit,,Neukirchen,Verlag make a book,[2023],155 Seiten,"Egelhof, Gerd",,,,,Anthologie; Gemischte Anthologien,ger,
9783757878917; 3757878914,Erotische Abenteuer | Sexgeschichten ab 18,1. Auflage,Norderstedt,BoD – Books on Demand,2023,476 Seiten,"Schwanz, Sylvia",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384093707; 3384093704,Erotische Fantasien,,Ahrensburg,tredition,2023,108 Seiten,"Graf, Mia",,,,,Erzählende Literatur,ger,
9783384093691; 3384093690,Erotische Fantasien,,Ahrensburg,tredition,2023,108 Seiten,"Graf, Mia",,,,,Erzählende Literatur,ger,
9783384093721; 3384093720,Erotische Fantasien,Großdruckausgabe,Ahrensburg,tredition,2023,100 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783757571887; 3757571886,Erotische Fantasien/E004: Scham,2. Auflage,Berlin,epubli,2023,204 Seiten,"Berg, Iris",,,,,Erzählende Literatur,ger,
9783757571900; 3757571908,Erotische Fantasien/E006: Lust,4. Auflage,Berlin,epubli,2023,268 Seiten,"Berg, Iris",,,,,Erzählende Literatur,ger,
9783384065681; 3384065689,Erotische Übertragung,,Ahrensburg,tredition,2023,104 Seiten,"Graf, Mia",,,,,Erzählende Literatur,ger,
9783384065674; 3384065670,Erotische Übertragung,,Ahrensburg,tredition,2023,104 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384065704; 3384065700,Erotische Übertragung,Großdruckausgabe,Ahrensburg,tredition,2023,100 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384040589; 3384040589,Erste Liebe,,Ahrensburg,tredition,2023,108 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384040596; 3384040597,Erste Liebe,,Ahrensburg,tredition,2023,108 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384040619; 3384040619,Erste Liebe,Großdruckausgabe,Ahrensburg,tredition,2023,100 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Erzähl mir Material,,Halle,"M.A. Kunstwissenschaften, Burg Giebichenstein Kunsthochschule Halle",2023,92 Seiten,,"Schleimer, Maren; Simeth, Sofia",,,,Anthologie; Gemischte Anthologien,ger,
9783000751271,ERZählt,1. Auflage,[Marienberg],Literatur im Erzgebirge e.V.,2023,132 Seiten,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783757563875; 3757563875,Erzählungen,1. Auflage,Berlin,epubli,2023,296 Seiten,"Tigges, Hubertus",,,,,Erzählende Literatur,ger,
9798391611295,Erzählungen,,Halle (Saale),Andre Höhn,[2023],158 Seiten,"T̕owmanyan, Hovhannes",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,arm
9783757891350; 375789135X,Erzählungen,1. Auflage,Norderstedt,BoD – Books on Demand,2023,120 Seiten,"von Dohlen, Eveal",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783959780377; 3959780370,Erzählungen 1883-1920,,Kassel,Jenior,2023,258 Seiten,"Pardo Bazán, Emilia","Gómez-Montero, Javier","Ammar, Angelica; Bischoff, Christina; Blum, Svenja; Otto, André; Römer, Sara-Maria; Strien-Bourmer, Petra; Weber, Florian",,,Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783982485249; 398248524X,Erzählungen 1924-1933,1. Auflage,Hamburg,Edition Kentavros,2023,132 Seiten,"Lapathiōtēs, Napoleōn","List, Markus","List, Markus",,,Anthologie; Erzählende Literatur,ger,gre
,Erzählungen 1996 bis 2020,,München,Golkonda,[2023]-,Bände,"Chiang, Ted",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,eng
,Erzählungen aus Merat am See,,Erfurt,Sophie Neumann,[2023]-,,"Neumann, Sophie",,,,,Fiktionale Darstellung; Fantasy,ger,
9783991126720; 3991126729,Erzählungen Belkins (mit 2 MP3 Audio-CDs) - Starter-Set - Russisch-Deutsch,1. Auflage,Wien,EasyOriginal Verlag,2023,220 Seiten in 2 Teilen,,"Frank, Ilya","Schatz, Maximilian; Uschakov, Timo",,,Zweisprachige Ausgaben: Deutsch / weitere Fremdsprache,ger; rus,
9783991126713; 3991126710,Erzählungen Belkins (mit Audio-Online) - Starter-Set - Russisch-Deutsch,1. Auflage,Wien,EasyOriginal Verlag,2023,220 Seiten in 2 Teilen,"Lederer, Nicholas","Frank, Ilya","Schatz, Maximilian; Uschakov, Timo",,,Zweisprachige Ausgaben: Deutsch / weitere Fremdsprache,ger; rus,
9783991680680; 3991680688,Erzählungen Belkins Starter-Paket Geschenkset - 2 Bücher (mit Audio-Online) + Eleganz der Natur Schreibset Basics,1. Auflage,Wien,EasyOriginal Verlag,2023,220 Seiten in 2 Teilen,,"Frank, Ilya","Schatz, Maximilian; Uschakov, Timo",,,Zweisprachige Ausgaben: Deutsch / weitere Fremdsprache,ger; rus,
9783991680697; 3991680696,Erzählungen Belkins Starter-Paket Geschenkset - 2 Bücher (mit Audio-Online) + Eleganz der Natur Schreibset Premium,1. Auflage,Wien,EasyOriginal Verlag,2023,220 Seiten,,"Frank, Ilya","Schatz, Maximilian; Uschakov, Timo",,,Zweisprachige Ausgaben: Deutsch / weitere Fremdsprache,ger; rus,
9783991680703; 399168070X,Erzählungen Belkins Starter-Paket Geschenkset - 2 Bücher (mit Audio-Online) + Marmorträume Schreibset Basics,1. Auflage,Wien,EasyOriginal Verlag,2023,220 Seiten,,"Frank, Ilya","Schatz, Maximilian; Uschakov, Timo",,,Zweisprachige Ausgaben: Deutsch / weitere Fremdsprache,ger; rus,
9783991680710; 3991680718,Erzählungen Belkins Starter-Paket Geschenkset - 2 Bücher (mit Audio-Online) + Marmorträume Schreibset Premium,1. Auflage,Wien,EasyOriginal Verlag,2023,220 Seiten in 2 Teilen,,"Frank, Ilya","Schatz, Maximilian; Uschakov, Timo",,,Zweisprachige Ausgaben: Deutsch / weitere Fremdsprache,ger; rus,
9783758416507; 3758416507,Erzählungen eines Träumers,2. Auflage,Berlin,epubli,2023,136 Seiten,"Bräuer, Francisco",,,,,Erzählende Literatur,ger,
9783758322341; 3758322340,Erzählungen und Essays,1. Auflage,Norderstedt,BoD – Books on Demand,2023,262 Seiten,"Lorenz, Mario A.",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783866602939; 3866602936,Erzählungen vom Balkan,1. Auflage,[Leipzig],Leipziger Literaturverlag,[2023],353 Seiten,"Stanković, Borisav",,"Hodel, Robert",,,Fiktionale Darstellung; Erzählende Literatur: Hauptwerk vor 1945,ger,srp
9783596709649; 3596709644,Erzählungen von Tieren,,Frankfurt am Main,FISCHER Taschenbuch,[2023],190 Seiten,"Kafka, Franz","Stach, Reiner",,,"Stach, Reiner",Anthologie; Erzählende Literatur: Hauptwerk vor 1945,ger,
9783897984646,Erzgebirgisches Weihnachtsbüchlein,17. Auflage,Leipzig,BuchVerlag Leipzig GmbH,2023,127 Seiten,,"Crummenerl, Rainer",,,,Fiktionale Darstellung; Geschenkbücher,ger,
9783384101259; 3384101251,Es richtig machen,,Ahrensburg,tredition,2023,104 Seiten,"Graf, Mia",,,,,Erzählende Literatur,ger,
9783384101273; 3384101278,Es richtig machen,Großdruckausgabe,Ahrensburg,tredition,2023,96 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384101242; 3384101243,Es richtig machen,,Ahrensburg,tredition,2023,104 Seiten,"Graf, Mia",,,,,Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783000731327; 3000731326,Es tröpfelt so vor sich hin,1. Auflage,Kinding,Harald Brettner,[2023?],56 ungezählte Blätter,"Brettner, Harald",,,,,Anthologie; Gemischte Anthologien,ger,
9783758408687; 3758408687,"Es weihnachtet sehr, oder?",4. Auflage,Berlin,epubli,2023,140 Seiten,"Micheel, Reinhard",,,,,Romanhafte Biographien,ger,
9783969406915; 3969406919,Es weihnachtet unter dem Christbaum,,Leipzig,Engelsdorfer Verlag,2023,111 Seiten,"Mirus-Bröer, Christel",,,,,Anthologie; Gemischte Anthologien,ger,
9783384034618; 3384034619,Essig und Öl ... wie das Leben,,Ahrensburg,tredition,2023,248 Seiten,"Hackl, Gernot",,,,,Gemischte Anthologien,ger,
9783347992238; 3347992237,Essig und Öl ... wie das Leben,3. Auflage,Ahrensburg,tredition,2023,248 Seiten,"Hackl, Gernot",,,,,Gemischte Anthologien,ger,
9783950381382; 3950381384,EST! EST! EST!,Erstveröffentlichung,Pressbaum,Verlag Merzinger-Pleban,2023,118 Seiten,"Grubhofer, Erich",,,,"Merzinger-Pleban, Renate",Anthologie; Erzählende Literatur,ger,
9783831624225; 3831624224,Falle,,[München],Literareon,[2023],"88, 45 Seiten",,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783754691397; 3754691392,Fallen Sammelband,,München,tolino media,2023,440 Seiten,"Gurenko, Mel",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783756881826; 3756881822,Fantastische Kurzgeschichten,1. Auflage,Norderstedt,BoD – Books on Demand,2023,116 Seiten,"Rehfeld, Damian O.",,,,,Science Fiction,ger,
9783967412215; 3967412210,Fantastische LMU,Vollständige Taschenbuchausgabe,Homburg,Hybrid Verlag,07/2023,"213, [8] Seiten","Skrobisz, Nikodem; Dörner, Julia; Teichert, Petra; Meggyesi, Zsófia; Druschba, Natascha N.; Taufertshöfer, Xenia","Skrobisz, Nikodem",,,,Anthologie; Erzählende Literatur: Anthologien; Fantasy,ger,
9783000755293,Fantastische und märchenhafte Geschichten in und um Schillingsfürst,,Schillingsfürst,Johannes Munique,[2023],203 Seiten,"Munique, Johannes",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783347901247; 334790124X,"FARBGLEICHGEWICHT - Ein Gedichtband und kurze Geschichten aus dem Leben. Liebe, Verlust, Glück, Freude, innere Zerrissenheit. Burnout und Corona inklusive.",,Ahrensburg,tredition,2023,112 Seiten,"Richard, Stefan",,,,,Romanhafte Biographien,ger,
9783347901230; 3347901231,"FARBGLEICHGEWICHT - Ein Gedichtband und kurze Geschichten aus dem Leben. Liebe, Verlust, Glück, Freude, innere Zerrissenheit. Burnout und Corona inklusive.",,Ahrensburg,tredition,2023,124 Seiten,"Richard, Stefan",,,,,Romanhafte Biographien; Gemischte Anthologien,ger,
9783757582715; 3757582713,Feder und Schwert/Die Geburt des Lächelns,2. Auflage,Berlin,epubli,2023,24 Seiten,"Maria Rilke, Rainer","Mannhardt, Bernd",,,,Erzählende Literatur,ger,
9783758418426; 3758418429,Federnwanderung,1. Auflage,Berlin,epubli,2023,216 Seiten,"Huda, Johanna Maria",,,,,Erzählende Literatur,ger,
9783861426219; 3861426218,Fenster-Dichtungen,,Eggingen,Edition Isele,[2023],87 Seiten,"Kuhn, Gianni",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783756820214; 3756820211,Fest verbunden für immer,2. Auflage,Norderstedt,BoD – Books on Demand,2023,456 Seiten,"Menke, Eline; Haller, Andreas; Werner, Kerstin; Teodorczyk, Volker",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783756811434; 3756811433,Festivalsommer,1. Auflage,Norderstedt,BoD – Books on Demand,2023,532 Seiten,"Taus, Ina; Wolf, Katharina",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783758430527; 3758430526,"Feuerportale/Feuerportale ""Der Graue Wolf""",1. Auflage,Berlin,epubli,2023,64 Seiten,"Röthemeier, Nils",,,,,"Science Fiction, Fantasy",ger,
9783758432583; 3758432588,"Feuerportale/Feuerportale ""Liorics Offenbarung""",2. Auflage,Berlin,epubli,2023,80 Seiten,"Röthemeier, Nils",,,,,"Science Fiction, Fantasy",ger,
9783746076539; 3746076536,Feuerwerk der guten Laune,1. Auflage,Norderstedt,BoD – Books on Demand,2023,100 Seiten,"Eckel, Josef W.",,,,,"Humor, Satire",ger,
9783757504052; 3757504054,Fiésole und andere Geschichten,1. Auflage,Berlin,epubli,2023,52 Seiten,"Dumas d.Ä., Alexandre",,,,,Erzählende Literatur,ger,
9781703632224,Finde deine Zeit Gedichte und Kurzgeschichten,,Saarbrücken,Gerhard W.H. Köhn,2023,123 Seiten,"Höhn, Gerhard W. H.",,,,,Anthologie; Gemischte Anthologien,ger,
,Fingerspitzen,,[Leipzig],Nadja Lanart,2023,1 gefaltetes Blatt,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Fingertips,,[Leipzig],Nadja Lanart,2023,1 gefaltetes Blatt,"Lanart, Nadja",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Finsterglut ,Erstauflage,Dietzenbach,Sybille Roth,[2023],409 Seiten,,"Roth, Sybille",,,,Fiktionale Darstellung; Fantasy,ger,
9783903539242; 3903539244,Fischer am Berge,1. Auflage,Innsbruck,Edition Laurin,[2023],128 Seiten,"Knapp, Brigitte",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783890866147,Flecken im leeren,,Aachen,Rimbaud Verlag,[2023],207 Seiten,"Arp, Hans",,"Becker, Heribert",,"Arp, Hans",Anthologie; Gemischte Anthologien,ger,fre
9798528291017,Fleischlos und gepfeffert,,Frankenheim/Rhön,DG-Eigenverlag,[2023],124 Seiten,"Geißler, Dieter",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783757546564; 3757546563,FLUCH & SEGEN,1. Auflage,Berlin,epubli,2023,128 Seiten,"Novy, Michael",,,,,Romanhafte Biographien,ger,
9783941935136; 3941935135,Flüchtige Begegnungen,1. Auflage,Leipzig,adakia Verlag,April 2023,158 Seiten,"Huster, Jana",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
9783985279098; 3985279098,Flügelmann und andere Geschichten,,[Remscheid],Rediroma-Verlag,[2023],247 Seiten,"Kälberer, Reinhold",,,,,Anthologie; Erzählende Literatur,ger,
9783757542085; 3757542088,Forever Punkerin/Forever Punkerin I &amp; II,12. Auflage,Berlin,epubli,2023,192 Seiten,"Schlagowski, Alexandra",,,,,Romanhafte Biographien,ger,
9783842523890; 3842523890,"Frai de heit, s isch Weihnachdszeit",1. Auflage,Tübingen,Silberburg,2023,144 Seiten,"Bitterwolf, Bernhard; Graf, Edi",,,,,Anthologie; Erzählende Literatur,ger,
9783347794870; 3347794877,Franken sitzt genüsslich auf der Zeit und die dreht ihre Runden auf dem Karussell Oberfranken Kulmbach Weismain Kasendorf Mainroth Kelten,,Ahrensburg,tredition,2023,249 Seiten,"Vonbrunn, Wolfgang",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783347794948; 334779494X,Franken sitzt genüsslich auf der Zeit und die dreht ihre Runden auf dem Karussell Oberfranken Kulmbach Weismain Kasendorf Mainroth Kelten,Großdruckausgabe,Ahrensburg,tredition,2023,249 Seiten,"Vonbrunn, Wolfgang",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783347794894; 3347794893,Franken sitzt genüsslich auf der Zeit und die dreht ihre Runden auf dem Karussell Oberfranken Kulmbach Weismain Kasendorf Mainroth Kelten,,Ahrensburg,tredition,2023,249 Seiten,"Vonbrunn, Wolfgang",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945; Erzählende Literatur,ger,
9783991127604; 3991127601,Französische Kurzgeschichten (Bücher + 7 Audio-CDs),1. Auflage,Wien,EasyOriginal Verlag,2023,504 Seiten in 7 Teilen,"Maupassant, Guy de; Mérimée, Prosper; Daudet, Alphonse","Frank, Ilya","Dobbertin, Britta; Dierksen, Alexander; Brägelmann, Stefanie",,,Zweisprachige Ausgaben: Deutsch / Französisch,fre; ger,
9783758446122; 3758446120,FRAU BREITHAHN Kurzgeschichte in Großdruck von M. Y. ALTINKAYA,2. Auflage,Berlin,epubli,2023,36 Seiten,"ALTINKAYA, M. Y.",,,,,Erzählende Literatur,ger,
9783947674497,Frau Wirtin und noch mehr wahre Geschichten,,Berlin,Treibgut Verlag,2023,127 Seiten,,,,"Röhricht, Reinhard",,Anthologie; Lyrik,ger,
9783948935511; 3948935513,"Frauen und Männer, Männer und Frauen",1. Auflage,[Radebeul],NOTschriften,2023,132 Seiten,"Dost, Hans-Jörg",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783957203816; 3957203813,Frauenhaus,Erste Auflage,Chemnitz,net-Verlag,2023,336 Seiten,"Zollenkopf, Marlies",,,,,Fiktionale Darstellung; Erzählende Literatur; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
9783384051400; 3384051408,Frauenpower,,Ahrensburg,tredition,2023,148 Seiten,"Samek, Rea; Widdel, Anna",,,,,Erzählende Literatur,ger,
9783384051417; 3384051416,Frauenpower,,Ahrensburg,tredition,2023,148 Seiten,"Samek, Rea; Widdel, Anna",,,,,Erzählende Literatur,ger,
9783710357176; 3710357179,Freiheit,,Neckenmarkt,united p.c.,2023,76 Seiten,"Meier, Lisa",,,,,Erzählende Literatur,ger,
9783758310928; 375831092X,Freiheitliche Kurzgeschichten,1. Auflage,Norderstedt,BoD – Books on Demand,2023,176 Seiten,"Kappeler, Roger",,,,,Fantasy,ger,
9783944359687; 3944359682,Fremde Helden,,Berlin,Schruf & Stipetic,[2023],302 Seiten,"Pavičić, Jurica",,"Böhm-Milosavljević, Susanne; Stipetić, Blanka",,,Fiktionale Darstellung; Erzählende Literatur,ger,hrv
9783518243497; 3518243497,Fremder Mond,Erste Auflage dieser Ausgabe,Berlin,Suhrkamp Verlag,2023,195 Seiten,"Aiken, Conrad",,"Kaiser, Ernst; Pörtner, Marlis; Schlüter, Marguerite Valerie; Weil, Grete",,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
9783384063700; 3384063708,Fremdgelesen,,Ahrensburg,tredition,2023,116 Seiten,"Jähne | MA:AT Verlag für Lyrik, Sabine; Sannwald, Marion; Burkart, Kerstin; Vago, Matthias; Bernt, Michael; Haesty, Mick; Leimbach, Rebecca",,,,,Gemischte Anthologien,ger,
9783384063694; 3384063694,Fremdgelesen,,Ahrensburg,tredition,2023,116 Seiten,"Jähne | MA:AT Verlag für Lyrik, Sabine; Sannwald, Marion; Burkart, Kerstin; Vago, Matthias; Bernt, Michael; Haesty, Mick; Leimbach, Rebecca",,,,,Gemischte Anthologien,ger,
9783384063717; 3384063716,Fremdgelesen,Großdruckausgabe,Ahrensburg,tredition,2023,104 Seiten,"Jähne | MA:AT Verlag für Lyrik, Sabine; Sannwald, Marion; Burkart, Kerstin; Vago, Matthias; Bernt, Michael; Haesty, Mick; Leimbach, Rebecca",,,,,Gemischte Anthologien,ger,
9783746263335; 3746263336,Freunde auf vier Pfoten 2024,,Leipzig,St. Benno,2023,24 Seiten,,,,,,Erzählende Literatur: Anthologien,ger,
9783758416934; 3758416930,Friedenspreis und Märchenonkel,3. Auflage,Berlin,epubli,2023,64 Seiten,"Kerscher, Karl-Heinz Ignatz",,,,,Erzählende Literatur,ger,
9783757891893; 3757891899,Frieders letztes Lachen,1. Auflage,Norderstedt,BoD – Books on Demand,2023,216 Seiten,"Fischer, Achim",,,,,Romanhafte Biographien,ger,
9783257247244; 3257247249,Fröhliche Weihnacht überall,Originalausgabe,Zürich,Diogenes,[2023],266 Seiten,,"Ritzlmayr, Elke",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
9783933011749; 3933011744,Frösche im Weihnachtsbaum,"Originalausgabe, 1. Auflage",Dasing,medimont,2023,168 Seiten,"Grager, Veronika A.; Appelshäuser, Gerhard; Durrani, Katharina; Gernot, Pelle; Haager, Martina; Holzinger, Elfi; Kautz, Alexander; Mucke, Martina; Night, C. J.; Teply, Lisa; Wind, Jennifer B.","Grager, Veronika A.",,,,Anthologie; Erzählende Literatur,ger,
9783949718434; 3949718435,Frohe Weihnachten,,Lippstadt,Verlag Walter Leimeier,[2023?],128 Seiten,"Natus, Uwe",,,,,Anthologie; Gemischte Anthologien,ger,
9783944137438; 3944137434,Frutti di mare,,Stuttgart,Verlag Peter Grohmann Nachfolger,[2023],127 Seiten,"Kurz, Isolde","Baltzer, Dorothea",,,,Anthologie; Erzählende Literatur,ger,
9783757862534; 3757862538,Für immer Maskenball,1. Auflage,Norderstedt,BoD – Books on Demand,2023,76 Seiten,"Hülswitt, Tobias",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Fürstenkinder,,Hamburg,Kelter,2023,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2023,,,,,,,,ger,
,Fürstenkinder,,Hamburg,Kelter,2023,,,,,,,,ger,
