va_ausgabe_id;va_ausgabe_titel;vonveranstaltung;veranstaltung_id;jahr;gewinner;gewinnertexte;jury;themenvorgabe;preise;Quelle
219;Schreibwettbewerb des Literaturhaus Zürich Januar 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Laufer, Anke;Das Zeichen;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Hoffnung";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/das-zeichen-von-anke-laufer/; https://literaturhaus.ch/veranstaltungen/schreibwettbewerb-2021-lesung-der-gewinnerinnen/"
220;Schreibwettbewerb des Literaturhaus Zürich Februar 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Stump, Claudia;Wutwehr;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Zorn";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/wutwehr-von-claudia-stump/
221;Schreibwettbewerb des Literaturhaus Zürich März 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Weinlechner, Wolfgang;Extreme Massnahmen;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Glück";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/extreme-massnahmen-von-wolfgang-weinlechner/
222;Schreibwettbewerb des Literaturhaus Zürich April 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Brock, Inga;Der Eklige;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Scham";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-eklige-von-inga-brock/
223;Schreibwettbewerb des Literaturhaus Zürich Mai 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Jaeger, Anna-Thea;Fragmentiertes Portrait einer Suchenden;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Freude";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/fragmentiertes-portrait-einer-suchenden/
224;Schreibwettbewerb des Literaturhaus Zürich Juni 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Schmidt, Simon;Der Angriff;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Angst";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-angriff-von-simon-schmidt/
225;Schreibwettbewerb des Literaturhaus Zürich Juli 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Lahayne, Olaf;Umbra mortis;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Begehren";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/umbra-mortis-von-olaf-lahayne/
226;Schreibwettbewerb des Literaturhaus Zürich August 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Mühl, Annegret;Systemfehler;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Sanftmut";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/systemfehler/
227;Schreibwettbewerb des Literaturhaus Zürich September 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Palm-Funke, Gabriele;Kotzemeuschel;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Neid";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/kotzemeuschel/
228;Schreibwettbewerb des Literaturhaus Zürich Oktober 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Kolb, Lucie;Der Kormoran;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Sehnsucht";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/der-kormoran/
229;Schreibwettbewerb des Literaturhaus Zürich November 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Peter, Markus;Alles, was Sie von nun an sagen;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Mitleid";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/alles-was-sie-von-nun-an-sagen/
230;Schreibwettbewerb des Literaturhaus Zürich Dezember 2021;Schreibwettbewerb des Literaturhaus Zürich;;2021;Pipos, Alexandra-Maria;Haarspalterei;"Heuer, Lea;Schneider, Gesa;Vonlanthen, Isabelle;Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina";"Jahresthema: Die Grossen Zwölf; Monatsthema: Eifersucht (selbstgewählt)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/haarspalterei/
231;Schreibwettbewerb des Literaturhaus Zürich Januar 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Kappeker, Ingrid;Ein Lied für die Melancholie;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Auf dem Seil – Notenblatt – Songtext";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb/ein-lied-fuer-die-melancholie/; https://literaturhaus.ch/veranstaltungen/schreibwettbewerb-2022-lesung-der-gewinnerinnen/"
232;Schreibwettbewerb des Literaturhaus Zürich Februar 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Lawaczeck, Axel;Zahn um Zahn;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Auf dem Nachtzug nach Berlin – Prothese – Gedicht";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/zahn-um-zahn/
233;Schreibwettbewerb des Literaturhaus Zürich März 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Bauer, Kamali;Was die Taube gehört hat;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Auf dem Hochhausdach – Kaffeekapsel – Hörspiel";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/was-die-taube-gehoert-hat/
234;Schreibwettbewerb des Literaturhaus Zürich April 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Volaucnik, Monika;Auswege;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Mond – Schirm – Auktoriale Erzählung";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/auswege/
235;Schreibwettbewerb des Literaturhaus Zürich Mai 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Tieste, Kristy;Über einige Sätze des Michel Eyquem de Montaigne;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Am Flughafen – Amulett – Essay";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/ueber-einige-saetze-des-michel-eyquem-de-montaigne/
236;Schreibwettbewerb des Literaturhaus Zürich Juni 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Poleschinski, Elisabeth;Beistand;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Auf dem Rütli – Kulturbeutel – Tagebuch";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/beistand/
237;Schreibwettbewerb des Literaturhaus Zürich Juli 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Görtz, Sebastian;Trakoto-Effekt;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Im Tram – Kochtopf – ohne ""Ich""";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/trakoto-effekt/
238;Schreibwettbewerb des Literaturhaus Zürich August 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Auer, Nelo;Umschlungen;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Im Zelt – Hymne – Kopfhörer";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/umschlungen/
239;Schreibwettbewerb des Literaturhaus Zürich September 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Bleistein, Ulrike;Fortleben;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Creux du Van – Ring – Kurzgeschichte";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/fortleben/
240;Schreibwettbewerb des Literaturhaus Zürich Oktober 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Bill, Josephine;Mascha;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Per Anhalter – Taucheranzug – Geständnis";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/mascha/
241;Schreibwettbewerb des Literaturhaus Zürich November 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Reusser, Silvia;Ein böser Fall;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Im Rhein – Taschenlampe – Reportage";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/ein-boeser-fall/
242;Schreibwettbewerb des Literaturhaus Zürich Dezember 2022;Schreibwettbewerb des Literaturhaus Zürich;;2022;Stargard, Romina;Im Wartezimmer des Selbstmitleids;"Bissig, Florian;Fingerhuth, Catharina;Fuchs, Elisa;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Heuer, Lea;Müller, Sasha;Sarbacher, Luana;Schneider, Gesa;Vonlanthen, Isabelle";"Jahresthema: 1 Ort – 1 Gegenstand – 1 Genre; Monatsthema: Im Wartezimmer – Hormonspirale – Satire";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/im-wartezimmer-des-selbstmitleids/
243;Schreibwettbewerb des Literaturhaus Zürich Januar 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Wohler, Moné;Wir verschwinden hier;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Bedrohte Tiere";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb/wir-verschwinden-hier/; https://literaturhaus.ch/schreibwettbewerb-2023-lesung-der-gewinnerinnen/"
244;Schreibwettbewerb des Literaturhaus Zürich Februar 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Ritter, Marie;Summa anthropologica;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Bedrohte Tiere";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/eiszeitrelikt-und-sohlengaenger/
245;Schreibwettbewerb des Literaturhaus Zürich März 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Wolf, Katrin;Captain Kirk;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Bedrohte Tiere";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/captain-kirk/
246;Schreibwettbewerb des Literaturhaus Zürich April 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Andreas, Stefan;Saint-Jacques;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Verschwindende Orte";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/saint-jacques/
247;Schreibwettbewerb des Literaturhaus Zürich Mai 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Rasmussen, Lian;Rungholt;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Verschwindende Orte";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/rungholt/
248;Schreibwettbewerb des Literaturhaus Zürich Juni 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Schulz, Luisa Maria;Das war hier alles mal glazial;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Verschwindende Orte";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/juli-text/
249;Schreibwettbewerb des Literaturhaus Zürich Juli 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Tooten, Leonie;Die Bürste;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Aussterbende Berufe";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/die-buerste/
250;Schreibwettbewerb des Literaturhaus Zürich August 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Frank, Ingrid;Kaiser Barbarossa, der Bahnwärter und die Kaugummiautomaten;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Aussterbende Berufe";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/kaiser-barbarossa-der-bahnwaerter-und-die-kaugummiautomaten/
251;Schreibwettbewerb des Literaturhaus Zürich September 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Gärisch, André;Ernteversprechen;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Aussterbende Berufe";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/ernteversprechen/
252;Schreibwettbewerb des Literaturhaus Zürich Oktober 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Schnabel, Sigune;Amanda sucht;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Verschwundene Gegenstände";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/amanda-sucht/
253;Schreibwettbewerb des Literaturhaus Zürich November 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Yildirim, Destina;Liebende im Wartezimmer;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Verschwundene Gegenstände";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/liebende-im-wartezimmer/
254;Schreibwettbewerb des Literaturhaus Zürich Dezember 2023;Schreibwettbewerb des Literaturhaus Zürich;;2023;Schalk, Felix Ernst Peter;Die Verbannten – Das Verlies der Zauberer;"Vonlanthen, Isabelle;Zingg, Martin;Bissig, Florian;Fuchs, Elisa;Mbuti, Ann;Nielsen, Jens;Merz, Julia;Rihner, Jasmin, Schneider, Gesa;Steiner, Nicola";"Jahresthema: Vom Verschwinden; Monatsthema: Verschwundene Gegenstände";Text des Monats;https://literaturhaus.ch/schreibwettbwerb/die-verbannten-das-verlies-der-zauberer/
